period_min	period_max	source	rank
2018-01-01	2018-12-31	H3260_v1_7	233092
1899-01-01	2006-12-31	H3260_v1_0	233093
2007-01-01	2007-12-31	H3260_v1_2	233093
2008-01-01	2009-12-31	H3260_v1_3	233093
2010-01-01	2011-12-31	H3260_v1_4	233093
2012-01-01	2015-12-31	H3260_v1_5	233093
2016-01-01	2017-12-31	H3260_v1_6	233093
2018-01-01	2018-12-31	H3260_v1_7	233093
2018-01-01	2018-12-31	H3260_v1_7	233498
2010-01-01	2011-12-31	H3260_v1_4	235915
2016-01-01	2017-12-31	H3260_v1_6	235915
2010-01-01	2011-12-31	H3260_v1_4	235916
2016-01-01	2017-12-31	H3260_v1_6	235916
2018-01-01	2018-12-31	H3260_v1_7	238258
2018-01-01	2018-12-31	H3260_v1_7	238259
1899-01-01	2006-12-31	H3260_v1_0	238502
2007-01-01	2007-12-31	H3260_v1_2	238502
2008-01-01	2009-12-31	H3260_v1_3	238502
2010-01-01	2011-12-31	H3260_v1_4	238502
2012-01-01	2015-12-31	H3260_v1_5	238502
2016-01-01	2017-12-31	H3260_v1_6	238502
2018-01-01	2018-12-31	H3260_v1_7	238502
1899-01-01	2006-12-31	H3260_v1_0	238503
2007-01-01	2007-12-31	H3260_v1_2	238503
2008-01-01	2009-12-31	H3260_v1_3	238503
2010-01-01	2011-12-31	H3260_v1_4	238503
2012-01-01	2015-12-31	H3260_v1_5	238503
2016-01-01	2017-12-31	H3260_v1_6	238503
2018-01-01	2018-12-31	H3260_v1_7	238503
1899-01-01	2006-12-31	H3260_v1_0	238504
2007-01-01	2007-12-31	H3260_v1_2	238504
2008-01-01	2009-12-31	H3260_v1_3	238504
2010-01-01	2011-12-31	H3260_v1_4	238504
2012-01-01	2015-12-31	H3260_v1_5	238504
2016-01-01	2017-12-31	H3260_v1_6	238504
2018-01-01	2018-12-31	H3260_v1_7	238504
1899-01-01	2006-12-31	H3260_v1_0	238505
2007-01-01	2007-12-31	H3260_v1_2	238505
2008-01-01	2009-12-31	H3260_v1_3	238505
2010-01-01	2011-12-31	H3260_v1_4	238505
2012-01-01	2015-12-31	H3260_v1_5	238505
2016-01-01	2017-12-31	H3260_v1_6	238505
2018-01-01	2018-12-31	H3260_v1_7	238505
1899-01-01	2006-12-31	H3260_v1_0	238506
2007-01-01	2007-12-31	H3260_v1_2	238506
2008-01-01	2009-12-31	H3260_v1_3	238506
2010-01-01	2011-12-31	H3260_v1_4	238506
2012-01-01	2015-12-31	H3260_v1_5	238506
2016-01-01	2017-12-31	H3260_v1_6	238506
2018-01-01	2018-12-31	H3260_v1_7	238506
1899-01-01	2006-12-31	H3260_v1_0	238507
2007-01-01	2007-12-31	H3260_v1_2	238507
2008-01-01	2009-12-31	H3260_v1_3	238507
2010-01-01	2011-12-31	H3260_v1_4	238507
2012-01-01	2015-12-31	H3260_v1_5	238507
2016-01-01	2017-12-31	H3260_v1_6	238507
2018-01-01	2018-12-31	H3260_v1_7	238507
1899-01-01	2006-12-31	H3260_v1_0	238508
2007-01-01	2007-12-31	H3260_v1_2	238508
2008-01-01	2009-12-31	H3260_v1_3	238508
2010-01-01	2011-12-31	H3260_v1_4	238508
2012-01-01	2015-12-31	H3260_v1_5	238508
2016-01-01	2017-12-31	H3260_v1_6	238508
2018-01-01	2018-12-31	H3260_v1_7	238508
1899-01-01	2006-12-31	H3260_v1_0	238509
2007-01-01	2007-12-31	H3260_v1_2	238509
2008-01-01	2009-12-31	H3260_v1_3	238509
2010-01-01	2011-12-31	H3260_v1_4	238509
2012-01-01	2015-12-31	H3260_v1_5	238509
2016-01-01	2017-12-31	H3260_v1_6	238509
2018-01-01	2018-12-31	H3260_v1_7	238509
1899-01-01	2006-12-31	H3260_v1_0	238510
2007-01-01	2007-12-31	H3260_v1_2	238510
2008-01-01	2009-12-31	H3260_v1_3	238510
2010-01-01	2011-12-31	H3260_v1_4	238510
2012-01-01	2015-12-31	H3260_v1_5	238510
2016-01-01	2017-12-31	H3260_v1_6	238510
2018-01-01	2018-12-31	H3260_v1_7	238510
1899-01-01	2006-12-31	H3260_v1_0	238511
2007-01-01	2007-12-31	H3260_v1_2	238511
2008-01-01	2009-12-31	H3260_v1_3	238511
2010-01-01	2011-12-31	H3260_v1_4	238511
2012-01-01	2015-12-31	H3260_v1_5	238511
2016-01-01	2017-12-31	H3260_v1_6	238511
2018-01-01	2018-12-31	H3260_v1_7	238511
2010-01-01	2011-12-31	H3260_v1_4	238512
2016-01-01	2017-12-31	H3260_v1_6	238512
2018-01-01	2018-12-31	H3260_v1_7	238512
1899-01-01	2006-12-31	H3260_v1_0	238513
2007-01-01	2007-12-31	H3260_v1_2	238513
2008-01-01	2009-12-31	H3260_v1_3	238513
2010-01-01	2011-12-31	H3260_v1_4	238513
2016-01-01	2017-12-31	H3260_v1_6	238513
2018-01-01	2018-12-31	H3260_v1_7	238513
1899-01-01	2006-12-31	H3260_v1_0	238514
2007-01-01	2007-12-31	H3260_v1_2	238514
2008-01-01	2009-12-31	H3260_v1_3	238514
2010-01-01	2011-12-31	H3260_v1_4	238514
2016-01-01	2017-12-31	H3260_v1_6	238514
2018-01-01	2018-12-31	H3260_v1_7	238514
1899-01-01	2006-12-31	H3260_v1_0	238515
2007-01-01	2007-12-31	H3260_v1_2	238515
2008-01-01	2009-12-31	H3260_v1_3	238515
2010-01-01	2011-12-31	H3260_v1_4	238515
2016-01-01	2017-12-31	H3260_v1_6	238515
2018-01-01	2018-12-31	H3260_v1_7	238515
1899-01-01	2006-12-31	H3260_v1_0	238516
2007-01-01	2007-12-31	H3260_v1_2	238516
2008-01-01	2009-12-31	H3260_v1_3	238516
2010-01-01	2011-12-31	H3260_v1_4	238516
2016-01-01	2017-12-31	H3260_v1_6	238516
2018-01-01	2018-12-31	H3260_v1_7	238516
1899-01-01	2006-12-31	H3260_v1_0	238517
2007-01-01	2007-12-31	H3260_v1_2	238517
2008-01-01	2009-12-31	H3260_v1_3	238517
2010-01-01	2011-12-31	H3260_v1_4	238517
2012-01-01	2015-12-31	H3260_v1_5	238517
2016-01-01	2017-12-31	H3260_v1_6	238517
2018-01-01	2018-12-31	H3260_v1_7	238517
1899-01-01	2006-12-31	H3260_v1_0	238518
2007-01-01	2007-12-31	H3260_v1_2	238518
2008-01-01	2009-12-31	H3260_v1_3	238518
2010-01-01	2011-12-31	H3260_v1_4	238518
2012-01-01	2015-12-31	H3260_v1_5	238518
2016-01-01	2017-12-31	H3260_v1_6	238518
2018-01-01	2018-12-31	H3260_v1_7	238518
1899-01-01	2006-12-31	H3260_v1_0	238519
2007-01-01	2007-12-31	H3260_v1_2	238519
2008-01-01	2009-12-31	H3260_v1_3	238519
2010-01-01	2011-12-31	H3260_v1_4	238519
2012-01-01	2015-12-31	H3260_v1_5	238519
2016-01-01	2017-12-31	H3260_v1_6	238519
2018-01-01	2018-12-31	H3260_v1_7	238519
1899-01-01	2006-12-31	H3260_v1_0	238520
2007-01-01	2007-12-31	H3260_v1_2	238520
2008-01-01	2009-12-31	H3260_v1_3	238520
2010-01-01	2011-12-31	H3260_v1_4	238520
2012-01-01	2015-12-31	H3260_v1_5	238520
2016-01-01	2017-12-31	H3260_v1_6	238520
2018-01-01	2018-12-31	H3260_v1_7	238520
1899-01-01	2006-12-31	H3260_v1_0	238521
2007-01-01	2007-12-31	H3260_v1_2	238521
2008-01-01	2009-12-31	H3260_v1_3	238521
2010-01-01	2011-12-31	H3260_v1_4	238521
2012-01-01	2015-12-31	H3260_v1_5	238521
2016-01-01	2017-12-31	H3260_v1_6	238521
2018-01-01	2018-12-31	H3260_v1_7	238521
1899-01-01	2006-12-31	H3260_v1_0	238522
2007-01-01	2007-12-31	H3260_v1_2	238522
2008-01-01	2009-12-31	H3260_v1_3	238522
2010-01-01	2011-12-31	H3260_v1_4	238522
2012-01-01	2015-12-31	H3260_v1_5	238522
2016-01-01	2017-12-31	H3260_v1_6	238522
2018-01-01	2018-12-31	H3260_v1_7	238522
1899-01-01	2006-12-31	H3260_v1_0	238523
2007-01-01	2007-12-31	H3260_v1_2	238523
2008-01-01	2009-12-31	H3260_v1_3	238523
2010-01-01	2011-12-31	H3260_v1_4	238523
2012-01-01	2015-12-31	H3260_v1_5	238523
2016-01-01	2017-12-31	H3260_v1_6	238523
2018-01-01	2018-12-31	H3260_v1_7	238523
1899-01-01	2006-12-31	H3260_v1_0	238524
2007-01-01	2007-12-31	H3260_v1_2	238524
2008-01-01	2009-12-31	H3260_v1_3	238524
2010-01-01	2011-12-31	H3260_v1_4	238524
2012-01-01	2015-12-31	H3260_v1_5	238524
2016-01-01	2017-12-31	H3260_v1_6	238524
2018-01-01	2018-12-31	H3260_v1_7	238524
1899-01-01	2006-12-31	H3260_v1_0	238525
2007-01-01	2007-12-31	H3260_v1_2	238525
2008-01-01	2009-12-31	H3260_v1_3	238525
2010-01-01	2011-12-31	H3260_v1_4	238525
2012-01-01	2015-12-31	H3260_v1_5	238525
2016-01-01	2017-12-31	H3260_v1_6	238525
2018-01-01	2018-12-31	H3260_v1_7	238525
1899-01-01	2006-12-31	H3260_v1_0	238526
2007-01-01	2007-12-31	H3260_v1_2	238526
2008-01-01	2009-12-31	H3260_v1_3	238526
2010-01-01	2011-12-31	H3260_v1_4	238526
2012-01-01	2015-12-31	H3260_v1_5	238526
2016-01-01	2017-12-31	H3260_v1_6	238526
2018-01-01	2018-12-31	H3260_v1_7	238526
1899-01-01	2006-12-31	H3260_v1_0	238527
2007-01-01	2007-12-31	H3260_v1_2	238527
2008-01-01	2009-12-31	H3260_v1_3	238527
2010-01-01	2011-12-31	H3260_v1_4	238527
2012-01-01	2015-12-31	H3260_v1_5	238527
2016-01-01	2017-12-31	H3260_v1_6	238527
2018-01-01	2018-12-31	H3260_v1_7	238527
1899-01-01	2006-12-31	H3260_v1_0	238528
2007-01-01	2007-12-31	H3260_v1_2	238528
2008-01-01	2009-12-31	H3260_v1_3	238528
2010-01-01	2011-12-31	H3260_v1_4	238528
2012-01-01	2015-12-31	H3260_v1_5	238528
2016-01-01	2017-12-31	H3260_v1_6	238528
2018-01-01	2018-12-31	H3260_v1_7	238528
1899-01-01	2006-12-31	H3260_v1_0	238529
2007-01-01	2007-12-31	H3260_v1_2	238529
2008-01-01	2009-12-31	H3260_v1_3	238529
2010-01-01	2011-12-31	H3260_v1_4	238529
2012-01-01	2015-12-31	H3260_v1_5	238529
2016-01-01	2017-12-31	H3260_v1_6	238529
2018-01-01	2018-12-31	H3260_v1_7	238529
1899-01-01	2006-12-31	H3260_v1_0	238530
2007-01-01	2007-12-31	H3260_v1_2	238530
2008-01-01	2009-12-31	H3260_v1_3	238530
2010-01-01	2011-12-31	H3260_v1_4	238530
2012-01-01	2015-12-31	H3260_v1_5	238530
2016-01-01	2017-12-31	H3260_v1_6	238530
2018-01-01	2018-12-31	H3260_v1_7	238530
1899-01-01	2006-12-31	H3260_v1_0	238531
2007-01-01	2007-12-31	H3260_v1_2	238531
2008-01-01	2009-12-31	H3260_v1_3	238531
2010-01-01	2011-12-31	H3260_v1_4	238531
2012-01-01	2015-12-31	H3260_v1_5	238531
2016-01-01	2017-12-31	H3260_v1_6	238531
2018-01-01	2018-12-31	H3260_v1_7	238531
1899-01-01	2006-12-31	H3260_v1_0	238532
2007-01-01	2007-12-31	H3260_v1_2	238532
2008-01-01	2009-12-31	H3260_v1_3	238532
2010-01-01	2011-12-31	H3260_v1_4	238532
2012-01-01	2015-12-31	H3260_v1_5	238532
2016-01-01	2017-12-31	H3260_v1_6	238532
2018-01-01	2018-12-31	H3260_v1_7	238532
1899-01-01	2006-12-31	H3260_v1_0	238533
2007-01-01	2007-12-31	H3260_v1_2	238533
2008-01-01	2009-12-31	H3260_v1_3	238533
2010-01-01	2011-12-31	H3260_v1_4	238533
2012-01-01	2015-12-31	H3260_v1_5	238533
2016-01-01	2017-12-31	H3260_v1_6	238533
2018-01-01	2018-12-31	H3260_v1_7	238533
1899-01-01	2006-12-31	H3260_v1_0	238534
2007-01-01	2007-12-31	H3260_v1_2	238534
2008-01-01	2009-12-31	H3260_v1_3	238534
2010-01-01	2011-12-31	H3260_v1_4	238534
2012-01-01	2015-12-31	H3260_v1_5	238534
2016-01-01	2017-12-31	H3260_v1_6	238534
2018-01-01	2018-12-31	H3260_v1_7	238534
1899-01-01	2006-12-31	H3260_v1_0	238535
2007-01-01	2007-12-31	H3260_v1_2	238535
2008-01-01	2009-12-31	H3260_v1_3	238535
2010-01-01	2011-12-31	H3260_v1_4	238535
2012-01-01	2015-12-31	H3260_v1_5	238535
2016-01-01	2017-12-31	H3260_v1_6	238535
2018-01-01	2018-12-31	H3260_v1_7	238535
1899-01-01	2006-12-31	H3260_v1_0	238536
2007-01-01	2007-12-31	H3260_v1_2	238536
2008-01-01	2009-12-31	H3260_v1_3	238536
2010-01-01	2011-12-31	H3260_v1_4	238536
2016-01-01	2017-12-31	H3260_v1_6	238536
2018-01-01	2018-12-31	H3260_v1_7	238536
1899-01-01	2006-12-31	H3260_v1_0	238537
2007-01-01	2007-12-31	H3260_v1_2	238537
2008-01-01	2009-12-31	H3260_v1_3	238537
2010-01-01	2011-12-31	H3260_v1_4	238537
2016-01-01	2017-12-31	H3260_v1_6	238537
2018-01-01	2018-12-31	H3260_v1_7	238537
1899-01-01	2006-12-31	H3260_v1_0	238538
2007-01-01	2007-12-31	H3260_v1_2	238538
2008-01-01	2009-12-31	H3260_v1_3	238538
2010-01-01	2011-12-31	H3260_v1_4	238538
2012-01-01	2015-12-31	H3260_v1_5	238538
2016-01-01	2017-12-31	H3260_v1_6	238538
2018-01-01	2018-12-31	H3260_v1_7	238538
1899-01-01	2006-12-31	H3260_v1_0	238539
2007-01-01	2007-12-31	H3260_v1_2	238539
2008-01-01	2009-12-31	H3260_v1_3	238539
2010-01-01	2011-12-31	H3260_v1_4	238539
2012-01-01	2015-12-31	H3260_v1_5	238539
2016-01-01	2017-12-31	H3260_v1_6	238539
2018-01-01	2018-12-31	H3260_v1_7	238539
1899-01-01	2006-12-31	H3260_v1_0	238540
2007-01-01	2007-12-31	H3260_v1_2	238540
2008-01-01	2009-12-31	H3260_v1_3	238540
2010-01-01	2011-12-31	H3260_v1_4	238540
2012-01-01	2015-12-31	H3260_v1_5	238540
2016-01-01	2017-12-31	H3260_v1_6	238540
2018-01-01	2018-12-31	H3260_v1_7	238540
1899-01-01	2006-12-31	H3260_v1_0	238541
2007-01-01	2007-12-31	H3260_v1_2	238541
2008-01-01	2009-12-31	H3260_v1_3	238541
2010-01-01	2011-12-31	H3260_v1_4	238541
2012-01-01	2015-12-31	H3260_v1_5	238541
2016-01-01	2017-12-31	H3260_v1_6	238541
2018-01-01	2018-12-31	H3260_v1_7	238541
1899-01-01	2006-12-31	H3260_v1_0	238542
2007-01-01	2007-12-31	H3260_v1_2	238542
2008-01-01	2009-12-31	H3260_v1_3	238542
2010-01-01	2011-12-31	H3260_v1_4	238542
2012-01-01	2015-12-31	H3260_v1_5	238542
2016-01-01	2017-12-31	H3260_v1_6	238542
2018-01-01	2018-12-31	H3260_v1_7	238542
1899-01-01	2006-12-31	H3260_v1_0	238543
2007-01-01	2007-12-31	H3260_v1_2	238543
2008-01-01	2009-12-31	H3260_v1_3	238543
2010-01-01	2011-12-31	H3260_v1_4	238543
2012-01-01	2015-12-31	H3260_v1_5	238543
2016-01-01	2017-12-31	H3260_v1_6	238543
2018-01-01	2018-12-31	H3260_v1_7	238543
1899-01-01	2006-12-31	H3260_v1_0	238544
2007-01-01	2007-12-31	H3260_v1_2	238544
2008-01-01	2009-12-31	H3260_v1_3	238544
2010-01-01	2011-12-31	H3260_v1_4	238544
2012-01-01	2015-12-31	H3260_v1_5	238544
2016-01-01	2017-12-31	H3260_v1_6	238544
2018-01-01	2018-12-31	H3260_v1_7	238544
1899-01-01	2006-12-31	H3260_v1_0	238545
2007-01-01	2007-12-31	H3260_v1_2	238545
2008-01-01	2009-12-31	H3260_v1_3	238545
2010-01-01	2011-12-31	H3260_v1_4	238545
2012-01-01	2015-12-31	H3260_v1_5	238545
2016-01-01	2017-12-31	H3260_v1_6	238545
2018-01-01	2018-12-31	H3260_v1_7	238545
1899-01-01	2006-12-31	H3260_v1_0	238546
2007-01-01	2007-12-31	H3260_v1_2	238546
2008-01-01	2009-12-31	H3260_v1_3	238546
2010-01-01	2011-12-31	H3260_v1_4	238546
2012-01-01	2015-12-31	H3260_v1_5	238546
2016-01-01	2017-12-31	H3260_v1_6	238546
2018-01-01	2018-12-31	H3260_v1_7	238546
1899-01-01	2006-12-31	H3260_v1_0	238557
2007-01-01	2007-12-31	H3260_v1_2	238557
2008-01-01	2009-12-31	H3260_v1_3	238557
2010-01-01	2011-12-31	H3260_v1_4	238557
2012-01-01	2015-12-31	H3260_v1_5	238557
2016-01-01	2017-12-31	H3260_v1_6	238557
2018-01-01	2018-12-31	H3260_v1_7	238557
1899-01-01	2006-12-31	H3260_v1_0	238559
2007-01-01	2007-12-31	H3260_v1_2	238559
2008-01-01	2009-12-31	H3260_v1_3	238559
2010-01-01	2011-12-31	H3260_v1_4	238559
2012-01-01	2015-12-31	H3260_v1_5	238559
2016-01-01	2017-12-31	H3260_v1_6	238559
1899-01-01	2006-12-31	H3260_v1_0	238560
2007-01-01	2007-12-31	H3260_v1_2	238560
2008-01-01	2009-12-31	H3260_v1_3	238560
2010-01-01	2011-12-31	H3260_v1_4	238560
2012-01-01	2015-12-31	H3260_v1_5	238560
2016-01-01	2017-12-31	H3260_v1_6	238560
1899-01-01	2006-12-31	H3260_v1_0	238570
2007-01-01	2007-12-31	H3260_v1_2	238570
2008-01-01	2009-12-31	H3260_v1_3	238570
2010-01-01	2011-12-31	H3260_v1_4	238570
2012-01-01	2015-12-31	H3260_v1_5	238570
2016-01-01	2017-12-31	H3260_v1_6	238570
2018-01-01	2018-12-31	H3260_v1_7	238570
1899-01-01	2006-12-31	H3260_v1_0	238571
2007-01-01	2007-12-31	H3260_v1_2	238571
2008-01-01	2009-12-31	H3260_v1_3	238571
2010-01-01	2011-12-31	H3260_v1_4	238571
2012-01-01	2015-12-31	H3260_v1_5	238571
2016-01-01	2017-12-31	H3260_v1_6	238571
2018-01-01	2018-12-31	H3260_v1_7	238571
1899-01-01	2006-12-31	H3260_v1_0	238572
2007-01-01	2007-12-31	H3260_v1_2	238572
2008-01-01	2009-12-31	H3260_v1_3	238572
2010-01-01	2011-12-31	H3260_v1_4	238572
2012-01-01	2015-12-31	H3260_v1_5	238572
2016-01-01	2017-12-31	H3260_v1_6	238572
2018-01-01	2018-12-31	H3260_v1_7	238572
1899-01-01	2006-12-31	H3260_v1_0	238576
2007-01-01	2007-12-31	H3260_v1_2	238576
2008-01-01	2009-12-31	H3260_v1_3	238576
2010-01-01	2011-12-31	H3260_v1_4	238576
2016-01-01	2017-12-31	H3260_v1_6	238576
1899-01-01	2006-12-31	H3260_v1_0	238577
2007-01-01	2007-12-31	H3260_v1_2	238577
2008-01-01	2009-12-31	H3260_v1_3	238577
2010-01-01	2011-12-31	H3260_v1_4	238577
2012-01-01	2015-12-31	H3260_v1_5	238577
2016-01-01	2017-12-31	H3260_v1_6	238577
1899-01-01	2006-12-31	H3260_v1_0	238578
2007-01-01	2007-12-31	H3260_v1_2	238578
2008-01-01	2009-12-31	H3260_v1_3	238578
2010-01-01	2011-12-31	H3260_v1_4	238578
2012-01-01	2015-12-31	H3260_v1_5	238578
2016-01-01	2017-12-31	H3260_v1_6	238578
1899-01-01	2006-12-31	H3260_v1_0	238579
2007-01-01	2007-12-31	H3260_v1_2	238579
2008-01-01	2009-12-31	H3260_v1_3	238579
2010-01-01	2011-12-31	H3260_v1_4	238579
2012-01-01	2015-12-31	H3260_v1_5	238579
2016-01-01	2017-12-31	H3260_v1_6	238579
1899-01-01	2006-12-31	H3260_v1_0	238580
2007-01-01	2007-12-31	H3260_v1_2	238580
2008-01-01	2009-12-31	H3260_v1_3	238580
2010-01-01	2011-12-31	H3260_v1_4	238580
2012-01-01	2015-12-31	H3260_v1_5	238580
2016-01-01	2017-12-31	H3260_v1_6	238580
1899-01-01	2006-12-31	H3260_v1_0	238581
2007-01-01	2007-12-31	H3260_v1_2	238581
2008-01-01	2009-12-31	H3260_v1_3	238581
2010-01-01	2011-12-31	H3260_v1_4	238581
2012-01-01	2015-12-31	H3260_v1_5	238581
2016-01-01	2017-12-31	H3260_v1_6	238581
1899-01-01	2006-12-31	H3260_v1_0	238582
2007-01-01	2007-12-31	H3260_v1_2	238582
2008-01-01	2009-12-31	H3260_v1_3	238582
2010-01-01	2011-12-31	H3260_v1_4	238582
2012-01-01	2015-12-31	H3260_v1_5	238582
2016-01-01	2017-12-31	H3260_v1_6	238582
2018-01-01	2018-12-31	H3260_v1_7	238582
1899-01-01	2006-12-31	H3260_v1_0	238583
2007-01-01	2007-12-31	H3260_v1_2	238583
2008-01-01	2009-12-31	H3260_v1_3	238583
2010-01-01	2011-12-31	H3260_v1_4	238583
2012-01-01	2015-12-31	H3260_v1_5	238583
2016-01-01	2017-12-31	H3260_v1_6	238583
2018-01-01	2018-12-31	H3260_v1_7	238583
1899-01-01	2006-12-31	H3260_v1_0	238584
2007-01-01	2007-12-31	H3260_v1_2	238584
2008-01-01	2009-12-31	H3260_v1_3	238584
2010-01-01	2011-12-31	H3260_v1_4	238584
2012-01-01	2015-12-31	H3260_v1_5	238584
2016-01-01	2017-12-31	H3260_v1_6	238584
2018-01-01	2018-12-31	H3260_v1_7	238584
1899-01-01	2006-12-31	H3260_v1_0	238585
2007-01-01	2007-12-31	H3260_v1_2	238585
2008-01-01	2009-12-31	H3260_v1_3	238585
2010-01-01	2011-12-31	H3260_v1_4	238585
2012-01-01	2015-12-31	H3260_v1_5	238585
2016-01-01	2017-12-31	H3260_v1_6	238585
2018-01-01	2018-12-31	H3260_v1_7	238585
1899-01-01	2006-12-31	H3260_v1_0	238586
2007-01-01	2007-12-31	H3260_v1_2	238586
2008-01-01	2009-12-31	H3260_v1_3	238586
2010-01-01	2011-12-31	H3260_v1_4	238586
2012-01-01	2015-12-31	H3260_v1_5	238586
2016-01-01	2017-12-31	H3260_v1_6	238586
2018-01-01	2018-12-31	H3260_v1_7	238586
1899-01-01	2006-12-31	H3260_v1_0	238587
2007-01-01	2007-12-31	H3260_v1_2	238587
2008-01-01	2009-12-31	H3260_v1_3	238587
2010-01-01	2011-12-31	H3260_v1_4	238587
2012-01-01	2015-12-31	H3260_v1_5	238587
2016-01-01	2017-12-31	H3260_v1_6	238587
2018-01-01	2018-12-31	H3260_v1_7	238587
1899-01-01	2006-12-31	H3260_v1_0	238588
2007-01-01	2007-12-31	H3260_v1_2	238588
2008-01-01	2009-12-31	H3260_v1_3	238588
2010-01-01	2011-12-31	H3260_v1_4	238588
2012-01-01	2015-12-31	H3260_v1_5	238588
2016-01-01	2017-12-31	H3260_v1_6	238588
2018-01-01	2018-12-31	H3260_v1_7	238588
1899-01-01	2006-12-31	H3260_v1_0	238589
2007-01-01	2007-12-31	H3260_v1_2	238589
2008-01-01	2009-12-31	H3260_v1_3	238589
2010-01-01	2011-12-31	H3260_v1_4	238589
2012-01-01	2015-12-31	H3260_v1_5	238589
2016-01-01	2017-12-31	H3260_v1_6	238589
2018-01-01	2018-12-31	H3260_v1_7	238589
1899-01-01	2006-12-31	H3260_v1_0	238590
2007-01-01	2007-12-31	H3260_v1_2	238590
2008-01-01	2009-12-31	H3260_v1_3	238590
2010-01-01	2011-12-31	H3260_v1_4	238590
2012-01-01	2015-12-31	H3260_v1_5	238590
2016-01-01	2017-12-31	H3260_v1_6	238590
2018-01-01	2018-12-31	H3260_v1_7	238590
1899-01-01	2006-12-31	H3260_v1_0	238591
2007-01-01	2007-12-31	H3260_v1_2	238591
2008-01-01	2009-12-31	H3260_v1_3	238591
2010-01-01	2011-12-31	H3260_v1_4	238591
2012-01-01	2015-12-31	H3260_v1_5	238591
2016-01-01	2017-12-31	H3260_v1_6	238591
2018-01-01	2018-12-31	H3260_v1_7	238591
1899-01-01	2006-12-31	H3260_v1_0	238592
2007-01-01	2007-12-31	H3260_v1_2	238592
2008-01-01	2009-12-31	H3260_v1_3	238592
2010-01-01	2011-12-31	H3260_v1_4	238592
2012-01-01	2015-12-31	H3260_v1_5	238592
2016-01-01	2017-12-31	H3260_v1_6	238592
2018-01-01	2018-12-31	H3260_v1_7	238592
1899-01-01	2006-12-31	H3260_v1_0	238593
2007-01-01	2007-12-31	H3260_v1_2	238593
2008-01-01	2009-12-31	H3260_v1_3	238593
2010-01-01	2011-12-31	H3260_v1_4	238593
2012-01-01	2015-12-31	H3260_v1_5	238593
2016-01-01	2017-12-31	H3260_v1_6	238593
2018-01-01	2018-12-31	H3260_v1_7	238593
1899-01-01	2006-12-31	H3260_v1_0	238594
2007-01-01	2007-12-31	H3260_v1_2	238594
2008-01-01	2009-12-31	H3260_v1_3	238594
2010-01-01	2011-12-31	H3260_v1_4	238594
2012-01-01	2015-12-31	H3260_v1_5	238594
2016-01-01	2017-12-31	H3260_v1_6	238594
2018-01-01	2018-12-31	H3260_v1_7	238594
1899-01-01	2006-12-31	H3260_v1_0	238595
2007-01-01	2007-12-31	H3260_v1_2	238595
2008-01-01	2009-12-31	H3260_v1_3	238595
2010-01-01	2011-12-31	H3260_v1_4	238595
2012-01-01	2015-12-31	H3260_v1_5	238595
2016-01-01	2017-12-31	H3260_v1_6	238595
2018-01-01	2018-12-31	H3260_v1_7	238595
1899-01-01	2006-12-31	H3260_v1_0	238596
2007-01-01	2007-12-31	H3260_v1_2	238596
2008-01-01	2009-12-31	H3260_v1_3	238596
2010-01-01	2011-12-31	H3260_v1_4	238596
2012-01-01	2015-12-31	H3260_v1_5	238596
2016-01-01	2017-12-31	H3260_v1_6	238596
2018-01-01	2018-12-31	H3260_v1_7	238596
1899-01-01	2006-12-31	H3260_v1_0	238597
2007-01-01	2007-12-31	H3260_v1_2	238597
2008-01-01	2009-12-31	H3260_v1_3	238597
2010-01-01	2011-12-31	H3260_v1_4	238597
2012-01-01	2015-12-31	H3260_v1_5	238597
2016-01-01	2017-12-31	H3260_v1_6	238597
2018-01-01	2018-12-31	H3260_v1_7	238597
1899-01-01	2006-12-31	H3260_v1_0	238598
2007-01-01	2007-12-31	H3260_v1_2	238598
2008-01-01	2009-12-31	H3260_v1_3	238598
2010-01-01	2011-12-31	H3260_v1_4	238598
2012-01-01	2015-12-31	H3260_v1_5	238598
2016-01-01	2017-12-31	H3260_v1_6	238598
2018-01-01	2018-12-31	H3260_v1_7	238598
1899-01-01	2006-12-31	H3260_v1_0	238599
2007-01-01	2007-12-31	H3260_v1_2	238599
2008-01-01	2009-12-31	H3260_v1_3	238599
2010-01-01	2011-12-31	H3260_v1_4	238599
2012-01-01	2015-12-31	H3260_v1_5	238599
2016-01-01	2017-12-31	H3260_v1_6	238599
2018-01-01	2018-12-31	H3260_v1_7	238599
1899-01-01	2006-12-31	H3260_v1_0	238600
2007-01-01	2007-12-31	H3260_v1_2	238600
2008-01-01	2009-12-31	H3260_v1_3	238600
2010-01-01	2011-12-31	H3260_v1_4	238600
2012-01-01	2015-12-31	H3260_v1_5	238600
2016-01-01	2017-12-31	H3260_v1_6	238600
2018-01-01	2018-12-31	H3260_v1_7	238600
1899-01-01	2006-12-31	H3260_v1_0	238601
2007-01-01	2007-12-31	H3260_v1_2	238601
2008-01-01	2009-12-31	H3260_v1_3	238601
2010-01-01	2011-12-31	H3260_v1_4	238601
2012-01-01	2015-12-31	H3260_v1_5	238601
2016-01-01	2017-12-31	H3260_v1_6	238601
2018-01-01	2018-12-31	H3260_v1_7	238601
1899-01-01	2006-12-31	H3260_v1_0	238602
2007-01-01	2007-12-31	H3260_v1_2	238602
