polygon_legacyid,x,y,annotation,ranknr,active_in_db_from,active_in_db_till
LIMDST0108,239773.7105,190505.7688,LI_HEU_001,1277,2018-12-14,9999-12-31
LIMDST0178,248290.2013,190735.0514,LI_MAA_001,1007,2018-12-14,2018-12-14
LIMDST0178,248290.2013,190735.0514,LI_MAA_001,1007,2018-12-14,9999-12-31
LIMDST0215,240150.5248,189939.1282,LI_HEU_004,891,2018-12-14,2018-12-14
LIMDST0215,240150.5248,189939.1282,LI_HEU_004,891,2018-12-14,9999-12-31
LIMGNK0010,225509.0863,182339.8925,LI_MAT_008,1171,2018-12-14,2018-12-14
LIMGNK0010,225509.0863,182339.8925,LI_MAT_008,1171,2018-12-14,9999-12-31
LIMGNK0025,225512.7905,182315.8154,LI_MAT_005,1172,2018-12-14,2018-12-14
LIMGNK0025,225512.7905,182315.8154,LI_MAT_005,1172,2018-12-14,9999-12-31
LIMGNK0035,225920.2496,182492.1605,LI_MAT_007,1170,2018-12-14,2018-12-14
LIMGNK0035,225920.2496,182492.1605,LI_MAT_007,1170,2018-12-14,9999-12-31
LIMGNK0040,221573.7453,183647.1802,LI_BOK_008,1152,2018-12-14,2018-12-14
LIMGNK0040,221573.7453,183647.1802,LI_BOK_008,1152,2018-12-14,9999-12-31
LIMGNK0050,226821.0519,183611.8794,LI_MAT_009,1179,2018-12-14,2018-12-14
LIMGNK0050,226821.0519,183611.8794,LI_MAT_009,1179,2018-12-14,9999-12-31
LIMGNK0055,225663.0741,183169.8921,LI_MAT_011,1174,2018-12-14,2018-12-14
LIMGNK0055,225663.0741,183169.8921,LI_MAT_011,1174,2018-12-14,9999-12-31
LIMGNK0060,221916.9767,184180.912,LI_BOK_007,1157,2018-12-14,2018-12-14
LIMGNK0060,221916.9767,184180.912,LI_BOK_007,1157,2018-12-14,9999-12-31
LIMGNK0062,226232.3528,182801.2474,LI_MAT_003,1177,2018-12-14,2018-12-14
LIMGNK0062,226232.3528,182801.2474,LI_MAT_003,1177,2018-12-14,9999-12-31
LIMGNK0064,222063.5091,183724.6163,LI_BOK_001,1355,2018-12-14,2018-12-14
LIMGNK0064,222063.5091,183724.6163,LI_BOK_001,1355,2018-12-14,9999-12-31
LIMGNK0066,224671.6519,184978.2619,LI_WIK_004,1159,2018-12-14,2018-12-14
LIMGNK0066,224671.6519,184978.2619,LI_WIK_004,1159,2018-12-14,9999-12-31
LIMGNK0081,226597.0859,183362.7634,LI_MAT_016,1294,2018-12-14,2018-12-14
LIMGNK0081,226597.0859,183362.7634,LI_MAT_016,1294,2018-12-14,9999-12-31
LIMGNK0089,224286.9205,185015.5947,LI_WIK_005,1161,2018-12-14,2018-12-14
LIMGNK0089,224286.9205,185015.5947,LI_WIK_005,1161,2018-12-14,9999-12-31
LIMGNK0095,224438.4477,185083.8838,LI_WIK_003,1160,2018-12-14,2018-12-14
LIMGNK0095,224438.4477,185083.8838,LI_WIK_003,1160,2018-12-14,9999-12-31
LIMGNK0103,223858.6651,185189.9687,LI_WIK_009,1164,2018-12-14,2018-12-14
LIMGNK0103,223858.6651,185189.9687,LI_WIK_009,1164,2018-12-14,9999-12-31
LIMGNK0118,226683.9445,183415.7169,LI_MAT_015,1178,2018-12-14,2018-12-14
LIMGNK0118,226683.9445,183415.7169,LI_MAT_015,1178,2018-12-14,2024-05-31
LIMGNK0118,226688.4625,183437.0069,LI_MAT_015,1297,2018-12-14,2018-12-14
LIMGNK0118,226688.4625,183437.0069,LI_MAT_015,1297,2018-12-14,9999-12-31
LIMGNK0119,226070.692,182767.7775,LI_MAT_004,1176,2018-12-14,2018-12-14
LIMGNK0119,226070.692,182767.7775,LI_MAT_004,1176,2018-12-14,9999-12-31
LIMGNK0127,221766.1639,183584.8707,LI_BOK_002,1153,2018-12-14,2018-12-14
LIMGNK0127,221766.1639,183584.8707,LI_BOK_002,1153,2018-12-14,9999-12-31
LIMGNK0142,225528.1363,183052.4168,LI_MAT_010,1173,2018-12-14,2018-12-14
LIMGNK0142,225528.1363,183052.4168,LI_MAT_010,1173,2018-12-14,9999-12-31
LIMGNK0144,224424.4248,184776.2257,LI_WIK_007,1158,2018-12-14,2018-12-14
LIMGNK0144,224424.4248,184776.2257,LI_WIK_007,1158,2018-12-14,9999-12-31
LIMGNK0147,221877.1569,183587.2519,LI_BOK_003,1155,2018-12-14,2018-12-14
LIMGNK0147,221877.1569,183587.2519,LI_BOK_003,1155,2018-12-14,9999-12-31
LIMGNK0152,228990.8403,185973.3171,LI_STI_001,1360,2018-12-14,2018-12-14
LIMGNK0152,228990.8403,185973.3171,LI_STI_001,1360,2018-12-14,9999-12-31
LIMGNK0156,224195.2819,185237.1308,LI_WIK_008,1163,2018-12-14,2018-12-14
LIMGNK0156,224195.2819,185237.1308,LI_WIK_008,1163,2018-12-14,9999-12-31
LIMGNK0167,221833.0375,183478.1772,LI_BOK_005,1154,2018-12-14,2018-12-14
LIMGNK0167,221833.0375,183478.1772,LI_BOK_005,1154,2018-12-14,9999-12-31
LIMGNK0169,225179.5049,183040.2447,LIMGNK0169,6776,2026-07-07,9999-12-31
LIMGNK0177,224320.4168,185191.49,LI_WIK_006,1162,2018-12-14,2018-12-14
LIMGNK0177,224320.4168,185191.49,LI_WIK_006,1162,2018-12-14,9999-12-31
LIMGNK0180,226608.5079,183162.877,LI_MAT_017,1298,2018-12-14,2018-12-14
LIMGNK0180,226608.5079,183162.877,LI_MAT_017,1298,2018-12-14,9999-12-31
LIMGNK0182,226270.7174,183121.5261,LI_MAT_002,1175,2018-12-14,2018-12-14
LIMGNK0182,226270.7174,183121.5261,LI_MAT_002,1175,2018-12-14,9999-12-31
LIMGNK0372,223767.8599,185133.9034,LI_WIK_002,1166,2018-12-14,2018-12-14
LIMGNK0372,223767.8599,185133.9034,LI_WIK_002,1166,2018-12-14,9999-12-31
LIMGNK0374,223521.8763,185019.1798,LI_WIK_001,1167,2018-12-14,2018-12-14
LIMGNK0374,223521.8763,185019.1798,LI_WIK_001,1167,2018-12-14,9999-12-31
LIMGNK0375,224017.4154,185168.4051,LI_WIK_010,1165,2018-12-14,2018-12-14
LIMGNK0375,224017.4154,185168.4051,LI_WIK_010,1165,2018-12-14,9999-12-31
LIMGNK0384,225782.1368,182532.3773,LI_MAT_013,1169,2018-12-14,2018-12-14
LIMGNK0384,225782.1368,182532.3773,LI_MAT_013,1169,2018-12-14,9999-12-31
LIMGNK0396,227166.4661,183856.8841,LI_MAT_001,1180,2018-12-14,2018-12-14
LIMGNK0396,227166.4661,183856.8841,LI_MAT_001,1180,2018-12-14,9999-12-31
LIMGNK0397,221885.8881,184125.6801,LI_BOK_004,1156,2018-12-14,2018-12-14
LIMGNK0397,221885.8881,184125.6801,LI_BOK_004,1156,2018-12-14,9999-12-31
LIMGNK0848,227075.8461,183868.5258,LI_MAT_006,1181,2018-12-14,2018-12-14
LIMGNK0848,227075.8461,183868.5258,LI_MAT_006,1181,2018-12-14,9999-12-31
LIMHAS0103,215869.171,180807.5041,LI_TOM_001,1075,2018-12-14,2018-12-14
LIMHAS0103,215869.171,180807.5041,LI_TOM_001,1075,2018-12-14,9999-12-31
LIMHAS0281,216064.6191,180688.4546,LI_TOM_002,1076,2018-12-14,2018-12-14
LIMHAS0281,216064.6191,180688.4546,LI_TOM_002,1076,2018-12-14,9999-12-31
LIMHAS0462,215334.9626,185356.2708,LI_MLV_004,1307,2018-12-14,2018-12-14
LIMHAS0462,215334.9626,185356.2708,LI_MLV_004,1307,2018-12-14,9999-12-31
LIMHAS0463,216558.5582,183644.9621,LI_MLV_029,1129,2018-12-14,2018-12-14
LIMHAS0463,216558.5582,183644.9621,LI_MLV_029,1129,2018-12-14,9999-12-31
LIMHAS0479,215387.6952,184719.5254,LI_MLV_024,1133,2018-12-14,2018-12-14
LIMHAS0479,215387.6952,184719.5254,LI_MLV_024,1133,2018-12-14,9999-12-31
LIMHAS0482,221087.1756,182685.8809,LI_BOK_006,1151,2018-12-14,2018-12-14
LIMHAS0482,221087.1756,182685.8809,LI_BOK_006,1151,2018-12-14,9999-12-31
LIMHAS0514,215740.2665,185502.601,LI_MLV_026,1137,2018-12-14,2018-12-14
LIMHAS0514,215740.2665,185502.601,LI_MLV_026,1137,2018-12-14,9999-12-31
LIMHAS0541,215602.6696,185405.6971,LI_MLV_003,1136,2018-12-14,2018-12-14
LIMHAS0541,215602.6696,185405.6971,LI_MLV_003,1136,2018-12-14,9999-12-31
LIMHAS0544,215883.6709,185536.2031,LI_MLV_002,1138,2018-12-14,2018-12-14
LIMHAS0544,215883.6709,185536.2031,LI_MLV_002,1138,2018-12-14,9999-12-31
LIMHAS0619,215570.946,185347.1977,LI_MLV_025,1135,2018-12-14,2018-12-14
LIMHAS0619,215570.946,185347.1977,LI_MLV_025,1135,2018-12-14,9999-12-31
LIMHAS0621,215313.6911,184095.1074,LI_MLV_017,1130,2018-12-14,2018-12-14
LIMHAS0621,215313.6911,184095.1074,LI_MLV_017,1130,2018-12-14,9999-12-31
LIMHAS0629,211661.1764,185818.061,LI_GDL_001,1079,2018-12-14,2018-12-14
LIMHAS0629,211661.1764,185818.061,LI_GDL_001,1079,2018-12-14,9999-12-31
LIMHAS0671,215415.4501,184241.8986,LI_MLV_027,1132,2018-12-14,2018-12-14
LIMHAS0671,215415.4501,184241.8986,LI_MLV_027,1132,2018-12-14,9999-12-31
LIMHAS0672,215280.089,184171.9955,LI_MLV_011,1131,2018-12-14,2018-12-14
LIMHAS0672,215280.089,184171.9955,LI_MLV_011,1131,2018-12-14,9999-12-31
LIMHAS0849,216593.4833,185412.8409,LI_MLV_010,1139,2018-12-14,2018-12-14
LIMHAS0849,216593.4833,185412.8409,LI_MLV_010,1139,2018-12-14,9999-12-31
LIMHEC0041,221604.4755,200327.9907,LI_BEG_001,1060,2018-12-14,2018-12-14
LIMHEC0041,221604.4755,200327.9907,LI_BEG_001,1060,2018-12-14,9999-12-31
LIMHEC0120,218941.2256,207582.0591,LI_PIJ_002,1344,2018-12-14,2018-12-14
LIMHEC0120,218941.2256,207582.0591,LI_PIJ_002,1344,2018-12-14,9999-12-31
LIMHEC0128,217623.61,205665.8725,LI_EKS_001,1343,2018-12-14,2018-12-14
LIMHEC0128,217623.61,205665.8725,LI_EKS_001,1343,2018-12-14,9999-12-31
LIMHEC0201,223910.0537,205672.7022,LI_DOM_002,883,2018-12-14,2018-12-14
LIMHEC0201,223910.0537,205672.7022,LI_DOM_002,883,2018-12-14,9999-12-31
LIMHEC0391,221679.8845,199685.5025,LI_BEG_003,1359,2018-12-14,2018-12-14
LIMHEC0391,221679.8845,199685.5025,LI_BEG_003,1359,2018-12-14,9999-12-31
LIMHEC0537,221469.4414,200665.217,LI_BEG_002,1358,2018-12-14,2018-12-14
LIMHEC0537,221469.4414,200665.217,LI_BEG_002,1358,2018-12-14,9999-12-31
LIMHEC0578,218953.6888,198862.5731,LI_VZB_004,1110,2018-12-14,2018-12-14
LIMHEC0578,218953.6888,198862.5731,LI_VZB_004,1110,2018-12-14,9999-12-31
LIMHEE0063,213213.7647,160340.0266,LI_EGO_001,1348,2018-12-14,2018-12-14
LIMHEE0063,213213.7647,160340.0266,LI_EGO_001,1348,2018-12-14,9999-12-31
LIMHHE0001,220053.0947,197532.9054,LI_VZB_002,1357,2018-12-14,2018-12-14
LIMHHE0001,220053.0947,197532.9054,LI_VZB_002,1357,2018-12-14,9999-12-31
LIMHHE0002,220475.681,197932.8518,LI_VZB_003,1107,2018-12-14,2018-12-14
LIMHHE0002,220475.681,197932.8518,LI_VZB_003,1107,2018-12-14,9999-12-31
LIMHHE0005,219629.6741,197874.1142,LI_VZB_007,1109,2018-12-14,2018-12-14
LIMHHE0005,219629.6741,197874.1142,LI_VZB_007,1109,2018-12-14,9999-12-31
LIMHHE0008,219975.2207,197342.6975,LI_VZB_005,1108,2018-12-14,2018-12-14
LIMHHE0008,219975.2207,197342.6975,LI_VZB_005,1108,2018-12-14,9999-12-31
LIMHHE0112,225718.4367,192127.1543,LI_KEL_001,1113,2018-12-14,2018-12-14
LIMHHE0112,225718.4367,192127.1543,LI_KEL_001,1113,2018-12-14,9999-12-31
LIMHHE0114,224142.7075,191755.5462,LI_RDP_001,1112,2018-12-14,2018-12-14
LIMHHE0114,224142.7075,191755.5462,LI_RDP_001,1112,2018-12-14,9999-12-31
LIMHHE0285,218907.9306,190171.4522,LI_LBV_004,1128,2018-12-14,2018-12-14
LIMHHE0285,218907.9306,190171.4522,LI_LBV_004,1128,2018-12-14,2024-05-31
LIMHHE0285,218917.551,190182.9345,LI_LBV_004,1286,2018-12-14,2018-12-14
LIMHHE0285,218917.551,190182.9345,LI_LBV_004,1286,2018-12-14,9999-12-31
LIMHHE0286,219036.3199,190368.3688,LI_LBV_001,1127,2018-12-14,2018-12-14
LIMHHE0286,219036.3199,190368.3688,LI_LBV_001,1127,2018-12-14,2024-05-31
LIMHHE0286,219063.2858,190365.103,LI_LBV_001,1285,2018-12-14,2018-12-14
LIMHHE0286,219063.2858,190365.103,LI_LBV_001,1285,2018-12-14,9999-12-31
LIMHHE0315,223483.629,190309.2234,LI_THD_003,1289,2018-12-14,2018-12-14
LIMHHE0315,223483.629,190309.2234,LI_THD_003,1289,2018-12-14,9999-12-31
LIMHHE0315,223533.2287,190341.0523,LI_THD_003,1116,2018-12-14,2018-12-14
LIMHHE0315,223533.2287,190341.0523,LI_THD_003,1116,2018-12-14,2024-05-31
LIMHHE0322,224304.7652,190838.4721,LI_THD_002,1114,2018-12-14,2018-12-14
LIMHHE0322,224304.7652,190838.4721,LI_THD_002,1114,2018-12-14,2024-05-31
LIMHHE0322,224344.8124,190823.8479,LI_THD_002,1288,2018-12-14,2018-12-14
LIMHHE0322,224344.8124,190823.8479,LI_THD_002,1288,2018-12-14,9999-12-31
LIMHHE0330,224181.1979,190939.6027,LI_THD_004,1115,2018-12-14,2018-12-14
LIMHHE0330,224181.1979,190939.6027,LI_THD_004,1115,2018-12-14,2024-05-31
LIMHHE0330,224189.2858,190943.4838,LI_THD_004,1287,2018-12-14,2018-12-14
LIMHHE0330,224189.2858,190943.4838,LI_THD_004,1287,2018-12-14,9999-12-31
LIMHHE0375,218262.7999,198242.4648,LI_VZB_001,1356,2018-12-14,2018-12-14
LIMHHE0375,218262.7999,198242.4648,LI_VZB_001,1356,2018-12-14,9999-12-31
LIMHLN0068,201697.4865,186270.9255,LI_HAL_002,905,2018-12-14,2018-12-14
LIMHLN0068,201697.4865,186270.9255,LI_HAL_002,905,2018-12-14,9999-12-31
LIMHLN0163,200690.5333,185517.5494,LI_HAL_003,904,2018-12-14,2018-12-14
LIMHLN0163,200690.5333,185517.5494,LI_HAL_003,904,2018-12-14,9999-12-31
LIMHMA0271,228349.558,219520.7944,LI_ACH_002,881,2018-12-14,2018-12-14
LIMHMA0271,228349.558,219520.7944,LI_ACH_002,881,2018-12-14,9999-12-31
LIMHMA0273,228368.099,216403.2904,LI_WAR_001,1061,2018-12-14,2018-12-14
LIMHMA0273,228368.099,216403.2904,LI_WAR_001,1061,2018-12-14,9999-12-31
LIMHVL0092,213543.4266,187686.2822,LI_LBV_003,1126,2018-12-14,2018-12-14
LIMHVL0092,213543.4266,187686.2822,LI_LBV_003,1126,2018-12-14,9999-12-31
LIMKIN0100,245784.2497,206792.9474,LI_MOB_001,1064,2018-12-14,2018-12-14
LIMKIN0100,245784.2497,206792.9474,LI_MOB_001,1064,2018-12-14,9999-12-31
LIMKIN0192,244847.7683,203086.8816,LI_BAT_001,1065,2018-12-14,2018-12-14
LIMKIN0192,244847.7683,203086.8816,LI_BAT_001,1065,2018-12-14,9999-12-31
LIMKIN0231,252961.019,205092.7885,LI_KES_001,885,2018-12-14,2018-12-14
LIMKIN0231,252961.019,205092.7885,LI_KES_001,885,2018-12-14,9999-12-31
LIMKIN0235,251586.1901,206537.5049,LI_VBR_001,1066,2024-03-22,9999-12-31
LIMLNK0018,243189.1524,177611.3699,LI_MAA_002,1006,2018-12-14,2018-12-14
LIMLNK0018,243189.1524,177611.3699,LI_MAA_002,1006,2018-12-14,9999-12-31
LIMLNK0083,238784.8541,179870.2278,LI_ASB_001,1274,2018-12-14,2018-12-14
LIMLNK0083,238784.8541,179870.2278,LI_ASB_001,1274,2018-12-14,9999-12-31
LIMLNK0086,240088.6783,180956.3097,LI_SLU_001,1272,2018-12-14,2018-12-14
LIMLNK0086,240088.6783,180956.3097,LI_SLU_001,1272,2018-12-14,9999-12-31
LIMLNK0101,243248.5761,177841.8021,LI_MAA_003,895,2018-12-14,2018-12-14
LIMLNK0101,243248.5761,177841.8021,LI_MAA_003,895,2018-12-14,9999-12-31
LIMLNK0105,240347.4793,180912.9698,LI_JUF_001,1271,2018-12-14,2018-12-14
LIMLNK0105,240347.4793,180912.9698,LI_JUF_001,1271,2018-12-14,9999-12-31
LIMLNK0167,240330.2789,180375.6399,LI_ZPB_001,1273,2018-12-14,2018-12-14
LIMLNK0167,240330.2789,180375.6399,LI_ZPB_001,1273,2018-12-14,9999-12-31
LIMLNK0237,240985.1945,181431.81,LI°_ASP_001,1270,2018-12-14,2018-12-14
LIMLNK0237,240985.1945,181431.81,LI°_ASP_001,1270,2018-12-14,2021-06-21
LIMLNK0237,240985.1945,181431.81,LI_ASP_001,1270,2021-06-21,9999-12-31
LIMLNK0245,240792.8057,181131.7084,LI_ASP_002,896,2021-06-21,9999-12-31
LIMLOM0030,210705.1573,212424.144,LI_LOM_001,1314,2018-12-14,2018-12-14
LIMLOM0030,210705.1573,212424.144,LI_LOM_001,1314,2018-12-14,9999-12-31
LIMLOM0211,215240.4807,210132.907,LI_KAT_001,1346,2018-12-14,2018-12-14
LIMLOM0211,215240.4807,210132.907,LI_KAT_001,1346,2018-12-14,9999-12-31
LIMLOM0234,222588.2355,217098.4339,LI_HAG_004,877,2018-12-14,2018-12-14
LIMLOM0234,222588.2355,217098.4339,LI_HAG_004,877,2018-12-14,9999-12-31
LIMLOM0239,222966.3986,217474.8772,LI_HAG_002,879,2018-12-14,2018-12-14
LIMLOM0239,222966.3986,217474.8772,LI_HAG_002,879,2018-12-14,9999-12-31
LIMLOM0467,214218.2078,215946.9874,LI_SAH_001,1313,2018-12-14,2018-12-14
LIMLOM0467,214218.2078,215946.9874,LI_SAH_001,1313,2018-12-14,9999-12-31
LIMLOM0475,216645.0888,216729.0664,LI_VOS_001,1312,2018-12-14,2018-12-14
LIMLOM0475,216645.0888,216729.0664,LI_VOS_001,1312,2018-12-14,9999-12-31
LIMLUM0054,206383.9091,185240.4255,LI_VIJ_001,1308,2018-12-14,2018-12-14
LIMLUM0054,206383.9091,185240.4255,LI_VIJ_001,1308,2018-12-14,9999-12-31
LIMLUM0401,204482.5929,185817.2143,LI_GRD_001,1080,2018-12-14,2018-12-14
LIMLUM0401,204482.5929,185817.2143,LI_GRD_001,1080,2018-12-14,9999-12-31
LIMMGR0010,233148.7419,195085.9067,LI_OPH_002,1195,2018-12-14,2018-12-14
LIMMGR0010,233148.7419,195085.9067,LI_OPH_002,1195,2018-12-14,9999-12-31
LIMMGR0010,233238.1712,194985.894,LI_OPH_003,1196,2018-12-14,2018-12-14
LIMMGR0010,233238.1712,194985.894,LI_OPH_003,1196,2018-12-14,9999-12-31
LIMMGR0011,230563.8289,195555.9124,LI_DON_004,902,2018-12-14,2018-12-14
LIMMGR0011,230563.8289,195555.9124,LI_DON_004,902,2018-12-14,9999-12-31
LIMMGR0035,233012.2859,195217.4675,LI_OPH_001,1293,2018-12-14,2018-12-14
LIMMGR0035,233012.2859,195217.4675,LI_OPH_001,1293,2018-12-14,9999-12-31
LIMMGR0253,230369.0931,195246.6383,LI_DON_001,1292,2018-12-14,2018-12-14
LIMMGR0253,230369.0931,195246.6383,LI_DON_001,1292,2018-12-14,9999-12-31
LIMMGR0262,230028.3262,194452.4116,LI_DON_003,1290,2018-12-14,2018-12-14
LIMMGR0262,230028.3262,194452.4116,LI_DON_003,1290,2018-12-14,9999-12-31
LIMMGR0376,230201.384,194435.4821,LI_DON_002,1291,2018-12-14,2018-12-14
LIMMGR0376,230201.384,194435.4821,LI_DON_002,1291,2018-12-14,9999-12-31
LIMMSK0007,242761.552,196188.7742,LI_BER_001,1361,2018-12-14,2018-12-14
LIMMSK0007,242761.552,196188.7742,LI_BER_001,1361,2018-12-14,9999-12-31
LIMMSK0030,242940.3997,196582.6599,LI_BER_004,1068,2018-12-14,2018-12-14
LIMMSK0030,242940.3997,196582.6599,LI_BER_004,1068,2018-12-14,9999-12-31
LIMMSK0113,236997.1901,192673.6068,LI_BBV_002,894,2018-12-14,2018-12-14
LIMMSK0113,236997.1901,192673.6068,LI_BBV_002,894,2018-12-14,9999-12-31
LIMMSK0134,243087.3065,196088.935,LI_BER_003,890,2018-12-14,2018-12-14
LIMMSK0134,243087.3065,196088.935,LI_BER_003,890,2018-12-14,9999-12-31
LIMMSK0151,243286.4042,202514.4188,LI_DBR_001,888,2018-12-14,2018-12-14
LIMMSK0151,243286.4042,202514.4188,LI_DBR_001,888,2018-12-14,9999-12-31
LIMMSK0163,243734.1066,202424.5397,LI_DBR_003,889,2018-12-14,2018-12-14
LIMMSK0163,243734.1066,202424.5397,LI_DBR_003,889,2018-12-14,9999-12-31
LIMMSK0341,246202.2102,199016.3303,LI_SCH_001,1067,2018-12-14,2018-12-14
LIMMSK0341,246202.2102,199016.3303,LI_SCH_001,1067,2018-12-14,9999-12-31
LIMMSK0353,243101.5312,195509.4989,LI_BER_002,1069,2018-12-14,2018-12-14
LIMMSK0353,243101.5312,195509.4989,LI_BER_002,1069,2018-12-14,9999-12-31
LIMMSK0456,251550.3901,200404.3625,LI_HER_001,886,2018-12-14,2018-12-14
LIMMSK0456,251550.3901,200404.3625,LI_HER_001,886,2018-12-14,9999-12-31
LIMMSK0466,243199.7927,202308.8371,LI_DBR_002,887,2018-12-14,2018-12-14
LIMMSK0466,243199.7927,202308.8371,LI_DBR_002,887,2018-12-14,9999-12-31
LIMMSM0026,242220.7772,189161.6198,LI_EIM_001,1276,2018-12-14,2018-12-14
LIMMSM0026,242220.7772,189161.6198,LI_EIM_001,1276,2018-12-14,9999-12-31
LIMMSM0036,241047.8869,185436.4738,LI_VOB_001,1275,2018-12-14,2018-12-14
LIMMSM0036,241047.8869,185436.4738,LI_VOB_001,1275,2018-12-14,9999-12-31
LIMMSM0167,241097.3497,185272.4141,LI_VOB_002,897,2018-12-14,2018-12-14
LIMMSM0167,241097.3497,185272.4141,LI_VOB_002,897,2018-12-14,9999-12-31
LIMMSM0197,237155.1412,185963.4454,LI_MEC_001,1071,2018-12-14,2018-12-14
LIMMSM0197,237155.1412,185963.4454,LI_MEC_001,1071,2018-12-14,9999-12-31
LIMMSM0198,237185.3038,185799.9326,LI_MEC_002,1070,2018-12-14,2018-12-14
LIMMSM0198,237185.3038,185799.9326,LI_MEC_002,1070,2018-12-14,9999-12-31
LIMNEE0011,223306.7196,217502.6387,LI_HAG_001,880,2018-12-14,2018-12-14
LIMNEE0011,223306.7196,217502.6387,LI_HAG_001,880,2018-12-14,9999-12-31
LIMNEE0213,223143.1539,217277.5241,LI_HAG_003,878,2018-12-14,2018-12-14
LIMNEE0213,223143.1539,217277.5241,LI_HAG_003,878,2018-12-14,9999-12-31
LIMNEE0254,228129.3342,210214.4275,LI_KOL_001,882,2018-12-14,2018-12-14
LIMNEE0254,228129.3342,210214.4275,LI_KOL_001,882,2018-12-14,9999-12-31
LIMOPG0009,232369.4285,193828.7883,LI_OPH_006,900,2018-12-14,2018-12-14
LIMOPG0009,232369.4285,193828.7883,LI_OPH_006,900,2018-12-14,9999-12-31
LIMOPG0016,232614.4861,194567.0302,LI_OPH_004,901,2018-12-14,2018-12-14
LIMOPG0016,232614.4861,194567.0302,LI_OPH_004,901,2018-12-14,9999-12-31
LIMOPG0020,231848.9921,193868.0526,LI_OPH_005,899,2018-12-14,2018-12-14
LIMOPG0020,231848.9921,193868.0526,LI_OPH_005,899,2018-12-14,9999-12-31
LIMOPG0122,236557.2224,192255.3438,LI_BBV_001,893,2018-12-14,2018-12-14
LIMOPG0122,236557.2224,192255.3438,LI_BBV_001,893,2018-12-14,9999-12-31
LIMOVP0094,218793.9712,208559.7207,LI_PIJ_001,1345,2018-12-14,2018-12-14
LIMOVP0094,218793.9712,208559.7207,LI_PIJ_001,1345,2018-12-14,9999-12-31
LIMOVP0232,224666.6212,207638.7508,LI_DOM_001,884,2018-12-14,2018-12-14
LIMOVP0232,224666.6212,207638.7508,LI_DOM_001,884,2018-12-14,9999-12-31
LIMTES0026,196032.5289,193529.2234,LI_ABH_011,1326,2018-12-14,2018-12-14
LIMTES0026,196032.5289,193529.2234,LI_ABH_011,1326,2018-12-14,9999-12-31
LIMTES0127,194985.8252,192950.958,LI_ABH_002,910,2018-12-14,2018-12-14
LIMTES0127,194985.8252,192950.958,LI_ABH_002,910,2018-12-14,9999-12-31
LIMTON0188,228667.3835,163548.3813,LI_DKV_001,1077,2018-12-14,2018-12-14
LIMTON0188,228667.3835,163548.3813,LI_DKV_001,1077,2018-12-14,9999-12-31
LIMTON0189,228701.7,163526.0768,LI_DKV_002,1078,2018-12-14,2018-12-14
LIMTON0189,228701.7,163526.0768,LI_DKV_002,1078,2018-12-14,9999-12-31
LIMWEL0154,217899.2831,170241.9862,LI_BRB_001,1005,2018-12-14,2018-12-14
LIMWEL0154,217899.2831,170241.9862,LI_BRB_001,1005,2018-12-14,9999-12-31
LIMZNH0012,216562.1962,186274.0614,LI_MLV_008,1141,2018-12-14,2018-12-14
LIMZNH0012,216562.1962,186274.0614,LI_MLV_008,1141,2018-12-14,9999-12-31
LIMZNH0036,217522.3711,186440.2597,LI_MLV_021,1148,2018-12-14,2018-12-14
LIMZNH0036,217522.3711,186440.2597,LI_MLV_021,1148,2018-12-14,9999-12-31
LIMZNH0065,216922.2949,186184.632,LI_MLV_020,1142,2018-12-14,2018-12-14
LIMZNH0065,216922.2949,186184.632,LI_MLV_020,1142,2018-12-14,9999-12-31
LIMZNH0127,216869.8014,185860.3051,LI_MLV_018,1144,2018-12-14,2018-12-14
LIMZNH0127,216869.8014,185860.3051,LI_MLV_018,1144,2018-12-14,9999-12-31
LIMZNH0138,218474.7279,185491.717,LI_MLV_007,1305,2018-12-14,2018-12-14
LIMZNH0138,218474.7279,185491.717,LI_MLV_007,1305,2018-12-14,9999-12-31
LIMZNH0206,217606.0854,186503.2307,LI_MLV_022,1147,2018-12-14,2018-12-14
LIMZNH0206,217606.0854,186503.2307,LI_MLV_022,1147,2018-12-14,9999-12-31
LIMZNH0225,217921.4164,184584.1775,LI_MLV_014,1149,2018-12-14,2018-12-14
LIMZNH0225,217921.4164,184584.1775,LI_MLV_014,1149,2018-12-14,9999-12-31
LIMZNH0231,221581.8813,186296.82,LI_SBB_004,1125,2018-12-14,2018-12-14
LIMZNH0231,221581.8813,186296.82,LI_SBB_004,1125,2018-12-14,9999-12-31
LIMZNH0238,217752.4532,185736.89,LI_MLV_015,1145,2018-12-14,2018-12-14
LIMZNH0238,217752.4532,185736.89,LI_MLV_015,1145,2018-12-14,9999-12-31
LIMZNH0304,218131.9987,186099.6345,LI_MLV_023,1146,2018-12-14,2018-12-14
LIMZNH0304,218131.9987,186099.6345,LI_MLV_023,1146,2018-12-14,9999-12-31
LIMZNH0318,223425.9029,188509.5922,LI_TEU_004,1118,2018-12-14,2018-12-14
LIMZNH0318,223425.9029,188509.5922,LI_TEU_004,1118,2018-12-14,2024-05-31
LIMZNH0318,223454.8694,188526.3771,LI_TEU_004,1279,2018-12-14,2018-12-14
LIMZNH0318,223454.8694,188526.3771,LI_TEU_004,1279,2018-12-14,2024-05-31
LIMZNH0318,223466.1024,188501.4671,LIMZNH0318,4029,2024-05-31,9999-12-31
