polygon_legacyid,x,y,annotation,ranknr,active_in_db_from,active_in_db_till
LIMZNH0507,222211.4586,186773.9176,LI_SBB_003,1123,2018-12-14,2018-12-14
LIMZNH0507,222211.4586,186773.9176,LI_SBB_003,1123,2018-12-14,9999-12-31
LIMZNH0508,222373.2516,186695.7331,LI_SBB_002,1124,2018-12-14,2018-12-14
LIMZNH0508,222373.2516,186695.7331,LI_SBB_002,1124,2018-12-14,9999-12-31
LIMZNH0509,222968.7637,187536.7129,LI_SBB_005,1122,2018-12-14,2018-12-14
LIMZNH0509,222968.7637,187536.7129,LI_SBB_005,1122,2018-12-14,9999-12-31
LIMZNH0539,216501.3419,186347.3511,LI_MLV_001,1140,2018-12-14,2018-12-14
LIMZNH0539,216501.3419,186347.3511,LI_MLV_001,1140,2018-12-14,9999-12-31
LIMZNH0563,224717.5962,188676.9704,LI_TEU_006,1282,2018-12-14,2018-12-14
LIMZNH0563,224717.5962,188676.9704,LI_TEU_006,1282,2018-12-14,9999-12-31
LIMZNH0563,224761.8913,188673.4201,LIMZNH0563,4033,2024-05-31,9999-12-31
LIMZNH0619,222486.887,189324.2354,LI_TEU_008,4028,2024-09-02,9999-12-31
LIMZUT0080,232076.1497,178523.5104,LI_ZUT_001,1074,2018-12-14,2018-12-14
LIMZUT0080,232076.1497,178523.5104,LI_ZUT_001,1074,2018-12-14,9999-12-31
OV_BLA_001,101978.0203,192892.581,NA,1207,2018-11-09,2018-11-12
OV_DAM_001,112363.7246,194172.9803,NA,1012,2018-11-09,2018-11-12
OV_DON_001,122274.8338,191612.4449,NA,1332,2018-11-09,2018-11-12
OV_DON_002,122460.9635,192991.0654,NA,1000,2018-11-09,2018-11-12
OV_DON_003,123753.9584,190798.5648,NA,999,2018-11-09,2018-11-12
OV_FON_001,124949.3828,207417.7597,NA,1210,2018-11-09,2018-11-12
OV_FON_001,124956.8599,207415.8032,NA,994,2018-11-09,2018-11-12
OV_FON_002,124827.3196,207065.5736,NA,995,2018-11-09,2018-11-12
OV_FON_002,124833.8524,207086.8345,NA,1209,2018-11-09,2018-11-12
OV_HEI_001,120003.5589,189464.4827,NA,998,2018-11-09,2018-11-12
OV_KRA_001,87786.7942,196490.6026,NA,1013,2018-11-09,2018-11-12
OV_KRA_001,87790.4285,196359.6103,NA,1212,2018-11-09,2018-11-12
OV_KRA_002,87739.5535,196618.225,NA,1211,2018-11-12,2018-11-12
OV_KRA_002,87800.5525,196521.2943,NA,1014,2018-11-09,2018-11-12
OV_KRA_002,NA,NA,NA,1213,2018-11-09,2018-11-12
OV_LIN_001,122454.9284,205645.585,NA,996,2018-11-09,2018-11-12
OV_LIO_001,138975.6638,215092.986,NA,991,2018-11-09,2018-11-12
OV_MOL_001,125664.7275,199427.4674,NA,997,2018-11-09,2018-11-12
OV_MOL_002,125650.8403,199335.877,NA,1333,2018-11-09,2018-11-12
OV_PAP_001,92336.446,182444.0438,NA,1011,2018-11-09,2018-11-12
OV_STB_001,129192.0537,214922.34,NA,993,2018-11-09,2018-11-12
OV_STB_002,129128.3552,214835.7021,NA,992,2018-11-09,2018-11-12
OV_TUM_001,119142.2955,205926.0316,NA,1208,2018-11-09,2018-11-12
OV_VOS_001,92676.163,187733.9459,NA,1206,2018-11-09,2018-11-12
OV_WEL_001,128966.5836,176724.1695,NA,1009,2018-11-09,2018-11-12
OV_WEL_002,129016.5502,176674.9988,NA,1008,2018-11-09,2018-11-12
OVLALT0332,87739.5535,196618.225,OV_KRA_002,1211,2018-12-14,2018-12-14
OVLALT0332,87739.5535,196618.225,OV_KRA_002,1211,2018-12-14,2024-05-31
OVLALT0332,87800.5525,196521.2943,OV_KRA_002,1014,2018-12-14,2018-12-14
OVLALT0332,87800.5525,196521.2943,OV_KRA_002,1014,2018-12-14,9999-12-31
OVLALT0344,87786.7942,196490.6026,OV_KRA_001,1013,2018-12-14,2018-12-14
OVLALT0344,87786.7942,196490.6026,OV_KRA_001,1013,2018-12-14,2024-05-31
OVLALT0344,87790.4285,196359.6103,OV_KRA_001,1212,2018-12-14,2018-12-14
OVLALT0344,87790.4285,196359.6103,OV_KRA_001,1212,2018-12-14,9999-12-31
OVLBLE0018,122274.8338,191612.4449,OV_DON_001,1332,2018-12-14,2018-12-14
OVLBLE0018,122274.8338,191612.4449,OV_DON_001,1332,2018-12-14,9999-12-31
OVLBLE0139,120003.5589,189464.4827,OV_HEI_001,998,2018-12-14,2018-12-14
OVLBLE0139,120003.5589,189464.4827,OV_HEI_001,998,2018-12-14,9999-12-31
OVLBLE0193,123753.9584,190798.5648,OV_DON_003,999,2018-12-14,2018-12-14
OVLBLE0193,123753.9584,190798.5648,OV_DON_003,999,2018-12-14,9999-12-31
OVLBLE0248,122460.9635,192991.0654,OV_DON_002,1000,2018-12-14,2018-12-14
OVLBLE0248,122460.9635,192991.0654,OV_DON_002,1000,2018-12-14,9999-12-31
OVLBVN0002,138686.0624,219424.3255,OVLBVN0002,6362,2025-10-13,9999-12-31
OVLBVN0053,138351.867,218226.3965,OVLBVN0053,3425,2024-03-22,9999-12-31
OVLBVN0180,141967.5755,215147.384,OVLBVN0180,3440,2024-03-22,9999-12-31
OVLBVN0184,142049.3319,215066.0244,OVLBVN0184,3442,2024-03-22,9999-12-31
OVLBVN0197,142003.6912,215109.2839,OVLBVN0197,3441,2024-03-22,9999-12-31
OVLBVN0213,141400.2813,215335.1724,OVLBVN0213,3438,2024-03-22,9999-12-31
OVLBVN0217,141935.4286,215099.7589,OVLBVN0217,3443,2024-03-22,9999-12-31
OVLBVN0228,141163.2141,215330.939,OVLBVN0228,3437,2024-03-22,9999-12-31
OVLBVN0275,139506.6703,220085.4972,OVLBVN0275,6364,2025-10-13,9999-12-31
OVLBVN0301,140886.7637,215160.2004,OVLBVN0301,3431,2024-03-22,9999-12-31
OVLBVN0302,140755.6624,215093.9089,OVLBVN0302,3430,2024-03-22,9999-12-31
OVLBVN0304,140831.5847,215315.8419,OVLBVN0304,3432,2024-03-22,9999-12-31
OVLBVN0305,140430.0699,215096.7091,OVLBVN0305,3429,2024-03-22,9999-12-31
OVLBVN0445,138382.1617,220055.3749,OVLBVN0445,6363,2025-10-13,9999-12-31
OVLBVN0446,138461.2556,219727.8489,OVLBVN0446,5962,2025-10-13,9999-12-31
OVLBVN0466,138975.6638,215092.986,OV_LIO_001,991,2018-12-14,2018-12-14
OVLBVN0466,138975.6638,215092.986,OV_LIO_001,991,2018-12-14,9999-12-31
OVLBVN0467,139133.3926,215102.2195,OV_LIO_002,2300,2018-12-14,2018-12-14
OVLBVN0467,139133.3926,215102.2195,OV_LIO_002,2300,2018-12-14,9999-12-31
OVLBVN0468,139257.152,215969.6445,OVLBVN0468,3435,2024-03-22,9999-12-31
OVLBVN0469,139260.8562,215926.2527,OVLBVN0469,3436,2024-03-22,9999-12-31
OVLBVN0470,139272.4978,215807.19,OVLBVN0470,3433,2024-03-22,9999-12-31
OVLBVN0471,139159.256,215924.136,OVLBVN0471,3434,2024-03-22,9999-12-31
OVLBVN0679,138889.5186,219392.5203,OVLBVN0679,5961,2025-10-13,9999-12-31
OVLBVN0705,141349.1372,215307.3514,OV_TOLYPELLA_004,3439,2024-03-22,9999-12-31
OVLBVN0717,139988.6911,215276.9966,OV_TOLYPELLA_002,3428,2024-03-22,9999-12-31
OVLDEI0194,92676.163,187733.9459,OV_VOS_001,1206,2018-12-14,2018-12-14
OVLDEI0194,92676.163,187733.9459,OV_VOS_001,1206,2018-12-14,9999-12-31
OVLDNL0080,129016.5502,176674.9988,OV_WEL_002,1008,2024-03-22,9999-12-31
OVLDSB0184,112363.7246,194172.9803,OV_DAM_001,1012,2018-12-14,2018-12-14
OVLDSB0184,112363.7246,194172.9803,OV_DAM_001,1012,2018-12-14,9999-12-31
OVLGNT0817,101978.0203,192892.581,OV_BLA_001,1207,2018-12-14,2018-12-14
OVLGNT0817,101978.0203,192892.581,OV_BLA_001,1207,2018-12-14,9999-12-31
OVLLOK0063,122454.9284,205645.585,OV_LIN_001,996,2018-12-14,2018-12-14
OVLLOK0063,122454.9284,205645.585,OV_LIN_001,996,2018-12-14,9999-12-31
OVLLOK0348,125664.7275,199427.4674,OV_MOL_001,997,2018-12-14,2018-12-14
OVLLOK0348,125664.7275,199427.4674,OV_MOL_001,997,2018-12-14,9999-12-31
OVLLOK0354,125650.8403,199335.877,OV_MOL_002,1333,2024-03-22,9999-12-31
OVLMOE0016,119142.2955,205926.0316,OV_TUM_001,1208,2018-12-14,2018-12-14
OVLMOE0016,119142.2955,205926.0316,OV_TUM_001,1208,2018-12-14,9999-12-31
OVLNAZ0048,92336.446,182444.0438,OV_PAP_001,1011,2018-12-14,2018-12-14
OVLNAZ0048,92336.446,182444.0438,OV_PAP_001,1011,2018-12-14,9999-12-31
OVLSGW0068,130874.2104,209141.0867,OV_SPA_001,3455,2024-03-22,9999-12-31
OVLSIN0011,124949.3828,207417.7597,OV_FON_001,1210,2018-12-14,2018-12-14
OVLSIN0011,124949.3828,207417.7597,OV_FON_001,1210,2018-12-14,2024-05-31
OVLSIN0011,124956.8599,207415.8032,OV_FON_001,994,2018-12-14,2018-12-14
OVLSIN0011,124956.8599,207415.8032,OV_FON_001,994,2018-12-14,9999-12-31
OVLSIN0269,124827.3196,207065.5736,OV_FON_002,995,2018-12-14,2018-12-14
OVLSIN0269,124827.3196,207065.5736,OV_FON_002,995,2018-12-14,9999-12-31
OVLSIN0269,124833.8524,207086.8345,OV_FON_002,1209,2018-12-14,2018-12-14
OVLSIN0269,124833.8524,207086.8345,OV_FON_002,1209,2018-12-14,2024-05-31
OVLSTK0268,129192.0537,214922.34,OV_STB_001,993,2018-12-14,2018-12-14
OVLSTK0268,129192.0537,214922.34,OV_STB_001,993,2018-12-14,9999-12-31
OVLSTK0295,129128.3552,214835.7021,OV_STB_002,992,2018-12-14,2018-12-14
OVLSTK0295,129128.3552,214835.7021,OV_STB_002,992,2018-12-14,9999-12-31
OVLSTL0322,94125.9922,219380.5946,OVLSTL0322,3445,2024-03-22,9999-12-31
RAVR001X,194951.6973,228809.1516,NA,4297,2025-02-05,2025-02-05
RAVR001X,194951.6973,228809.1516,RAVR001X,4297,2025-02-05,9999-12-31
RAVR002X,194146.443,228387.0429,NA,4300,2025-02-05,2025-02-05
RAVR002X,194146.443,228387.0429,RAVR002X,4300,2025-02-05,9999-12-31
RAVR003X,197183.2067,229020.7236,NA,4302,2025-02-05,2025-02-05
RAVR003X,197183.2067,229020.7236,RAVR003X,4302,2025-02-05,9999-12-31
RAVR004X,197707.4062,229242.317,NA,4303,2025-02-05,2025-02-05
RAVR004X,197707.4062,229242.317,RAVR004X,4303,2025-02-05,9999-12-31
RAVR005X,198558.9571,231065.9479,NA,4304,2025-02-05,2025-02-05
RAVR005X,198558.9571,231065.9479,RAVR005X,4304,2025-02-05,9999-12-31
RAVR006X,198476.4207,231727.5127,NA,4305,2025-02-05,2025-02-05
RAVR006X,198476.4207,231727.5127,RAVR006X,4305,2025-02-05,9999-12-31
RAVR007X,198872.2322,231746.5316,NA,4306,2025-02-05,2025-02-05
RAVR007X,198872.2322,231746.5316,RAVR007X,4306,2025-02-05,9999-12-31
RAVR008X,198867.3125,232497.3999,NA,4310,2025-02-05,2025-02-05
RAVR008X,198867.3125,232497.3999,RAVR008X,4310,2025-02-05,9999-12-31
TVGR200X,189774.2592,227934.2714,NA,4295,2025-02-05,2025-02-05
TVGR200X,189774.2592,227934.2714,TVGR200X,4295,2025-02-05,9999-12-31
TVGR201X,191911.0106,228143.4473,NA,4296,2025-02-05,2025-02-05
TVGR201X,191911.0106,228143.4473,TVGR201X,4296,2025-02-05,9999-12-31
TVGR202X,188794.1888,227233.0259,NA,4298,2025-02-05,2025-02-05
TVGR202X,188794.1888,227233.0259,TVGR202X,4298,2025-02-05,9999-12-31
TVGR203X,187855.6564,230485.2999,NA,4311,2025-02-05,2025-02-05
TVGR203X,187855.6564,230485.2999,TVGR203X,4311,2025-02-05,9999-12-31
TVGR204X,187617.4129,229264.9943,NA,4312,2025-02-05,2025-02-05
TVGR204X,187617.4129,229264.9943,TVGR204X,4312,2025-02-05,9999-12-31
TVGR205X,188078.3067,228468.5826,NA,4313,2025-02-05,2025-02-05
TVGR205X,188078.3067,228468.5826,TVGR205X,4313,2025-02-05,9999-12-31
TVGR206X,189714.9513,231607.1375,NA,4314,2025-02-05,2025-02-05
TVGR206X,189714.9513,231607.1375,TVGR206X,4314,2025-02-05,9999-12-31
TVGR207X,193470.5024,227613.2774,NA,4315,2025-02-05,2025-02-05
TVGR207X,193470.5024,227613.2774,TVGR207X,4315,2025-02-05,9999-12-31
TVGR208X,192682.3341,227373.8754,NA,4316,2025-02-05,2025-02-05
TVGR208X,192682.3341,227373.8754,TVGR208X,4316,2025-02-05,9999-12-31
TVGR209X,190284.2791,229394.6487,NA,4325,2025-02-05,2025-02-05
TVGR209X,190284.2791,229394.6487,TVGR209X,4325,2025-02-05,9999-12-31
TVGR210X,190305.9084,228850.4849,NA,4326,2025-02-05,2025-02-05
TVGR210X,190305.9084,228850.4849,TVGR210X,4326,2025-02-05,9999-12-31
TVGR211X,189722.3703,228706.4755,NA,4327,2025-02-05,2025-02-05
TVGR211X,189722.3703,228706.4755,TVGR211X,4327,2025-02-05,9999-12-31
TVGR212X,189531.9768,229084.286,NA,4328,2025-02-05,2025-02-05
TVGR212X,189531.9768,229084.286,TVGR212X,4328,2025-02-05,9999-12-31
TVGR213X,189515.7202,229048.318,NA,4339,2025-02-05,2025-02-05
TVGR213X,189515.7202,229048.318,TVGR213X,4339,2025-02-05,9999-12-31
TVGR214X,188471.3173,227753.1421,NA,4330,2025-02-05,2025-02-05
TVGR214X,188471.3173,227753.1421,TVGR214X,4330,2025-02-05,9999-12-31
TVGR215X,188499.0986,229942.5736,NA,4331,2025-02-05,2025-02-05
TVGR215X,188499.0986,229942.5736,TVGR215X,4331,2025-02-05,9999-12-31
TVGR216X,188939.9,229161.9482,NA,4332,2025-02-05,2025-02-05
TVGR216X,188939.9,229161.9482,TVGR216X,4332,2025-02-05,9999-12-31
TVGR217X,188851.8934,228208.1229,NA,4333,2025-02-05,2025-02-05
TVGR217X,188851.8934,228208.1229,TVGR217X,4333,2025-02-05,9999-12-31
TVGR218X,189503.7723,229078.6591,NA,4334,2025-02-05,2025-02-05
TVGR218X,189503.7723,229078.6591,TVGR218X,4334,2025-02-05,9999-12-31
TVGR219X,189532.8701,229036.973,NA,4335,2025-02-05,2025-02-05
TVGR219X,189532.8701,229036.973,TVGR219X,4335,2025-02-05,9999-12-31
TVGR220X,189268.5244,229110.0246,NA,4336,2025-02-05,2025-02-05
TVGR220X,189268.5244,229110.0246,TVGR220X,4336,2025-02-05,9999-12-31
TVGR221X,189037.2106,229167.9635,NA,4337,2025-02-05,2025-02-05
TVGR221X,189037.2106,229167.9635,TVGR221X,4337,2025-02-05,9999-12-31
TVGR222X,189547.9335,228997.9163,NA,4338,2025-02-05,2025-02-05
TVGR222X,189547.9335,228997.9163,TVGR222X,4338,2025-02-05,9999-12-31
TVGR223X,189518.8164,229047.5155,NA,4329,2025-02-05,2025-02-05
TVGR223X,189518.8164,229047.5155,TVGR223X,4329,2025-02-05,9999-12-31
TVGR224X,190287.4055,228937.1134,NA,4340,2025-02-05,2025-02-05
TVGR224X,190287.4055,228937.1134,TVGR224X,4340,2025-02-05,9999-12-31
TVGR225X,190272.1919,229287.8855,NA,4341,2025-02-05,2025-02-05
TVGR225X,190272.1919,229287.8855,TVGR225X,4341,2025-02-05,9999-12-31
TVGR226X,190463.2215,229330.2189,NA,4342,2025-02-05,2025-02-05
TVGR226X,190463.2215,229330.2189,TVGR226X,4342,2025-02-05,9999-12-31
TVGR227X,189335.4989,229230.1401,NA,4343,2025-02-05,2025-02-05
TVGR227X,189335.4989,229230.1401,TVGR227X,4343,2025-02-05,9999-12-31
VB_ABH_009,193264.5087,191265.7572,NA,908,2018-11-09,2018-11-12
VB_ASD_001,197135.9671,189862.2668,NA,1327,2018-11-09,2018-11-12
VB_BOO_001,164451.9978,187245.6266,NA,929,2018-11-09,2018-11-12
VB_DIJ_001,170327.0947,169938.7995,NA,1002,2018-11-09,2018-11-12
VB_KBL_001,177105.5694,180428.4789,NA,927,2018-11-09,2018-11-12
VB_KBL_002,176976.1614,180280.982,NA,926,2018-11-09,2018-11-12
VB_KOR_001,162843.9308,174953.8673,NA,928,2018-11-09,2018-11-12
VB_LAB_001,161334.1598,180868.2953,NA,1201,2018-11-12,2018-11-12
VB_TOR_001,162817.9666,179933.4814,NA,1003,2018-11-09,2018-11-12
VB_TOR_003,162258.9638,179646.167,NA,1200,2018-11-12,2018-11-12
VB_VDB_001,202022.3228,191033.1704,NA,906,2018-11-09,2018-11-12
VB_VDB_002,202488.1888,192297.7446,NA,907,2018-11-09,2018-11-12
VB_VIE_001,192672.3825,189782.3673,NA,1351,2018-11-12,2018-11-12
VB_VIE_002,192662.181,189575.9441,NA,1352,2018-11-12,2018-11-12
VB_VIE_003,192564.8044,189888.9485,NA,1202,2018-11-12,2018-11-12
VB_VIE_004,192711.1563,189772.2933,NA,1081,2018-11-09,2018-11-12
VB_VIE_005,192703.1129,189693.6457,NA,1084,2018-11-09,2018-11-12
VB_VIE_006,192670.4897,189628.8624,NA,1082,2018-11-09,2018-11-12
VB_VIE_007,192674.5114,189663.47,NA,1083,2018-11-09,2018-11-12
VB_VIE_008,192565.5986,189816.9442,NA,1203,2018-11-12,2018-11-12
VB_VIN_001,203001.3596,170001.8499,NA,1004,2018-11-09,2018-11-12
VB_VIN_002,203638.4708,169926.9205,NA,1269,2018-11-09,2018-11-12
VB_VOR_002,179795.3951,184791.6606,NA,925,2018-11-09,2018-11-12
VB_VOR_003,179804.5232,184804.0299,NA,924,2018-11-09,2018-11-12
VB_VOR_004,179530.637,184774.4891,NA,922,2018-11-09,2018-11-12
VB_VOR_005,179813.572,184647.1449,NA,923,2018-11-09,2018-11-12
VBRARS0043,179795.3951,184791.6606,VB_VOR_002,925,2018-12-14,2018-12-14
VBRARS0043,179795.3951,184791.6606,VB_VOR_002,925,2018-12-14,9999-12-31
VBRARS0052,179813.572,184647.1449,VB_VOR_005,923,2018-12-14,2018-12-14
VBRARS0052,179813.572,184647.1449,VB_VOR_005,923,2018-12-14,9999-12-31
VBRARS0364,179804.5232,184804.0299,VB_VOR_003,924,2018-12-14,2018-12-14
VBRARS0364,179804.5232,184804.0299,VB_VOR_003,924,2018-12-14,9999-12-31
VBRARS0370,179530.637,184774.4891,VB_VOR_004,922,2018-12-14,2018-12-14
VBRARS0370,179530.637,184774.4891,VB_VOR_004,922,2018-12-14,9999-12-31
VBRDIE0220,202488.1888,192297.7446,VB_VDB_002,907,2018-12-14,2018-12-14
VBRDIE0220,202488.1888,192297.7446,VB_VDB_002,907,2018-12-14,9999-12-31
VBRDIE0330,202022.3228,191033.1704,VB_VDB_001,906,2018-12-14,2018-12-14
VBRDIE0330,202022.3228,191033.1704,VB_VDB_001,906,2018-12-14,9999-12-31
VBRDIE0443,197135.9671,189862.2668,VB_ASD_001,1327,2018-12-14,2018-12-14
VBRDIE0443,197135.9671,189862.2668,VB_ASD_001,1327,2018-12-14,9999-12-31
VBRHOL0040,176976.1614,180280.982,VB_KBL_002,926,2018-12-14,2018-12-14
VBRHOL0040,176976.1614,180280.982,VB_KBL_002,926,2018-12-14,9999-12-31
VBRHOL0202,177105.5694,180428.4789,VB_KBL_001,927,2018-12-14,2018-12-14
VBRHOL0202,177105.5694,180428.4789,VB_KBL_001,927,2018-12-14,9999-12-31
VBRKAM0021,162258.9638,179646.167,VB_TOR_003,1200,2018-12-14,2018-12-14
VBRKAM0021,162258.9638,179646.167,VB_TOR_003,1200,2018-12-14,9999-12-31
VBRKAM0057,162817.9666,179933.4814,VB_TOR_001,1003,2018-12-14,2018-12-14
VBRKAM0057,162817.9666,179933.4814,VB_TOR_001,1003,2018-12-14,9999-12-31
VBRKAM0120,161334.1598,180868.2953,VB_LAB_001,1201,2018-12-14,2018-12-14
VBRKAM0120,161334.1598,180868.2953,VB_LAB_001,1201,2018-12-14,9999-12-31
VBRKRB0004,162843.9308,174953.8673,VB_KOR_001,928,2018-12-14,2018-12-14
VBRKRB0004,162843.9308,174953.8673,VB_KOR_001,928,2018-12-14,9999-12-31
VBROHV0050,170327.0947,169938.7995,VB_DIJ_001,1002,2018-12-14,2018-12-14
VBROHV0050,170327.0947,169938.7995,VB_DIJ_001,1002,2018-12-14,9999-12-31
VBRSZI0213,192703.1129,189693.6457,VB_VIE_005,1084,2018-12-14,2018-12-14
VBRSZI0213,192703.1129,189693.6457,VB_VIE_005,1084,2018-12-14,9999-12-31
VBRSZI0235,192672.3825,189782.3673,VB_VIE_001,1351,2018-12-14,2018-12-14
VBRSZI0235,192672.3825,189782.3673,VB_VIE_001,1351,2018-12-14,9999-12-31
VBRSZI0243,192674.5114,189663.47,VB_VIE_007,1083,2018-12-14,2018-12-14
VBRSZI0243,192674.5114,189663.47,VB_VIE_007,1083,2018-12-14,9999-12-31
VBRSZI0277,192662.181,189575.9441,VB_VIE_002,1352,2018-12-14,2018-12-14
VBRSZI0277,192662.181,189575.9441,VB_VIE_002,1352,2018-12-14,9999-12-31
VBRSZI0297,192711.1563,189772.2933,VB_VIE_004,1081,2018-12-14,2018-12-14
VBRSZI0297,192711.1563,189772.2933,VB_VIE_004,1081,2018-12-14,9999-12-31
VBRSZI0315,192670.4897,189628.8624,VB_VIE_006,1082,2018-12-14,2018-12-14
VBRSZI0315,192670.4897,189628.8624,VB_VIE_006,1082,2018-12-14,9999-12-31
VBRSZI0333,193264.5087,191265.7572,VB_ABH_009,908,2018-12-14,2018-12-14
VBRSZI0333,193264.5087,191265.7572,VB_ABH_009,908,2018-12-14,9999-12-31
VBRSZI0401,192564.8044,189888.9485,VB_VIE_003,1202,2018-12-14,2018-12-14
VBRSZI0401,192564.8044,189888.9485,VB_VIE_003,1202,2018-12-14,9999-12-31
VBRSZI0435,192565.5986,189816.9442,VB_VIE_008,1203,2018-12-14,2018-12-14
VBRSZI0435,192565.5986,189816.9442,VB_VIE_008,1203,2018-12-14,9999-12-31
VBRZOU0028,203001.3596,170001.8499,VB_VIN_001,1004,2018-12-14,2018-12-14
VBRZOU0028,203001.3596,170001.8499,VB_VIN_001,1004,2018-12-14,9999-12-31
VBRZOU0046,203638.4708,169926.9205,VB_VIN_002,1269,2018-12-14,2018-12-14
VBRZOU0046,203638.4708,169926.9205,VB_VIN_002,1269,2018-12-14,9999-12-31
WAHS321,139025.6837,219753.5532,WAHS321,4344,2025-10-16,9999-12-31
WV_ASS_001,72647.8523,210504.752,NA,1197,2018-11-12,2018-11-12
WV_BBV_001,74791.5964,200228.9133,NA,1020,2018-11-09,2018-11-12
WV_BBV_002,74577.548,200454.1535,NA,1019,2018-11-09,2018-11-12
WV_BBV_003,74260.603,200465.356,NA,1018,2018-11-09,2018-11-12
WV_BDH_002,58695.2516,220383.854,NA,1055,2018-11-09,2018-11-12
WV_BDH_006,57568.336,219955.2811,NA,1054,2018-11-09,2018-11-12
WV_BDH_008,59443.4419,221440.729,NA,1056,2018-11-09,2018-11-12
WV_BLA_001,44615.9706,186972.3539,NA,1030,2018-11-09,2018-11-12
WV_BLA_002,44311.6991,187081.3889,NA,1031,2018-11-09,2018-11-12
WV_BRE_010,53287.7925,217363.8409,NA,1053,2018-11-09,2018-11-12
WV_BUL_001,75697.3463,200419.927,NA,1017,2018-11-09,2018-11-12
WV_BUL_001,75699.3186,200430.9896,NA,1218,2018-11-09,2018-11-12
WV_BUL_002,75705.6809,200526.4242,NA,1217,2018-11-09,2018-11-12
WV_CAB_010,25581.5398,196978.0761,NA,1233,2018-11-09,2018-11-12
WV_CAB_023,23891.39,196079.0683,NA,1231,2018-11-09,2018-11-12
WV_CAB_031,24276.9603,196027.3431,NA,1232,2018-11-09,2018-11-12
WV_DAM_001,73747.5932,216354.6747,NA,1220,2018-11-09,2018-11-12
WV_DHE_002,53854.8023,216280.4196,NA,1049,2018-11-09,2018-11-12
WV_DHE_005,54256.6986,216339.6632,NA,1052,2018-11-09,2018-11-12
WV_DHE_020,54198.3049,216181.1246,NA,1050,2018-11-09,2018-11-12
WV_DHE_PUNT28,54251.1952,216148.3691,NA,1051,2018-11-09,2018-11-12
WV_DIE_001,80606.0215,227183.0284,NA,1262,2018-11-09,2018-11-12
WV_DIE_001_gracht,80467.3109,227260.602,NA,1264,2018-11-09,2018-11-12
WV_DIE_001_zuid,80411.5523,226952.179,NA,1263,2018-11-09,2018-11-12
WV_DUD_001,69539.047,220355.07,NA,1267,2018-11-09,2018-11-12
WV_DUD_002,69151.2591,220654.3219,NA,1268,2018-11-09,2018-11-12
WV_GAV_001,76046.0837,170385.0389,NA,1010,2018-11-09,2018-11-12
WV_GUP_001,78287.3939,196635.9417,NA,1214,2018-11-09,2018-11-12
WV_GUP_001,78293.6151,196644.7386,NA,1015,2018-11-09,2018-11-12
WV_GUP_002,78154.0471,196864.6342,NA,1016,2018-11-09,2018-11-12
WV_GUP_002,78168.0105,196834.722,NA,1215,2018-11-09,2018-11-12
WV_HOS_001,25943.8905,200463.0088,NA,1033,2018-11-09,2018-11-12
WV_IJZ_002,35554.11,205965.447,NA,1042,2018-11-09,2018-11-12
WV_KPV_00_,71200.4909,201524.3146,NA,1219,2018-11-09,2018-11-12
WV_KPV_001,71202.4898,201518.6141,NA,1021,2018-11-09,2018-11-12
WV_LEI_001,72808.3589,205803.9643,NA,1334,2018-11-09,2018-11-12
WV_LEI_003,73042.9219,205622.3892,NA,1022,2018-11-09,2018-11-12
WV_LEP_003,34738.7948,204460.8115,NA,1040,2018-11-09,2018-11-12
WV_LEP_007,34773.8257,204578.9217,NA,1041,2018-11-09,2018-11-12
WV_LEP_0XX,34696.2619,204434.2668,NA,1185,2018-11-09,2018-11-12
WV_MDH_001,50968.7382,184337.1648,NA,1027,2018-11-09,2018-11-12
WV_MDH_002,51232.3431,183677.7954,NA,1026,2018-11-09,2018-11-12
WV_MDH_003,50460.5256,184563.2914,NA,1028,2018-11-09,2018-11-12
WV_MDH_004,51306.0033,185174.0833,NA,1029,2018-11-09,2018-11-12
WV_MID_001,42950.1663,210669.5722,NA,1048,2018-11-09,2018-11-12
WV_NOD_001,28494.6774,200246.91,NA,1034,2018-11-09,2018-11-12
WV_NOD_013,28633.3193,200296.9163,NA,1035,2018-11-09,2018-11-12
WV_NOD_016,28715.4991,200382.1388,NA,1036,2018-11-09,2018-11-12
WV_P0B_001,52844.8126,172221.7176,NA,1335,2018-11-09,2018-11-12
WV_P0B_001,52892.8346,172294.0151,NA,1335,2018-11-12,2018-11-12
WV_POB_002,52986.568,172291.5264,NA,3454,2021-03-15,2021-03-15
WV_POB_002,52986.568,172291.5264,WV_POB_002,3454,2021-03-15,2024-03-22
WV_SBE_001,38143.5922,205489.6458,NA,1043,2018-11-09,2018-11-12
WV_SBE_002,38591.9958,205495.7313,NA,1044,2018-11-09,2018-11-12
WV_SBE_004,38630.2942,205275.6107,NA,1045,2018-11-09,2018-11-12
WV_TYD_007,33336.3548,203866.8604,NA,1039,2018-11-09,2018-11-12
WV_TYD_009,32512.6479,203691.5273,NA,1038,2018-11-09,2018-11-12
WV_TYD_017,33019.0482,202448.7769,NA,1037,2018-11-09,2018-11-12
WV_TYD_0XX,33785.7142,203019.5546,NA,1184,2018-11-09,2018-11-12
WV_VLO_001,60954.1597,205734.2999,NA,1023,2018-11-09,2018-11-12
WV_VLO_002,61406.3335,205189.2571,NA,1024,2018-11-09,2018-11-12
WV_VLO_003,61525.1316,205060.9604,NA,1025,2018-11-09,2018-11-12
WV_WAD_002,39971.7574,208759.9279,NA,1046,2018-11-09,2018-11-12
