ChemMetingWID	StaalID	ChemMetingID	DatumWID	OperatorWID	ChemVarWID	PeilpuntWID	MeetpuntWID	GebiedWID	Meetwaarde	MeetwaardeMEQ	MetingStatusCode	MetingStatus	ChemVarID	ChemVarCode	ChemVarNaam	ChemVarEenheid	Coefficient	Ion	MeetpuntCode	MeetpuntXCoordinaat	MeetpuntYCoordinaat	MeetpuntRegio	NAAM	optional	Cluster	PeilpuntCode	ReferentieNiveauMaaiveld	PeilbuisLengte	FilterLengte	Onderkant	Bovenkant	HAB1	HAB2	pHAB1	pHAB2	Bodemserie	Bodem	EcoRegio	DISTRICT	GEBCODE	SBZ	FysRegio	ligging2	Habitat	HabitatGroep	Jaar	Maand	LogMeetwaarde
28708	2083	15138686	19890529	-1	7	3285	382	305	0.001	7.13775e-5	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP210	206450	211955	47	1	1	3	BUIP210X	0.08	0.74	0	-0.66	-0.66	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	5	-6.907755278982137
28709	2090	15138693	19890904	-1	7	3285	382	305	0.001	7.13775e-5	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP210	206450	211955	47	1	1	3	BUIP210X	0.08	0.74	0	-0.66	-0.66	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	9	-6.907755278982137
28711	2333	15138871	19890710	-1	7	3329	6545	305	0.001	7.13775e-5	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP229	206357	212165	47	1	1	53	BUIP229X	0.04	1.5	0.25	-1.46	-1.21	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	7	-6.907755278982137
28720	1971	15138593	19850121	-1	7	3329	6545	305	0.357	0.0254817987	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP229	206357	212165	47	1	1	53	BUIP229X	0.04	1.5	0.25	-1.46	-1.21	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1985	1	-1.030019497202498
28721	2086	15138689	19890710	-1	7	3285	382	305	0.001	7.13775e-5	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP210	206450	211955	47	1	1	3	BUIP210X	0.08	0.74	0	-0.66	-0.66	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	7	-6.907755278982137
28722	2088	15138691	19890807	-1	7	3285	382	305	0.056	0.0039971448	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP210	206450	211955	47	1	1	3	BUIP210X	0.08	0.74	0	-0.66	-0.66	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	8	-2.8824035882469876
28724	2337	15138875	19890904	-1	7	3329	6545	305	0.001	7.13775e-5	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP229	206357	212165	47	1	1	53	BUIP229X	0.04	1.5	0.25	-1.46	-1.21	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	9	-6.907755278982137
28785	2140	15138732	19850513	-1	7	3321	7383	305	0.075	0.005353319	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP226	206385	212228	47	1	1	58	BUIP226X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zcg	2	3	3	7	1	5	4	4010	1	1985	5	-2.5902671654458267
28786	2176	15138758	19850218	-1	7	3282	5777	305	0.001	7.13775e-5	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP208	206571	211925	47	1	1	48	BUIP208X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1985	2	-6.907755278982137
28806	868	15127040	20041025	-1	6	199	8300	323	0.025	0.0024216984	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	ABEP042	231054	204335	2	1	1	23	ABEP042E	0.5	2	0.5	-1.5	-1	6410_ve	rbbmr	70	30	V	3	3	21	15	1	11	7	rbbms	2	2004	10	-3.6888794541139363
28821	1971	15136638	19850121	-1	6	3329	6545	305	0.015	0.001453019	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP229	206357	212165	47	1	1	53	BUIP229X	0.04	1.5	0.25	-1.46	-1.21	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1985	1	-4.199705077879927
28822	2086	15136714	19890710	-1	6	3285	382	305	0.005	4.843396e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP210	206450	211955	47	1	1	3	BUIP210X	0.08	0.74	0	-0.66	-0.66	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	7	-5.298317366548036
28823	2088	15136716	19890807	-1	6	3285	382	305	0.004	3.874717e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP210	206450	211955	47	1	1	3	BUIP210X	0.08	0.74	0	-0.66	-0.66	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	8	-5.521460917862246
28832	2086	15150089	19890710	-1	10	3285	382	305	95.2	1.9820945242	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP210	206450	211955	47	1	1	3	BUIP210X	0.08	0.74	0	-0.66	-0.66	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	7	4.55597994179732
28833	2088	15150091	19890807	-1	10	3285	382	305	223.4	4.6512596293	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP210	206450	211955	47	1	1	3	BUIP210X	0.08	0.74	0	-0.66	-0.66	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	8	5.4089638866351
28835	2337	15150291	19890904	-1	10	3329	6545	305	88.2	1.8363522798	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP229	206357	212165	47	1	1	53	BUIP229X	0.04	1.5	0.25	-1.46	-1.21	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	9	4.4796069630127455
28847	399	15129200	20100222	-1	10	6028	5584	226	0.5	0.0104101603	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	DYLP110	168864	168173	77	1	1	96	DYLP110X	0.37	3.35	0.3	-2.98	-2.68	91E0_va	NA	100	0	AIp	1	11	2	32	1	1	24	91E0_va	4	2010	2	-0.6931471805599453
28879	1126	15127167	20060906	-1	6	13139	5814	61	0.01	9.686793e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	KSVP014	158447	225307	158	1	1	15	KSVP014X	0.35	2.38	0.3	-2.03	-1.73	4010	NA	100	0	Zfg	2	3	16	2	1	5	7	4010	1	2006	9	-4.605170185988091
28884	1126	15137109	20060906	-1	9	13139	5814	61	0.24	0.0171306209	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	KSVP014	158447	225307	158	1	1	15	KSVP014X	0.35	2.38	0.3	-2.03	-1.73	4010	NA	100	0	Zfg	2	3	16	2	1	5	7	4010	1	2006	9	-1.4271163556401458
28887	1126	15139090	20060906	-1	10	13139	5814	61	90.6	1.8863210493	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	KSVP014	158447	225307	158	1	1	15	KSVP014X	0.35	2.38	0.3	-2.03	-1.73	4010	NA	100	0	Zfg	2	3	16	2	1	5	7	4010	1	2006	9	4.506454213048934
28999	2186	15150174	19850401	-1	10	3273	9606	305	105.3	2.1923797626	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP206	206260	211815	47	1	1	68	BUIP206X	0.18	0.75	0	-0.57	-0.57	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1985	4	4.6568134191399295
29000	2188	15150176	19850429	-1	10	3273	9606	305	90.6	1.8863210493	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP206	206260	211815	47	1	1	68	BUIP206X	0.18	0.75	0	-0.57	-0.57	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1985	4	4.506454213048934
29025	2006	15136660	19890626	-1	6	3309	4652	305	0.005	4.843396e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP218	206567	212273	47	1	1	40	BUIP218X	0.04	0.99	0	-0.95	-0.95	4010	7230	40	30	Zdg	2	3	3	7	1	11	29	4010	1	1989	6	-5.298317366548036
29041	1776	15142531	19890904	-1	9	3309	4652	305	0.062	0.0044254104	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	BUIP218	206567	212273	47	1	1	40	BUIP218X	0.04	0.99	0	-0.95	-0.95	4010	7230	40	30	Zdg	2	3	3	7	1	11	29	4010	1	1989	9	-2.7806208939370456
29043	1997	15142717	19850722	-1	9	3309	4652	305	0.086	0.0061384725	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	BUIP218	206567	212273	47	1	1	40	BUIP218X	0.04	0.99	0	-0.95	-0.95	4010	7230	40	30	Zdg	2	3	3	7	1	11	29	4010	1	1985	7	-2.4534079827286295
29075	4190	15198424	19930729	-1	9	5654	7481	226	0.23	0.0164168451	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	DYLP033	169894	167620	77	1	1	125	DYLP033X	0.51	3.1	0.3	-2.59	-2.29	gh	91E0_vc	60	20	S-Z	2	11	4	32	1	1	43	91E0_va	4	1993	7	-1.4696759700589417
29078	4190	15196271	19930729	-1	7	5654	7481	226	0.21	0.0149892933	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	DYLP033	169894	167620	77	1	1	125	DYLP033X	0.51	3.1	0.3	-2.59	-2.29	gh	91E0_vc	60	20	S-Z	2	11	4	32	1	1	43	91E0_va	4	1993	7	-1.5606477482646683
29080	4190	15192111	19930729	-1	6	5654	7481	226	0.08	0.0077494349	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	DYLP033	169894	167620	77	1	1	125	DYLP033X	0.51	3.1	0.3	-2.59	-2.29	gh	91E0_vc	60	20	S-Z	2	11	4	32	1	1	43	91E0_va	4	1993	7	-2.5257286443082556
29107	2470	15155992	19850429	-1	7	3294	2523	305	0.07	0.0049964311	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP214	206401	211881	47	1	1	20	BUIP214X	0.03	0.73	0	-0.7	-0.7	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1985	4	-2.659260036932778
29108	2521	15156037	19850513	-1	7	3258	655	305	0.001	7.13775e-5	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP203	206628	212162	47	1	1	7	BUIP203X	0.02	0.72	0	-0.7	-0.7	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1985	5	-6.907755278982137
29163	2921	15156235	19960801	-1	7	28052	3927	101	0.025	0.0017844396	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	VOTP023	179922	185072	315	1	1	25	VOTP023X	0.42	1.63	0.3	-1.21	-0.91	rbbhf	NA	100	0	V	3	11	1	34	1	6	7	rbbhf	4	1996	8	-3.6888794541139363
29188	514	15127987	20050202	-1	9	29083	7338	129	0.1	0.0071377587	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	WAHP713	144478	215484	320	1	1	94	WAHP713X	0.281	1.45	0.5	-1.169	-0.669	gh	rbbmr	60	40	Pep	2	9	5	NA	0	19	47	rbbmr	4	2005	2	-2.3025850929940455
29190	735	15128205	20090701	-1	9	35929	7813	226	0.039	0.0027837259	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	DYLP002	169666	167242	77	1	1	130	DYLP002A	0	1.27	0.3	-1.27	-0.97	rbbhc	rbbms	60	20	AIp	1	11	4	32	1	1	24	rbbhc	3	2009	7	-3.2441936328524905
29193	514	15129314	20050202	-1	10	29083	7338	129	59.1	1.2304809494	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	WAHP713	144478	215484	320	1	1	94	WAHP713X	0.281	1.45	0.5	-1.169	-0.669	gh	rbbmr	60	40	Pep	2	9	5	NA	0	19	47	rbbmr	4	2005	2	4.079230924412053
29195	735	15129532	20090701	-1	10	35929	7813	226	24.12	0.5021861336	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	DYLP002	169666	167242	77	1	1	130	DYLP002A	0	1.27	0.3	-1.27	-0.97	rbbhc	rbbms	60	20	AIp	1	11	4	32	1	1	24	rbbhc	3	2009	7	3.1830413718589847
29253	1753	15136487	19850624	-1	6	3282	5777	305	0.007	6.780755e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP208	206571	211925	47	1	1	48	BUIP208X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1985	6	-4.961845129926823
29254	1770	15136497	19850513	-1	6	3282	5777	305	0.003	2.906038e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP208	206571	211925	47	1	1	48	BUIP208X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1985	5	-5.809142990314028
29255	2136	15136755	19850318	-1	6	3321	7383	305	0.004	3.874717e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP226	206385	212228	47	1	1	58	BUIP226X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zcg	2	3	3	7	1	5	4	4010	1	1985	3	-5.521460917862246
29256	2153	15136767	19900619	-1	6	3282	5777	305	0.004	3.874717e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP208	206571	211925	47	1	1	48	BUIP208X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1990	6	-5.521460917862246
29268	2136	15150131	19850318	-1	10	3321	7383	305	57.2	1.1909223402	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP226	206385	212228	47	1	1	58	BUIP226X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zcg	2	3	3	7	1	5	4	4010	1	1985	3	4.046553898385752
29269	2153	15150145	19900619	-1	10	3282	5777	305	33	0.6870705808	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP208	206571	211925	47	1	1	48	BUIP208X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1990	6	3.4965075614664802
29283	1806	15138468	19890821	-1	7	3264	6628	305	0.001	7.13775e-5	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP205	206452	212085	47	1	1	54	BUIP205X	0.02	0.73	0	-0.71	-0.71	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	8	-6.907755278982137
29284	1892	15138529	19850513	-1	7	3300	8506	305	0.001	7.13775e-5	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP216	206292	211741	47	1	1	64	BUIP216X	0.12	0.76	0	-0.64	-0.64	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1985	5	-6.907755278982137
29304	1806	15136529	19890821	-1	6	3264	6628	305	0.004	3.874717e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP205	206452	212085	47	1	1	54	BUIP205X	0.02	0.73	0	-0.71	-0.71	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	8	-5.521460917862246
29305	1892	15136587	19850513	-1	6	3300	8506	305	0.004	3.874717e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP216	206292	211741	47	1	1	64	BUIP216X	0.12	0.76	0	-0.64	-0.64	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1985	5	-5.521460917862246
29328	1746	15136482	19850708	-1	6	3291	3369	305	0.003	2.906038e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP211	206397	211943	47	1	1	27	BUIP211X	0.15	0.72	0	-0.57	-0.57	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1985	7	-5.809142990314028
29329	2095	15136721	19841029	-1	6	3291	3369	305	0.005	4.843396e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP211	206397	211943	47	1	1	27	BUIP211X	0.15	0.72	0	-0.57	-0.57	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1984	10	-5.298317366548036
29330	2096	15136722	19841112	-1	6	3291	3369	305	0.006	5.812076e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP211	206397	211943	47	1	1	27	BUIP211X	0.15	0.72	0	-0.57	-0.57	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1984	11	-5.115995809754082
29339	3581	15178418	20030515	-1	10	27374	3971	271	58	1.2075785967	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	VISP121	179970	215212	305	1	1	26	VISP121X	0	1.4	0.3	-1.4	-1.1	6430	NA	100	0	Pfp	2	3	3	3	1	5	7	6430	4	2003	5	4.060443010546419
29364	1734	15138404	19850107	-1	7	3291	3369	305	0.233	0.0166309778	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP211	206397	211943	47	1	1	27	BUIP211X	0.15	0.72	0	-0.57	-0.57	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1985	1	-1.4567168254164364
29399	1642	15144242	19890626	-1	10	3258	655	305	34.9	0.72662919	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP203	206628	212162	47	1	1	7	BUIP203X	0.02	0.72	0	-0.7	-0.7	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	6	3.5524868292083815
29440	2060	15138670	19890724	-1	7	3294	2523	305	0.001	7.13775e-5	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP214	206401	211881	47	1	1	20	BUIP214X	0.03	0.73	0	-0.7	-0.7	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	7	-6.907755278982137
29452	1642	15138324	19890626	-1	7	3258	655	305	0.001	7.13775e-5	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP203	206628	212162	47	1	1	7	BUIP203X	0.02	0.72	0	-0.7	-0.7	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	6	-6.907755278982137
29454	1642	15136403	19890626	-1	6	3258	655	305	0.004	3.874717e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP203	206628	212162	47	1	1	7	BUIP203X	0.02	0.72	0	-0.7	-0.7	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	6	-5.521460917862246
29455	2060	15136698	19890724	-1	6	3294	2523	305	0.011	0.0010655473	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP214	206401	211881	47	1	1	20	BUIP214X	0.03	0.73	0	-0.7	-0.7	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	7	-4.509860006183766
29464	2381	15155916	19850107	-1	7	3312	7656	305	0.018	0.0012847965	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP219	206487	212247	47	1	1	59	BUIP219X	0.03	0.67	0	-0.64	-0.64	4010	7230	40	30	Zdg	2	3	3	7	1	5	7	4010	1	1985	1	-4.017383521085972
29468	1827	15144409	19890626	-1	10	3312	7656	305	57.4	1.1950864043	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP219	206487	212247	47	1	1	59	BUIP219X	0.03	0.67	0	-0.64	-0.64	4010	7230	40	30	Zdg	2	3	3	7	1	5	7	4010	1	1989	6	4.050044303325521
29469	1828	15144410	19890710	-1	10	3312	7656	305	73.7	1.5344576306	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP219	206487	212247	47	1	1	59	BUIP219X	0.03	0.67	0	-0.64	-0.64	4010	7230	40	30	Zdg	2	3	3	7	1	5	7	4010	1	1989	7	4.300002799195291
29487	2381	15168293	19850107	-1	9	3312	7656	305	1.276	0.0910778015	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	BUIP219	206487	212247	47	1	1	59	BUIP219X	0.03	0.67	0	-0.64	-0.64	4010	7230	40	30	Zdg	2	3	3	7	1	5	7	4010	1	1985	1	0.24373018492259815
29572	2091	15136719	19900828	-1	6	3285	382	305	0.005	4.843396e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP210	206450	211955	47	1	1	3	BUIP210X	0.08	0.74	0	-0.66	-0.66	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1990	8	-5.298317366548036
29573	2159	15136771	19841112	-1	6	3285	382	305	0.004	3.874717e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP210	206450	211955	47	1	1	3	BUIP210X	0.08	0.74	0	-0.66	-0.66	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1984	11	-5.521460917862246
29578	2159	15150150	19841112	-1	10	3285	382	305	77	1.6031646887	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP210	206450	211955	47	1	1	3	BUIP210X	0.08	0.74	0	-0.66	-0.66	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1984	11	4.343805421853684
29579	2334	15150288	19890724	-1	10	3329	6545	305	15.7	0.3268790339	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP229	206357	212165	47	1	1	53	BUIP229X	0.04	1.5	0.25	-1.46	-1.21	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	7	2.7536607123542622
29643	1562	15144168	19890807	-1	10	3332	7976	305	80	1.6656256506	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP230	206404	212112	47	1	1	61	BUIP230X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	8	4.382026634673881
29644	1776	15144363	19890904	-1	10	3309	4652	305	27	0.562148657	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP218	206567	212273	47	1	1	40	BUIP218X	0.04	0.99	0	-0.95	-0.95	4010	7230	40	30	Zdg	2	3	3	7	1	11	29	4010	1	1989	9	3.295836866004329
29688	566	15128039	20080602	-1	9	29099	1297	129	0.1	0.0071377587	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	WAHP735	135691	218939	320	1	1	17	WAHP735X	0.91	1.69	0.5	-0.78	-0.28	rbbmr	NA	100	0	V	3	9	5	NA	0	19	26	rbbmr	4	2008	6	-2.3025850929940455
29717	2138	15136757	19850415	-1	6	3321	7383	305	0.011	0.0010655473	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP226	206385	212228	47	1	1	58	BUIP226X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zcg	2	3	3	7	1	5	4	4010	1	1985	4	-4.509860006183766
29718	2172	15136783	19841224	-1	6	3282	5777	305	0.001	9.68679e-5	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP208	206571	211925	47	1	1	48	BUIP208X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1984	12	-6.907755278982137
29727	2138	15150133	19850415	-1	10	3321	7383	305	30.6	0.6371018113	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP226	206385	212228	47	1	1	58	BUIP226X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zcg	2	3	3	7	1	5	4	4010	1	1985	4	3.4210000089583352
29728	2172	15150162	19841224	-1	10	3282	5777	305	66	1.3741411617	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP208	206571	211925	47	1	1	48	BUIP208X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1984	12	4.189654742026425
29756	2335	15138873	19890807	-1	7	3329	6545	305	0.001	7.13775e-5	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP229	206357	212165	47	1	1	53	BUIP229X	0.04	1.5	0.25	-1.46	-1.21	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	8	-6.907755278982137
29757	863	15138960	20041025	-1	10	170	5564	323	55.7	1.1596918592	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	ABEP034	230678	203741	2	1	1	16	ABEP034X	0.62	2.73	0	-2.11	-2.11	91E0_vn	NA	100	0	V	3	3	18	15	1	11	7	91E0_vn	4	2004	10	4.019980146933238
29771	2335	15150289	19890807	-1	10	3329	6545	305	21.1	0.4393087653	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP229	206357	212165	47	1	1	53	BUIP229X	0.04	1.5	0.25	-1.46	-1.21	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	8	3.0492730404820207
29792	381	15124619	20010403	-1	6	8566	5444	219	0.005	4.843396e-4	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	HELP002	35334	165343	108	1	1	9	HELP002X	0.15	1.29	0	-1.14	-1.14	9130_end	91E0_vc	90	10	Efp	1	12	26	37	1	17	24	9130_end	3	2001	4	-5.298317366548036
29804	2304	15136870	19890626	-1	6	3332	7976	305	0.011	0.0010655473	VLD	Betrouwbaar	8	3	P-PO4	mg/l	10.3233333333	AN	BUIP230	206404	212112	47	1	1	61	BUIP230X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	6	-4.509860006183766
29819	2304	15138848	19890626	-1	7	3332	7976	305	0.001	7.13775e-5	VLD	Betrouwbaar	9	2	N-NO3	mg/l	14.01	AN	BUIP230	206404	212112	47	1	1	61	BUIP230X	0.03	1.5	0.25	-1.47	-1.22	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1989	6	-6.907755278982137
29854	2044	15150056	19850204	-1	10	3300	8506	305	110	2.2902352696	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	BUIP216	206292	211741	47	1	1	64	BUIP216X	0.12	0.76	0	-0.64	-0.64	4010	7230	40	30	Zfg	2	3	3	7	1	5	7	4010	1	1985	2	4.700480365792417
29860	743	15128213	20090701	-1	9	5779	3555	226	0.039	0.0027837259	VLD	Betrouwbaar	12	1	N-NH4	mg/l	14.01	KAT	DYLP059	169705	167400	77	1	1	61	DYLP059X	0.61	2.37	0.3	-1.76	-1.46	rbbmr	rbbsf	70	30	Aep	1	11	4	32	1	1	24	rbbmr	4	2009	7	-3.2441936328524905
29863	258	15129065	20080923	-1	10	8964	5925	57	5	0.1041016031	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	HIPP011	143603	200926	115	1	1	13	HIPP011X	1.14	3.98	0.5	-2.84	-2.34	91E0_vn	rbbmr	80	19	Egp	1	9	5	26	1	15	24	91E0_vn	4	2008	9	1.6094379124341003
29864	407	15129208	20100222	-1	10	5862	8751	226	0.5	0.0104101603	VLD	Betrouwbaar	14	4	SO4	mg/l	48.03	AN	DYLP082	169045	167592	77	1	1	144	DYLP082X	0.63	2.43	0.3	-1.8	-1.5	91E0_va	NA	100	0	ADp	1	11	2	32	1	1	24	91E0_va	4	2010	2	-0.6931471805599453
