rank,x,y,date,nh4,no3,po4,po4f,period_min,period_max,source
123530,183551,208274,2015-12-03,0.46,2.2,0.11,NA,2012-01-01,2015-12-31,H3260_v1_5
123453,177170,209314,2015-12-03,0.38,2.2,0.12,NA,2012-01-01,2015-12-31,H3260_v1_5
219284,87245,207610,2015-11-30,0.171,6.7,0.5,NA,2012-01-01,2015-12-31,H3260_v1_5
45938,206821,205572,2015-12-08,0.33,0.53,0.078,NA,2012-01-01,2015-12-31,H3260_v1_5
225005,212455,205760,2015-12-09,0.22,0.56,0.11,NA,2012-01-01,2015-12-31,H3260_v1_5
166730,195999,215547,2015-12-09,0.58,0.46,0.042,NA,2012-01-01,2015-12-31,H3260_v1_5
33385,183472,213552,2015-12-09,0.23,1.6,0.062,NA,2012-01-01,2015-12-31,H3260_v1_5
206717,208591,210830,2015-12-10,0.18,1.5,0.063,NA,2012-01-01,2015-12-31,H3260_v1_5
104298,175740,237017,2016-01-11,1.4,11,0.2,NA,2016-01-01,2017-12-31,H3260_v1_6
111580,184931,233174,2016-01-13,0.4,5.9,0.14,NA,2016-01-01,2017-12-31,H3260_v1_6
206717,208591,210830,2016-01-14,0.16,1.6,0.049,NA,2016-01-01,2017-12-31,H3260_v1_6
45938,206821,205572,2016-01-14,0.34,0.69,0.083,NA,2016-01-01,2017-12-31,H3260_v1_6
219284,87245,207610,2016-01-25,0.231,6.8,0.093,NA,2016-01-01,2017-12-31,H3260_v1_6
123717,198919,214642,2016-01-21,0.22,1.1,0.04,NA,2016-01-01,2017-12-31,H3260_v1_6
123530,183551,208274,2016-01-21,0.47,2,0.064,NA,2016-01-01,2017-12-31,H3260_v1_6
143464,198312,221721,2016-01-21,1.1,5.2,0.068,NA,2016-01-01,2017-12-31,H3260_v1_6
166730,195999,215547,2016-01-21,0.49,1.3,0.01,NA,2016-01-01,2017-12-31,H3260_v1_6
241605,230272,199364,2016-02-02,1.6,5.4,0.14,NA,2016-01-01,2017-12-31,H3260_v1_6
123530,183551,208274,2014-12-09,0.73,1.2,0.077,NA,2012-01-01,2015-12-31,H3260_v1_5
123453,177170,209314,2014-12-09,0.6,1.31,0.066,NA,2012-01-01,2015-12-31,H3260_v1_5
238515,223950,218080,2018-03-20,0.88,4,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
123786,178342,209668,2018-04-19,0.49,1.5,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
213836,241452,197091,2018-04-18,0.11,2.8,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
123574,187346,210000,2015-08-04,0.085,0,0.015,NA,2012-01-01,2015-12-31,H3260_v1_5
84207,151545,223322,2018-05-09,NA,1.2,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
123786,178342,209668,2015-08-06,0,6.2,0.04,NA,2012-01-01,2015-12-31,H3260_v1_5
123574,187346,210000,2015-09-09,0.098,0.66,0.041,NA,2012-01-01,2015-12-31,H3260_v1_5
38434,200014,218405,2018-05-24,0,0.89,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
218803,250356,161314,2018-06-06,0.24,7.3,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
255366,228571,213970,2018-05-29,0.16,2.2,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
255415,228750,210246,2018-05-29,0.084,5.2,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
221004,245672,183550,2018-06-20,1.4,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
218390,232321,177163,2018-05-29,0.27,1.1,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
260186,242575,206980,2018-06-14,0.051,11,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
38402,197860,216731,2018-05-24,0.15,1.4,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
212371,244877,161556,2018-06-06,0.14,5.8,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
238649,224674,207481,2018-05-28,0.67,4.1,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
175055,74627,200334,2018-06-13,0.062,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
103391,189477,197117,2018-06-14,0.66,0.87,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
203454,200579,184451,2018-06-28,0.1,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
123786,178342,209668,2015-09-14,1.3,4,0.1,NA,2012-01-01,2015-12-31,H3260_v1_5
123574,187346,210000,2015-10-01,0.11,0.86,0.041,NA,2012-01-01,2015-12-31,H3260_v1_5
123786,178342,209668,2015-10-06,0.45,3.8,0.048,NA,2012-01-01,2015-12-31,H3260_v1_5
218390,232321,177163,2018-06-28,0.17,1.4,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
114607,231338,179333,2018-06-26,0.32,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
124018,192159,223185,2018-06-19,0.12,0.75,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
38434,200014,218405,2018-06-20,0,0.56,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
249683,208625,203839,2018-06-13,0,1.5,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
252505,198764,207113,2018-06-13,0.095,1.4,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
38402,197860,216731,2018-06-20,0.32,1,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
238649,224674,207481,2018-06-19,0.32,4.4,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
238518,223836,217778,2018-06-19,0.18,3,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
123786,178342,209668,2015-11-10,0.23,1.7,0.072,NA,2012-01-01,2015-12-31,H3260_v1_5
238649,224674,207481,2018-07-17,0.18,4.3,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
212371,244877,161556,2018-07-03,0,4.9,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
249683,208625,203839,2018-07-10,0,1.3,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
203454,200579,184451,2018-07-31,0,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
38402,197860,216731,2018-07-19,0.52,2.2,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
212371,244877,161556,2018-08-01,0,3.2,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
238572,223886,213548,2018-06-19,0.18,4,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
255366,228571,213970,2018-06-20,0.1,1.6,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
255415,228750,210246,2018-06-20,0.055,4.5,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
260186,242575,206980,2018-07-17,0,5,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
255366,228571,213970,2018-07-18,0.12,1.1,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
255415,228750,210246,2018-07-18,0.19,2.7,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
221004,245672,183550,2018-07-18,1.3,0.49,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
123574,187346,210000,2015-11-12,0.3,0.83,0.087,NA,2012-01-01,2015-12-31,H3260_v1_5
123574,187346,210000,2015-12-03,0.41,2.2,0.1,NA,2012-01-01,2015-12-31,H3260_v1_5
218390,232321,177163,2018-07-30,0.09,1.4,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
38434,200014,218405,2018-07-19,0.073,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
218803,250356,161314,2018-08-01,0.1,6.7,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
249683,208625,203839,2018-08-09,0.054,0.61,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
252505,198764,207113,2018-08-09,0.85,1.3,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
38402,197860,216731,2018-08-21,0.11,3.2,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
238649,224674,207481,2018-08-28,0.16,4.2,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
123786,178342,209668,2015-12-09,0.92,2.1,0.097,NA,2012-01-01,2015-12-31,H3260_v1_5
174514,97584,197275,2016-01-12,0.63,2.54,0.205,NA,2016-01-01,2017-12-31,H3260_v1_6
213836,241452,197091,2016-01-20,0.2,3.8,0.048,NA,2016-01-01,2017-12-31,H3260_v1_6
123574,187346,210000,2016-01-21,0.47,2,0.066,NA,2016-01-01,2017-12-31,H3260_v1_6
238515,223950,218080,2016-01-27,0.55,3.5,0.058,NA,2016-01-01,2017-12-31,H3260_v1_6
213836,241452,197091,2016-02-04,0.16,3.1,0.074,NA,2016-01-01,2017-12-31,H3260_v1_6
166730,195999,215547,2014-12-09,0.5,0.78,0.03,NA,2012-01-01,2015-12-31,H3260_v1_5
33385,183472,213552,2014-12-10,1.25,1.91,0.059,NA,2012-01-01,2015-12-31,H3260_v1_5
219284,87245,207610,2015-01-20,0.178,6.2,0.095,NA,2012-01-01,2015-12-31,H3260_v1_5
104298,175740,237017,2015-01-12,0,13,0.069,NA,2012-01-01,2015-12-31,H3260_v1_5
123717,198919,214642,2015-01-13,0.24,1.2,0.037,NA,2012-01-01,2015-12-31,H3260_v1_5
123530,183551,208274,2015-01-13,0.49,2.6,0.1,NA,2012-01-01,2015-12-31,H3260_v1_5
124018,192159,223185,2018-08-20,0.15,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
38434,200014,218405,2018-08-21,0.14,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
260186,242575,206980,2018-08-23,0.12,8.9,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
221004,245672,183550,2018-08-22,1.6,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
238518,223836,217778,2018-08-28,0.15,4.1,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
203454,200579,184451,2018-08-30,0.27,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
175055,74627,200334,2018-08-30,0.13,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
249683,208625,203839,2018-09-11,0,0.65,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
252505,198764,207113,2018-09-11,0,1.4,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
175055,74627,200334,2018-09-12,0,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
174514,97584,197275,2016-02-03,0.512,3.86,0.208,NA,2016-01-01,2017-12-31,H3260_v1_6
238515,223950,218080,2016-02-09,0.57,3.6,0.099,NA,2016-01-01,2017-12-31,H3260_v1_6
123574,187346,210000,2016-02-10,0.41,2.1,0.18,NA,2016-01-01,2017-12-31,H3260_v1_6
238515,223950,218080,2018-04-24,0.5,3.6,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
213836,241452,197091,2018-05-15,0.35,2.9,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
238572,223886,213548,2018-08-28,0.4,5.5,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
255366,228571,213970,2018-08-29,0.096,0.81,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
255415,228750,210246,2018-08-29,0,2.8,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
218390,232321,177163,2018-08-30,0.24,0.93,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
111617,186904,232114,2018-08-29,NA,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
84207,151545,223322,2018-08-30,NA,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
260186,242575,206980,2018-09-20,0.099,6.2,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
221004,245672,183550,2018-09-25,1.2,0.4,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
123786,178342,209668,2018-05-23,2.8,1.6,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
238515,223950,218080,2018-05-28,1.6,2.4,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
213836,241452,197091,2018-06-20,0.059,2.5,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
123786,178342,209668,2018-06-19,0.061,1.2,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
238515,223950,218080,2018-06-19,0.25,2.9,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
238515,223950,218080,2018-07-17,0.13,2.5,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
213836,241452,197091,2018-07-18,0.15,2.1,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
123786,178342,209668,2018-07-18,0.099,0.56,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
123786,178342,209668,2018-08-20,0.88,1,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
213836,241452,197091,2018-08-22,0.11,2.1,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
238515,223950,218080,2018-08-28,0.2,3.1,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
213836,241452,197091,2018-09-25,0.82,2.1,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
123453,177170,209314,2015-01-13,0.52,2.6,0.11,NA,2012-01-01,2015-12-31,H3260_v1_5
111580,184931,233174,2015-01-14,0.52,6.3,0.12,NA,2012-01-01,2015-12-31,H3260_v1_5
166730,195999,215547,2015-01-15,0.34,2.2,0.084,NA,2012-01-01,2015-12-31,H3260_v1_5
33385,183472,213552,2015-01-15,0.34,2.6,0.14,NA,2012-01-01,2015-12-31,H3260_v1_5
33385,183472,213552,2016-02-17,0.47,1.2,0.11,NA,2016-01-01,2017-12-31,H3260_v1_6
104298,175740,237017,2016-03-01,1.3,7.1,0.13,NA,2016-01-01,2017-12-31,H3260_v1_6
111580,184931,233174,2016-03-02,0.72,3.9,0.16,NA,2016-01-01,2017-12-31,H3260_v1_6
45938,206821,205572,2016-03-03,0.3,0.77,0.072,NA,2016-01-01,2017-12-31,H3260_v1_6
206717,208591,210830,2016-03-07,0.21,1.4,0.031,NA,2016-01-01,2017-12-31,H3260_v1_6
123717,198919,214642,2016-03-09,0.18,1.2,0.029,NA,2016-01-01,2017-12-31,H3260_v1_6
123530,183551,208274,2016-03-09,0.47,2.2,0.084,NA,2016-01-01,2017-12-31,H3260_v1_6
143464,198312,221721,2016-03-09,0.89,4.8,0.084,NA,2016-01-01,2017-12-31,H3260_v1_6
166730,195999,215547,2016-03-09,0.42,1.7,0.036,NA,2016-01-01,2017-12-31,H3260_v1_6
33385,183472,213552,2016-03-16,0.71,1.3,0,NA,2016-01-01,2017-12-31,H3260_v1_6
219284,87245,207610,2016-03-16,0.35,3.61,0.062,NA,2016-01-01,2017-12-31,H3260_v1_6
241605,230272,199364,2016-04-14,0.9,6,0.093,NA,2016-01-01,2017-12-31,H3260_v1_6
111580,184931,233174,2016-04-06,1.1,3,0.1,NA,2016-01-01,2017-12-31,H3260_v1_6
104298,175740,237017,2016-04-07,0.67,3.6,0.12,NA,2016-01-01,2017-12-31,H3260_v1_6
219284,87245,207610,2016-04-13,0.261,2.77,0.115,NA,2016-01-01,2017-12-31,H3260_v1_6
206717,208591,210830,2016-04-11,0.16,1.8,0.024,NA,2016-01-01,2017-12-31,H3260_v1_6
45938,206821,205572,2016-04-13,0.11,0.56,0.074,NA,2016-01-01,2017-12-31,H3260_v1_6
123717,198919,214642,2016-04-14,0.22,0.77,0.025,NA,2016-01-01,2017-12-31,H3260_v1_6
123530,183551,208274,2016-04-14,0.24,0.95,0.058,NA,2016-01-01,2017-12-31,H3260_v1_6
143464,198312,221721,2016-04-14,1.1,2.2,0.049,NA,2016-01-01,2017-12-31,H3260_v1_6
166730,195999,215547,2016-04-14,0.7,0.74,0.025,NA,2016-01-01,2017-12-31,H3260_v1_6
33385,183472,213552,2016-04-18,0.44,1.3,0.06,NA,2016-01-01,2017-12-31,H3260_v1_6
104298,175740,237017,2016-05-02,0.68,4.6,0.17,NA,2016-01-01,2017-12-31,H3260_v1_6
111580,184931,233174,2016-05-04,0.43,2,0.059,NA,2016-01-01,2017-12-31,H3260_v1_6
206717,208591,210830,2016-05-11,0.15,1.3,0.033,NA,2016-01-01,2017-12-31,H3260_v1_6
219284,87245,207610,2016-05-17,1.85,1.29,0.206,NA,2016-01-01,2017-12-31,H3260_v1_6
45938,206821,205572,2016-05-17,0.095,0.5,0.032,NA,2016-01-01,2017-12-31,H3260_v1_6
123717,198919,214642,2016-05-18,0.16,0.98,0.036,NA,2016-01-01,2017-12-31,H3260_v1_6
123530,183551,208274,2016-05-18,0.18,0.84,0.043,NA,2016-01-01,2017-12-31,H3260_v1_6
143464,198312,221721,2016-05-18,0.81,2.4,0.056,NA,2016-01-01,2017-12-31,H3260_v1_6
166730,195999,215547,2016-05-18,0.095,0.46,0.011,NA,2016-01-01,2017-12-31,H3260_v1_6
33385,183472,213552,2016-05-23,2.5,1.1,0.17,NA,2016-01-01,2017-12-31,H3260_v1_6
241605,230272,199364,2016-06-07,1.1,5.6,0.14,NA,2016-01-01,2017-12-31,H3260_v1_6
111580,184931,233174,2016-06-01,0.67,6.7,0.23,NA,2016-01-01,2017-12-31,H3260_v1_6
104298,175740,237017,2016-06-02,0.66,15,0.18,NA,2016-01-01,2017-12-31,H3260_v1_6
206717,208591,210830,2016-06-06,0.24,0.89,0.031,NA,2016-01-01,2017-12-31,H3260_v1_6
123717,198919,214642,2016-06-08,0.16,0.6,0.037,NA,2016-01-01,2017-12-31,H3260_v1_6
123530,183551,208274,2016-06-08,0.32,1.4,0.15,NA,2016-01-01,2017-12-31,H3260_v1_6
143464,198312,221721,2016-06-08,0.97,4.2,0.15,NA,2016-01-01,2017-12-31,H3260_v1_6
166730,195999,215547,2016-06-08,0.44,0.9,0.061,NA,2016-01-01,2017-12-31,H3260_v1_6
45938,206821,205572,2016-06-09,0.21,0,0.097,NA,2016-01-01,2017-12-31,H3260_v1_6
219284,87245,207610,2016-06-15,1.47,2.2,0.49,NA,2016-01-01,2017-12-31,H3260_v1_6
33385,183472,213552,2016-06-15,0.49,0.94,0.14,NA,2016-01-01,2017-12-31,H3260_v1_6
104298,175740,237017,2016-07-05,0.6,6.3,0.14,NA,2016-01-01,2017-12-31,H3260_v1_6
111580,184931,233174,2016-07-06,0.56,3.7,0.2,NA,2016-01-01,2017-12-31,H3260_v1_6
206717,208591,210830,2016-07-07,0.18,1.1,0.038,NA,2016-01-01,2017-12-31,H3260_v1_6
219284,87245,207610,2016-07-19,2.83,1.24,0.31,NA,2016-01-01,2017-12-31,H3260_v1_6
45938,206821,205572,2016-07-14,0.22,0.71,0.088,NA,2016-01-01,2017-12-31,H3260_v1_6
123717,198919,214642,2016-07-18,0.13,0.62,0.022,NA,2016-01-01,2017-12-31,H3260_v1_6
123530,183551,208274,2016-07-18,0.13,1.1,0.096,NA,2016-01-01,2017-12-31,H3260_v1_6
143464,198312,221721,2016-07-18,0.37,2,0.072,NA,2016-01-01,2017-12-31,H3260_v1_6
166730,195999,215547,2016-07-18,0.28,0.88,0.033,NA,2016-01-01,2017-12-31,H3260_v1_6
33385,183472,213552,2016-07-19,0.11,1.4,0.034,NA,2016-01-01,2017-12-31,H3260_v1_6
241605,230272,199364,2016-08-03,0.66,4.9,0.1,NA,2016-01-01,2017-12-31,H3260_v1_6
104298,175740,237017,2016-08-02,1.9,2,0.2,NA,2016-01-01,2017-12-31,H3260_v1_6
111580,184931,233174,2016-08-03,0.62,1.5,0.18,NA,2016-01-01,2017-12-31,H3260_v1_6
225005,212455,205760,2015-07-15,0.18,0.56,0.035,NA,2012-01-01,2015-12-31,H3260_v1_5
206717,208591,210830,2015-07-15,0.092,1.2,0.013,NA,2012-01-01,2015-12-31,H3260_v1_5
221004,245672,183550,2018-11-26,1.2,0.74,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
114607,231338,179333,2018-11-26,0.051,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
218390,232321,177163,2018-11-29,0.55,0.93,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
238572,223886,213548,2018-11-19,0.28,3.4,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
255366,228571,213970,2018-11-20,0.07,1.4,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
255415,228750,210246,2018-11-20,0,3.6,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
124018,192159,223185,2018-11-20,0.28,1.1,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
38434,200014,218405,2018-11-21,0.073,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
111617,186904,232114,2018-11-26,NA,4.1,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
84207,151545,223322,2018-11-29,NA,0,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
260186,242575,206980,2018-12-10,2.2,4.2,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
221004,245672,183550,2018-12-11,2,2.1,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
255366,228571,213970,2018-12-05,0.15,2.5,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
255415,228750,210246,2018-12-05,0.11,3.3,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
218390,232321,177163,2018-12-17,0.41,1.2,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
38434,200014,218405,2018-12-13,0.17,1.5,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
45938,206821,205572,2015-07-16,0,0.58,0.04,NA,2012-01-01,2015-12-31,H3260_v1_5
206717,208591,210830,2016-08-10,0.12,1.2,0.036,NA,2016-01-01,2017-12-31,H3260_v1_6
45938,206821,205572,2016-08-17,0.15,0.47,0.07,NA,2016-01-01,2017-12-31,H3260_v1_6
33385,183472,213552,2016-08-17,0.18,1.9,0.04,NA,2016-01-01,2017-12-31,H3260_v1_6
123717,198919,214642,2016-08-18,0.1,0.5,0.023,NA,2016-01-01,2017-12-31,H3260_v1_6
123530,183551,208274,2016-08-18,0.072,0.63,0.13,NA,2016-01-01,2017-12-31,H3260_v1_6
143464,198312,221721,2016-08-18,0.093,1.4,0.06,NA,2016-01-01,2017-12-31,H3260_v1_6
166730,195999,215547,2016-08-18,0.11,0.74,0.038,NA,2016-01-01,2017-12-31,H3260_v1_6
219284,87245,207610,2016-08-18,3.15,1.33,0.33,NA,2016-01-01,2017-12-31,H3260_v1_6
241605,230272,199364,2016-09-15,0.89,7.2,0.11,NA,2016-01-01,2017-12-31,H3260_v1_6
111580,184931,233174,2016-09-07,0.17,0.8,0.11,NA,2016-01-01,2017-12-31,H3260_v1_6
104298,175740,237017,2016-09-12,0.34,1.4,0.068,NA,2016-01-01,2017-12-31,H3260_v1_6
206717,208591,210830,2016-09-13,0.17,1.8,0.045,NA,2016-01-01,2017-12-31,H3260_v1_6
45938,206821,205572,2016-09-15,0,0.53,0.068,NA,2016-01-01,2017-12-31,H3260_v1_6
123717,198919,214642,2016-09-19,0.16,0.52,0.022,NA,2016-01-01,2017-12-31,H3260_v1_6
123530,183551,208274,2016-09-19,0.15,0.62,0.18,NA,2016-01-01,2017-12-31,H3260_v1_6
143464,198312,221721,2016-09-19,0,0.86,0.073,NA,2016-01-01,2017-12-31,H3260_v1_6
166730,195999,215547,2016-09-19,0.12,0.56,0.038,NA,2016-01-01,2017-12-31,H3260_v1_6
33385,183472,213552,2016-09-20,0.08,1.3,0.057,NA,2016-01-01,2017-12-31,H3260_v1_6
219284,87245,207610,2016-09-19,3.76,0,0.76,NA,2016-01-01,2017-12-31,H3260_v1_6
103391,189477,197117,2018-12-11,0.83,1.4,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
203454,200579,184451,2018-12-17,1.6,0.41,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
38402,197860,216731,2018-12-13,0.2,1.1,NA,NA,2018-01-01,2018-12-31,H3260_v1_7
104298,175740,237017,2016-10-03,0.34,1.9,0.13,NA,2016-01-01,2017-12-31,H3260_v1_6
111580,184931,233174,2016-10-05,0.13,1.1,0.093,NA,2016-01-01,2017-12-31,H3260_v1_6
206717,208591,210830,2016-10-06,0.17,1.3,0.04,NA,2016-01-01,2017-12-31,H3260_v1_6
219284,87245,207610,2016-10-12,0.16,0,0.76,NA,2016-01-01,2017-12-31,H3260_v1_6
45938,206821,205572,2016-10-11,0.14,1.4,0.036,NA,2016-01-01,2017-12-31,H3260_v1_6
123717,198919,214642,2016-10-12,0.13,0.54,0.03,NA,2016-01-01,2017-12-31,H3260_v1_6
123530,183551,208274,2016-10-12,0.2,0.82,0.062,NA,2016-01-01,2017-12-31,H3260_v1_6
143464,198312,221721,2016-10-12,0.083,1.9,0.061,NA,2016-01-01,2017-12-31,H3260_v1_6
166730,195999,215547,2016-10-12,0.19,0.62,0.028,NA,2016-01-01,2017-12-31,H3260_v1_6
33385,183472,213552,2016-10-13,0,2,0.067,NA,2016-01-01,2017-12-31,H3260_v1_6
241605,230272,199364,2016-11-07,1.1,6.2,0.097,NA,2016-01-01,2017-12-31,H3260_v1_6
206717,208591,210830,2016-11-03,0.2,1.9,0.058,NA,2016-01-01,2017-12-31,H3260_v1_6
219284,87245,207610,2016-11-09,1.1,7.2,0.29,NA,2016-01-01,2017-12-31,H3260_v1_6
104298,175740,237017,2016-11-07,0.82,2,0.17,NA,2016-01-01,2017-12-31,H3260_v1_6
111580,184931,233174,2016-11-09,0.15,1.1,0.071,NA,2016-01-01,2017-12-31,H3260_v1_6
123717,198919,214642,2016-11-16,1.6,1,0.2,NA,2016-01-01,2017-12-31,H3260_v1_6
123530,183551,208274,2016-11-16,0.39,1,0.034,NA,2016-01-01,2017-12-31,H3260_v1_6
143464,198312,221721,2016-11-16,1.4,1.7,0.15,NA,2016-01-01,2017-12-31,H3260_v1_6
166730,195999,215547,2016-11-16,0.38,1.2,0.07,NA,2016-01-01,2017-12-31,H3260_v1_6
33385,183472,213552,2016-11-23,0.15,1.2,0.06,NA,2016-01-01,2017-12-31,H3260_v1_6
45938,206821,205572,2016-11-23,0.24,0.58,0.05,NA,2016-01-01,2017-12-31,H3260_v1_6
206717,208591,210830,2016-12-01,0.18,1.7,0.061,NA,2016-01-01,2017-12-31,H3260_v1_6
219284,87245,207610,2016-12-08,0.57,6.4,0.062,NA,2016-01-01,2017-12-31,H3260_v1_6
104298,175740,237017,2016-12-05,1.6,5.5,0.14,NA,2016-01-01,2017-12-31,H3260_v1_6
45938,206821,205572,2016-12-06,0.77,0.71,0.031,NA,2016-01-01,2017-12-31,H3260_v1_6
123717,198919,214642,2016-12-06,0.36,1.1,0,NA,2016-01-01,2017-12-31,H3260_v1_6
123530,183551,208274,2016-12-06,0.59,1.1,0.064,NA,2016-01-01,2017-12-31,H3260_v1_6
111580,184931,233174,2016-12-07,0.45,2.7,0.089,NA,2016-01-01,2017-12-31,H3260_v1_6
33385,183472,213552,2016-12-08,0.17,1.6,0.032,NA,2016-01-01,2017-12-31,H3260_v1_6
143464,198312,221721,2016-12-07,0.89,2.6,0,NA,2016-01-01,2017-12-31,H3260_v1_6
166730,195999,215547,2016-12-07,0.43,0.97,0.022,NA,2016-01-01,2017-12-31,H3260_v1_6
104298,175740,237017,2017-01-10,1.2,10,NA,0.24,2016-01-01,2017-12-31,H3260_v1_6
40028,185079,234004,2017-01-11,1.8,7.6,NA,0.13,2016-01-01,2017-12-31,H3260_v1_6
111580,184931,233174,2017-01-11,0.63,7.5,NA,0.089,2016-01-01,2017-12-31,H3260_v1_6
206717,208591,210830,2017-01-12,0.23,2.2,NA,0.076,2016-01-01,2017-12-31,H3260_v1_6
45938,206821,205572,2017-01-16,0.28,0.74,NA,0.057,2016-01-01,2017-12-31,H3260_v1_6
123530,183551,208274,2017-01-18,0.49,2.1,NA,0.089,2016-01-01,2017-12-31,H3260_v1_6
123717,198919,214642,2017-01-18,0.21,0.8,NA,0.031,2016-01-01,2017-12-31,H3260_v1_6
166730,195999,215547,2017-01-18,0.57,2,NA,0.049,2016-01-01,2017-12-31,H3260_v1_6
219284,87245,207610,2017-01-23,NA,7.4,NA,0.065,2016-01-01,2017-12-31,H3260_v1_6
