rank,x,y,date,nh4,no3,po4,po4f,period_min,period_max,source
123530,183551,208274,2003-02-05,0.82,2.53,0,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2003-02-07,0.27,1.42,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2003-02-13,0.45,4.91,0,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2003-03-12,0.235,1.2,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2003-03-13,0.89,5.8,0.17,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2003-03-07,0.14,1.85,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2003-03-07,0.63,1.63,0,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2002-05-06,0,0,0,NA,2000-01-01,2006-12-31,H3260_v1_0
35602,224801,211892,2002-05-30,0.2,6.6,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2002-05-02,0.18,0.73,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2002-05-03,0.57,1.14,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2002-05-03,0.45,1.72,0,NA,2000-01-01,2006-12-31,H3260_v1_0
33385,183472,213552,2002-05-06,0.63,2.11,0.15,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2006-08-09,0,1.05,0,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2006-08-01,0.577,2.94,0.097,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2006-08-17,0,1.78,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2002-05-27,0.4,1.41,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2002-06-03,0.12,0.54,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2002-06-04,0.61,0.94,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2002-06-04,0.37,1.31,0,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2006-11-20,0.283,1.05,0.15,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2006-11-21,2.03,1.93,0.346,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2006-08-17,0.509,1.17,0.109,NA,2000-01-01,2006-12-31,H3260_v1_0
221004,245672,183550,2006-09-26,1.15,0.492,0.79,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2006-09-20,0.895,4.01,0.094,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2006-09-20,0.32,11.8,0,NA,2000-01-01,2006-12-31,H3260_v1_0
124176,204796,204545,2006-11-24,NA,1.7,0.074,NA,2000-01-01,2006-12-31,H3260_v1_0
212371,244877,161556,2006-12-05,0,5.59,0.26,NA,2000-01-01,2006-12-31,H3260_v1_0
204986,244766,184401,2006-12-12,0.769,1.76,0.133,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2006-09-07,0,1.54,0.096,NA,2000-01-01,2006-12-31,H3260_v1_0
47686,179707,243397,2006-09-12,0,7.43,0,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2006-09-14,0,0.911,0,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2006-10-04,0.247,4.56,0.09,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2006-10-04,NA,12.2,0,NA,2000-01-01,2006-12-31,H3260_v1_0
241552,230674,203278,2008-01-08,0.278,7.45,0.073,NA,2008-01-01,2009-12-31,H3260_v1_3
241434,238265,208445,2008-01-08,0.363,5.91,0.08,NA,2008-01-01,2009-12-31,H3260_v1_3
212371,244877,161556,2008-01-09,0.278,6.41,0.213,NA,2008-01-01,2009-12-31,H3260_v1_3
204986,244766,184401,2008-01-15,0.729,0.722,0.086,NA,2008-01-01,2009-12-31,H3260_v1_3
103391,189477,197117,2008-01-17,0.963,0.468,0.255,NA,2008-01-01,2009-12-31,H3260_v1_3
249683,208625,203839,2008-01-17,0.251,2.43,0,NA,2008-01-01,2009-12-31,H3260_v1_3
38402,197860,216731,2008-01-22,0.347,1.37,0.169,NA,2008-01-01,2009-12-31,H3260_v1_3
241434,238265,208445,2008-02-07,0.312,6.37,0,NA,2008-01-01,2009-12-31,H3260_v1_3
221004,245672,183550,2006-10-24,2.43,1.51,0.694,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2006-10-06,0,0.969,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111617,186904,232114,2006-10-09,0.606,1.51,0.12,NA,2000-01-01,2006-12-31,H3260_v1_0
47686,179707,243397,2006-10-10,0,7.33,0,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2006-10-16,0,1.12,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123478,178983,208404,2006-11-06,0,1.22,0.073,NA,2000-01-01,2006-12-31,H3260_v1_0
241552,230674,203278,2008-02-07,0.244,8.32,0,NA,2008-01-01,2009-12-31,H3260_v1_3
212371,244877,161556,2008-02-05,0.127,5.83,0.136,NA,2008-01-01,2009-12-31,H3260_v1_3
123559,185896,209550,2008-02-07,0.519,2.07,0.092,NA,2008-01-01,2009-12-31,H3260_v1_3
204986,244766,184401,2008-02-12,0.625,0.631,0,NA,2008-01-01,2009-12-31,H3260_v1_3
103391,189477,197117,2008-02-14,0.892,0.142,0.288,NA,2008-01-01,2009-12-31,H3260_v1_3
47686,179707,243397,2006-11-14,0.27,10,0.087,NA,2000-01-01,2006-12-31,H3260_v1_0
259130,199929,215582,2006-11-20,0,1.59,0,NA,2000-01-01,2006-12-31,H3260_v1_0
221004,245672,183550,2006-11-21,1.16,2.51,0.248,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2006-11-28,0.486,13.2,0,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2006-11-28,0.316,4.76,0.089,NA,2000-01-01,2006-12-31,H3260_v1_0
249683,208625,203839,2008-02-14,0.311,2.19,0,NA,2008-01-01,2009-12-31,H3260_v1_3
124176,204796,204545,2008-02-11,0.3,1.2,0.06,NA,2008-01-01,2009-12-31,H3260_v1_3
212371,244877,161556,2008-03-04,0.241,5.32,0.163,NA,2008-01-01,2009-12-31,H3260_v1_3
144658,222498,199266,2006-11-17,0.507,9.03,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
111617,186904,232114,2006-11-21,0.56,3.1,0.11,NA,2000-01-01,2006-12-31,H3260_v1_0
38434,200014,218405,2006-11-24,NA,1.55,0.27,NA,2000-01-01,2006-12-31,H3260_v1_0
84207,151545,223322,2006-11-28,0.51,0.82,0,NA,2000-01-01,2006-12-31,H3260_v1_0
144658,222498,199266,2006-12-06,NA,11.7,0,NA,2000-01-01,2006-12-31,H3260_v1_0
238572,223886,213548,2006-12-06,0.472,4.63,0.097,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2008-02-19,0.45,0.771,0.072,NA,2008-01-01,2009-12-31,H3260_v1_3
204986,244766,184401,2008-03-11,0.654,1.06,0.073,NA,2008-01-01,2009-12-31,H3260_v1_3
123559,185896,209550,2008-03-06,0.717,1.54,0.076,NA,2008-01-01,2009-12-31,H3260_v1_3
103391,189477,197117,2008-03-11,1.23,0.534,0.269,NA,2008-01-01,2009-12-31,H3260_v1_3
221004,245672,183550,2006-12-12,2.35,1.57,0.388,NA,2000-01-01,2006-12-31,H3260_v1_0
224975,210560,206194,2008-01-10,0.332,1.55,0,NA,2008-01-01,2009-12-31,H3260_v1_3
218803,250356,161314,2008-01-09,0.482,8.46,0.114,NA,2008-01-01,2009-12-31,H3260_v1_3
255415,228750,210246,2008-01-10,0.146,8.1,0,NA,2008-01-01,2009-12-31,H3260_v1_3
221004,245672,183550,2008-01-15,1.93,4.25,0.141,NA,2008-01-01,2009-12-31,H3260_v1_3
47686,179707,243397,2008-01-14,0.47,13.3,0,NA,2008-01-01,2009-12-31,H3260_v1_3
206652,203131,209305,2008-01-17,0.261,1.88,0,NA,2008-01-01,2009-12-31,H3260_v1_3
114575,228740,179160,2008-01-21,0.181,1.28,0,NA,2008-01-01,2009-12-31,H3260_v1_3
218390,232321,177163,2008-01-21,0.138,2.02,0,NA,2008-01-01,2009-12-31,H3260_v1_3
144658,222498,199266,2008-01-22,NA,9.5,NA,NA,2008-01-01,2009-12-31,H3260_v1_3
238572,223886,213548,2008-01-22,0.917,5.25,0.103,NA,2008-01-01,2009-12-31,H3260_v1_3
38434,200014,218405,2008-01-22,0.254,1.65,0.201,NA,2008-01-01,2009-12-31,H3260_v1_3
249683,208625,203839,2008-03-12,0.352,2.46,0,NA,2008-01-01,2009-12-31,H3260_v1_3
241552,230674,203278,2008-03-13,0.266,8.11,0,NA,2008-01-01,2009-12-31,H3260_v1_3
241434,238265,208445,2008-03-13,0.237,6.27,0,NA,2008-01-01,2009-12-31,H3260_v1_3
38402,197860,216731,2008-03-18,0.345,1.21,0.081,NA,2008-01-01,2009-12-31,H3260_v1_3
218803,250356,161314,2008-02-05,0.178,9.38,0.13,NA,2008-01-01,2009-12-31,H3260_v1_3
47686,179707,243397,2008-02-06,0.358,8.34,0.328,NA,2008-01-01,2009-12-31,H3260_v1_3
123478,178983,208404,2008-02-07,0.498,2.05,0.101,NA,2008-01-01,2009-12-31,H3260_v1_3
221004,245672,183550,2008-02-12,7.5,1.15,0.207,NA,2008-01-01,2009-12-31,H3260_v1_3
144658,222498,199266,2008-02-13,NA,14,NA,NA,2008-01-01,2009-12-31,H3260_v1_3
212371,244877,161556,2008-04-01,0,6.41,0.097,NA,2008-01-01,2009-12-31,H3260_v1_3
124176,204796,204545,2008-03-18,0.24,1.4,0.06,NA,2008-01-01,2009-12-31,H3260_v1_3
204986,244766,184401,2008-04-08,0.482,1.35,0,NA,2008-01-01,2009-12-31,H3260_v1_3
241552,230674,203278,2008-04-10,0.221,8.22,0,NA,2008-01-01,2009-12-31,H3260_v1_3
241434,238265,208445,2008-04-10,0.195,6.71,0.088,NA,2008-01-01,2009-12-31,H3260_v1_3
238572,223886,213548,2008-02-13,0.331,7.47,0.08,NA,2008-01-01,2009-12-31,H3260_v1_3
255415,228750,210246,2008-02-14,0.143,9.47,0,NA,2008-01-01,2009-12-31,H3260_v1_3
218390,232321,177163,2008-02-18,0.157,2.51,0,NA,2008-01-01,2009-12-31,H3260_v1_3
114575,228740,179160,2008-02-18,0.201,1.17,0,NA,2008-01-01,2009-12-31,H3260_v1_3
206652,203131,209305,2008-02-14,0.22,1.56,0,NA,2008-01-01,2009-12-31,H3260_v1_3
224975,210560,206194,2008-02-11,0.217,1.27,0.084,NA,2008-01-01,2009-12-31,H3260_v1_3
38434,200014,218405,2008-02-11,0.47,1.9,0.05,NA,2008-01-01,2009-12-31,H3260_v1_3
84207,151545,223322,2008-02-12,1.2,0.9,0.01,NA,2008-01-01,2009-12-31,H3260_v1_3
204986,244766,184401,2008-05-06,5.81,0.435,0.8,NA,2008-01-01,2009-12-31,H3260_v1_3
212371,244877,161556,2008-05-06,0,7.29,0.171,NA,2008-01-01,2009-12-31,H3260_v1_3
103391,189477,197117,2008-04-08,0.499,0.38,0.231,NA,2008-01-01,2009-12-31,H3260_v1_3
249683,208625,203839,2008-04-10,0.217,2.06,0,NA,2008-01-01,2009-12-31,H3260_v1_3
33385,183472,213552,2002-06-05,0.8,2.75,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2002-06-20,2.21,2.47,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
35602,224801,211892,2002-06-28,0.28,6.83,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
33385,183472,213552,2002-07-04,0.82,1.99,0.36,NA,2000-01-01,2006-12-31,H3260_v1_0
38402,197860,216731,2008-04-15,0.49,0.827,0.111,NA,2008-01-01,2009-12-31,H3260_v1_3
123559,185896,209550,2008-04-17,0.475,1.49,0,NA,2008-01-01,2009-12-31,H3260_v1_3
241552,230674,203278,2008-05-08,0.331,7.23,0,NA,2008-01-01,2009-12-31,H3260_v1_3
241434,238265,208445,2008-05-08,0.246,5.72,0,NA,2008-01-01,2009-12-31,H3260_v1_3
45938,206821,205572,2002-07-11,0.25,0.45,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2002-07-12,0.19,1.08,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2002-07-12,0.12,1.28,0.24,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2002-07-26,0.35,1.04,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
35602,224801,211892,2002-07-31,1.8,4.83,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
33385,183472,213552,2002-08-05,0.42,2.9,0,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2002-08-12,0.21,0.52,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2002-08-13,0.23,1.26,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2002-08-13,0.11,1.47,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2002-08-26,0.36,1.42,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2003-04-10,0.28,0.7,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2003-05-05,0.46,2.23,0,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2003-05-09,0.27,0.59,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2003-05-12,0.26,1.27,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2003-05-12,0.17,1.16,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2003-06-02,0.54,1.55,0,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2003-06-05,0.33,0.57,0.17,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2003-06-10,0.08,2.42,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2003-06-10,0.68,1.32,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2003-07-02,0.3,1.37,0,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2003-07-07,0.3,0.56,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2003-07-11,0,0.67,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2003-07-11,0.32,1.17,0,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2003-08-04,0,0.64,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2003-08-05,0.12,0.73,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2003-08-05,0,0.66,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2003-08-12,0.12,1.14,0,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2003-09-02,0.145,0.2,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2003-09-03,0,1.12,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2003-09-03,0.22,0.98,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2003-09-10,0.11,0.97,0,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2003-10-02,0.19,1.43,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2003-10-03,0.37,0.81,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2003-10-03,0.27,1.13,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2003-10-10,0.21,1.87,0,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2003-11-04,0.26,0.56,1.06,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2003-11-05,0.16,0.84,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2003-11-05,0.4,1.25,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2003-11-13,0.14,1.19,0,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2003-12-02,0.13,0.185,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2003-12-03,0.15,0.83,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2003-12-03,0.4,1.27,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2003-12-10,0.23,1.5,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2004-01-06,0.78,8.02,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2004-01-07,0.91,1.99,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2004-01-07,0.21,1.22,0,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2004-01-12,0.34,0.76,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2004-02-02,1.17,4.87,0.28,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2004-02-04,0.22,1.61,0.09,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2004-02-04,0.6,2.79,0.23,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2004-02-09,0.4,1,0.11,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2002-11-12,0.42,2.06,0.18,NA,2000-01-01,2006-12-31,H3260_v1_0
33385,183472,213552,2002-11-13,0.63,2.72,0.15,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2002-11-25,0.76,3.86,NA,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2004-03-05,0,1.1,0.06,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2004-03-05,0.66,1.95,0.08,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2004-03-08,0.3,0.76,0.07,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2004-03-15,0,0,0,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2004-04-01,0.57,3.23,0.11,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2004-04-06,0.35,0.65,0.07,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2004-04-08,0,0.8,0.04,NA,2000-01-01,2006-12-31,H3260_v1_0
218803,250356,161314,2008-03-04,0.307,7.94,0.126,NA,2008-01-01,2009-12-31,H3260_v1_3
114575,228740,179160,2008-03-10,0.276,0.604,0,NA,2008-01-01,2009-12-31,H3260_v1_3
144658,222498,199266,2007-03-14,NA,14.3,NA,NA,2007-01-01,2007-12-31,H3260_v1_2
238572,223886,213548,2007-03-14,0.35,7.61,0.079,NA,2007-01-01,2007-12-31,H3260_v1_2
123478,178983,208404,2007-03-19,0.955,1.98,0.122,NA,2007-01-01,2007-12-31,H3260_v1_2
224975,210560,206194,2007-03-21,0,1.32,0.106,NA,2007-01-01,2007-12-31,H3260_v1_2
206652,203131,209305,2007-03-21,0.862,1.44,0.135,NA,2007-01-01,2007-12-31,H3260_v1_2
123559,185896,209550,2008-05-05,0.228,0.989,0,NA,2008-01-01,2009-12-31,H3260_v1_3
103391,189477,197117,2008-05-13,0.605,0.598,0.235,NA,2008-01-01,2009-12-31,H3260_v1_3
249683,208625,203839,2008-05-14,0.294,1.78,0,NA,2008-01-01,2009-12-31,H3260_v1_3
255415,228750,210246,2007-03-15,1.47,10.5,0,NA,2007-01-01,2007-12-31,H3260_v1_2
114575,228740,179160,2007-03-19,0.312,0.832,0,NA,2007-01-01,2007-12-31,H3260_v1_2
218390,232321,177163,2007-03-20,0,2.15,0,NA,2007-01-01,2007-12-31,H3260_v1_2
111617,186904,232114,2007-03-22,NA,3.63,NA,NA,2007-01-01,2007-12-31,H3260_v1_2
47686,179707,243397,2007-04-04,0.356,6.65,0.071,NA,2007-01-01,2007-12-31,H3260_v1_2
38434,200014,218405,2007-03-28,0.43,1.5,0.02,NA,2007-01-01,2007-12-31,H3260_v1_2
84207,151545,223322,2007-03-28,0.45,0.89,0,NA,2007-01-01,2007-12-31,H3260_v1_2
103391,189477,197117,2007-06-06,0,1.07,0.121,NA,2007-01-01,2007-12-31,H3260_v1_2
38402,197860,216731,2007-06-12,2.22,2.53,0.268,NA,2007-01-01,2007-12-31,H3260_v1_2
123559,185896,209550,2007-06-14,0,1.61,0,NA,2007-01-01,2007-12-31,H3260_v1_2
221004,245672,183550,2007-04-10,1.55,5.13,0.224,NA,2007-01-01,2007-12-31,H3260_v1_2
144658,222498,199266,2007-04-11,NA,13.3,NA,NA,2007-01-01,2007-12-31,H3260_v1_2
238572,223886,213548,2007-04-11,0.254,5.73,0.096,NA,2007-01-01,2007-12-31,H3260_v1_2
255415,228750,210246,2007-04-17,0,8.79,0,NA,2007-01-01,2007-12-31,H3260_v1_2
218390,232321,177163,2007-04-18,0,2.47,0,NA,2007-01-01,2007-12-31,H3260_v1_2
259130,199929,215582,2007-04-12,0,1.01,0,NA,2007-01-01,2007-12-31,H3260_v1_2
123478,178983,208404,2007-04-16,0,1.01,0,NA,2007-01-01,2007-12-31,H3260_v1_2
224975,210560,206194,2007-04-18,0,0.778,0,NA,2007-01-01,2007-12-31,H3260_v1_2
206652,203131,209305,2007-04-18,0,1.58,0,NA,2007-01-01,2007-12-31,H3260_v1_2
114575,228740,179160,2007-04-25,0.405,0.884,0,NA,2007-01-01,2007-12-31,H3260_v1_2
255415,228750,210246,2007-05-03,0,7.74,0,NA,2007-01-01,2007-12-31,H3260_v1_2
103391,189477,197117,2008-08-07,0.142,1.23,0.286,NA,2008-01-01,2009-12-31,H3260_v1_3
212371,244877,161556,2008-08-18,0,6.34,0.213,NA,2008-01-01,2009-12-31,H3260_v1_3
221004,245672,183550,2007-05-08,3.03,0.686,0.634,NA,2007-01-01,2007-12-31,H3260_v1_2
238572,223886,213548,2007-05-09,0.484,4.05,0.104,NA,2007-01-01,2007-12-31,H3260_v1_2
144658,222498,199266,2007-05-09,NA,12.2,NA,NA,2007-01-01,2007-12-31,H3260_v1_2
47686,179707,243397,2007-05-08,1.31,2.03,0.091,NA,2007-01-01,2007-12-31,H3260_v1_2
204986,244766,184401,2008-08-26,1.24,1.69,0.149,NA,2008-01-01,2009-12-31,H3260_v1_3
38402,197860,216731,2008-08-13,0,0.492,0,NA,2008-01-01,2009-12-31,H3260_v1_3
123559,185896,209550,2008-08-14,0.139,1.33,0.082,NA,2008-01-01,2009-12-31,H3260_v1_3
249683,208625,203839,2008-08-18,0.462,0.93,0.098,NA,2008-01-01,2009-12-31,H3260_v1_3
114575,228740,179160,2007-05-21,0,0.27,0,NA,2007-01-01,2007-12-31,H3260_v1_2
259130,199929,215582,2007-05-14,0,1.51,0,NA,2007-01-01,2007-12-31,H3260_v1_2
123478,178983,208404,2007-05-15,0.332,1.17,0,NA,2007-01-01,2007-12-31,H3260_v1_2
224975,210560,206194,2007-05-16,0.635,0.768,0,NA,2007-01-01,2007-12-31,H3260_v1_2
206652,203131,209305,2007-05-16,0.557,1.06,0.072,NA,2007-01-01,2007-12-31,H3260_v1_2
218390,232321,177163,2007-05-29,0.227,1.68,0,NA,2007-01-01,2007-12-31,H3260_v1_2
241552,230674,203278,2008-09-11,0.848,6.56,0,NA,2008-01-01,2009-12-31,H3260_v1_3
241434,238265,208445,2008-09-11,0.104,5.31,0,NA,2008-01-01,2009-12-31,H3260_v1_3
103391,189477,197117,2008-09-04,0,1.15,0.196,NA,2008-01-01,2009-12-31,H3260_v1_3
221004,245672,183550,2007-06-05,0.701,1.54,0.294,NA,2007-01-01,2007-12-31,H3260_v1_2
255415,228750,210246,2007-06-07,0,6.98,0,NA,2007-01-01,2007-12-31,H3260_v1_2
144658,222498,199266,2007-06-11,NA,7.57,NA,NA,2007-01-01,2007-12-31,H3260_v1_2
238572,223886,213548,2007-06-11,0.469,3.86,0.13,NA,2007-01-01,2007-12-31,H3260_v1_2
47686,179707,243397,2007-06-06,0,2.58,0,NA,2007-01-01,2007-12-31,H3260_v1_2
38402,197860,216731,2008-09-10,0,0.296,0,NA,2008-01-01,2009-12-31,H3260_v1_3
212371,244877,161556,2008-09-15,0,6.07,0.317,NA,2008-01-01,2009-12-31,H3260_v1_3
204986,244766,184401,2008-09-23,0.63,0.902,0,NA,2008-01-01,2009-12-31,H3260_v1_3
123559,185896,209550,2008-09-15,0.104,1.02,0,NA,2008-01-01,2009-12-31,H3260_v1_3
259130,199929,215582,2007-06-12,0.38,1.32,0,NA,2007-01-01,2007-12-31,H3260_v1_2
123478,178983,208404,2007-06-14,0,1.71,0,NA,2007-01-01,2007-12-31,H3260_v1_2
218390,232321,177163,2007-06-26,0.24,1.75,0,NA,2007-01-01,2007-12-31,H3260_v1_2
114575,228740,179160,2007-06-26,0,0.239,0,NA,2007-01-01,2007-12-31,H3260_v1_2
144658,222498,199266,2007-07-02,NA,11.6,NA,NA,2007-01-01,2007-12-31,H3260_v1_2
238572,223886,213548,2007-07-02,0.933,4.69,0.104,NA,2007-01-01,2007-12-31,H3260_v1_2
224975,210560,206194,2008-08-04,0.153,1.3,0.132,NA,2008-01-01,2009-12-31,H3260_v1_3
249683,208625,203839,2008-09-17,0,1.68,0,NA,2008-01-01,2009-12-31,H3260_v1_3
241552,230674,203278,2008-10-02,0.322,4.88,0.093,NA,2008-01-01,2009-12-31,H3260_v1_3
241434,238265,208445,2008-10-02,0.255,3.58,0.091,NA,2008-01-01,2009-12-31,H3260_v1_3
103391,189477,197117,2008-10-06,0.221,0.995,0.165,NA,2008-01-01,2009-12-31,H3260_v1_3
47686,179707,243397,2008-08-12,0,5.6,0,NA,2008-01-01,2009-12-31,H3260_v1_3
144658,222498,199266,2008-08-12,NA,11.4,NA,NA,2008-01-01,2009-12-31,H3260_v1_3
238572,223886,213548,2008-08-12,0.171,6.38,0.089,NA,2008-01-01,2009-12-31,H3260_v1_3
218803,250356,161314,2008-08-18,0,8.64,0.09,NA,2008-01-01,2009-12-31,H3260_v1_3
255415,228750,210246,2008-08-20,0,6.49,0,NA,2008-01-01,2009-12-31,H3260_v1_3
221004,245672,183550,2008-08-26,0.586,3.58,0.169,NA,2008-01-01,2009-12-31,H3260_v1_3
38434,200014,218405,2008-08-13,0,0.43,0,NA,2008-01-01,2009-12-31,H3260_v1_3
123478,178983,208404,2008-08-14,0,1.41,0.076,NA,2008-01-01,2009-12-31,H3260_v1_3
38402,197860,216731,2008-10-09,0,0.618,0,NA,2008-01-01,2009-12-31,H3260_v1_3
212371,244877,161556,2008-10-20,0.108,5.19,0.288,NA,2008-01-01,2009-12-31,H3260_v1_3
204986,244766,184401,2008-10-21,1.1,0.705,0.132,NA,2008-01-01,2009-12-31,H3260_v1_3
123559,185896,209550,2008-10-14,0.228,1.11,0.16,NA,2008-01-01,2009-12-31,H3260_v1_3
123530,183551,208274,2004-04-08,1.31,1.46,0.06,NA,2000-01-01,2006-12-31,H3260_v1_0
111580,184931,233174,2004-05-03,0.57,3.18,0.06,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2004-05-06,0.17,0.47,0,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2004-05-07,0.2,1.66,0.06,NA,2000-01-01,2006-12-31,H3260_v1_0
206652,203131,209305,2008-08-18,0,1.26,0,NA,2008-01-01,2009-12-31,H3260_v1_3
114575,228740,179160,2008-09-01,0.172,0.111,0,NA,2008-01-01,2009-12-31,H3260_v1_3
