CODEPLAS	index_0m	index_50m	index_100m	index_150m	index_200m
VBRSGR0024	2.606617647	3.690721649	4.066568047	2.861910242	3.127313101
VBRSGR0025	2.630136986	3.102787456	4.180635838	3.579787234	3.245666918
VBRSGR0026	2.893333333	3.524305556	3.977142857	3.904522613	2.348062954
VBRSGR0027	2.4	3.204545455	2.38	2.335487662	3.277173913
VBRSGR0028	2	3.188811189	3.63963964	3.03956044	2.637662338
VBRSGR0029	2	3.700980392	2.795918367	2.364332604	2.733783784
VBRSGR0030	2.336038961	2.631578947	2.317351598	3.59057971	2.680942184
VBRSGR0031	2.971393035	3.907258065	2.818823529	3.533974359	3.078947368
VBRSGR0032	2.770491803	3.305263158	3.289473684	3.348760331	3.238202247
VBRSGR0033	3.089694656	4.028409091	2.015294118	2.808705613	2.308352403
VBRSGR0034	3.111111111	3.445	3.652857143	3.592866756	2.981941309
VBRSGR0035	2.415625	3.940909091	2.182119205	3.636075949	2.950874832
VBRSGR0036	3.45	3.012605042	2.404440154	3.893089961	3.254262417
VBRSGR0037	2.830687831	3.870535714	3.425925926	2.920226131	3.17238749
VBRSGR0038	2.825242718	3.888888889	3.497797357	2.547646383	3.273534636
VBRSGR0039	2.636363636	3.947826087	3.125730994	3.369127517	2.416271186
VBRSGR0040	2.234042553	4.168181818	3.375	3.179790026	2.208939149
VBRSGR0041	2.428571429	2.521551724	3.708443272	2.042824074	2.949279539
VBRSGR0042	2.848484848	3.102649007	2.594318182	3.525965379	2.762820513
VBRSGR0043	2	3.470873786	3.694050992	2.294652406	2.340745192
VBRSGR0044	3.002754821	3.973076923	2.689153439	2.691441441	3.376738306
VBRSGR0045	2	3.465686275	2.474330357	3.181670282	3.222386953
VBRSGR0046	2.661403509	3.951456311	3.708823529	3.748630137	2.990275527
VBRSGR0047	2.657480315	3.657407407	2.207920792	3.340206186	2.709701493
VBRSGR0048	2.691358025	4.35046729	3.605571848	2.163535912	2.918193717
VBRSGR0049	2.294117647	4.339805825	3.478571429	3.199782845	2.796254257
VBRSGR0050	2	3.75	2.377068558	2.258659218	3.168429003
VBRSGR0051	2.8	3.738636364	3.105042017	3.400134048	2.752394989
VBRSGR0052	2.890625	3.098837209	3.513483146	2.575982997	3.370629371
VBRSGR0053	2.733727811	3.152941176	2.975138122	2.771477663	3.238567073
VBRSGR0054	3.238095238	3.201923077	3.355029586	2.209570957	2.842836257
VBRSGR0055	2.127659574	3.971590909	3.254310345	3.928380187	2.073529412
VBRSGR0056	2.26484375	3.653465347	3.5	2.820498301	2.688259109
VBRSGR0057	2.758196721	3.456521739	3.652588556	3.683962264	2.360523039
VBRSGR0059	2.25	2.56043956	1.801488834	3.262787724	3.116788321
VBRSGR0060	2.968085106	2.486486486	2.236910995	3.162027833	2.969230769
VBRSGR0061	3.113513514	3.394736842	2.845335516	3.003386005	1.91517629
VBRSGR0062	2.7375	3.642857143	3.540229885	3.147095179	3.313636364
VBRSGR0063	2	3.510526316	2.985781991	2.793524416	2.025572005
VBRSGR0064	2.875	3.560185185	2.44627383	3.225701944	2.456196581
VBRSGR0065	2.595238095	3.104545455	2.602836879	2.931917211	3.105897273
VBRSGR0066	3.009259259	3.78	2.58902439	2.302663438	1.955863808
VBRSGR0067	2.692307692	3.513927577	3.910511364	3.107476636	3.529233106
VBRSGR0068	2	2.96	2.366197183	3.47542044	3.442098093
VBRSGR0070	3.818181818	3.928571429	2.919287212	3.361477573	2.946178687
VBRSGR0073	3.131147541	4	3.83090379	2.849226804	2.653279786
VBRSGR0074	3.705128205	3.56097561	2.056354916	3.421568627	3.058988764
VBRSGR0075	2.49137931	3.92	2.857142857	3.349122807	3.173690205
VBRSGR0076	2.144067797	2.55907781	3.068123393	2.407469342	2.864922207
VBRSGR0077	3.5	3.078125	3.210578842	3.178362573	2.716398714
VBRSGR0078	2.346260388	3.484042553	3.338082902	3.679841897	3.19205298
VBRSGR0079	2.136792453	3.840425532	3.30548926	3.293333333	2.828780813
VBRSGR0128	2.553571429	3.595108696	2.161327231	3.566532258	2.629992464
VBRSGR0129	2.277472527	2.757716049	2.769430052	2.769911504	2.180316586
VBRSGR0130	2.854651163	3.39010989	3.398809524	3.294274301	2.85837766
VBRSGR0131	2.916666667	3.263736264	3.256929638	2.598061574	3.013898081
VBRSGR0132	2.369565217	3.895604396	2.91439206	3.853007946	3.869369369
VBRSGR0133	2.977272727	3.355140187	3.077294686	3.507665094	1.772670025
VBRSGR0134	2.773809524	3.306306306	2.822303922	3.107752957	2.264485344
VBRSGR0135	3.419354839	3.256637168	3.245436105	2.994666667	2.195697432
VBRSGR0136	3.4125	3.3	3.485955056	3.515252622	3.268432355
VBRSGR0137	3.302631579	3.286885246	4.002890173	3.45147929	2.033783784
VBRSGR0138	3.867346939	3.212	3.327623126	2.691611058	1.982900137
VBRSGR0139	3.65	3.230769231	4.002824859	3.38277512	2.455612619
VBRSGR0140	3.452380952	3.64516129	2.175245098	3.438815789	3.391537945
VBRSGR0141	3.025	3.637614679	3.351941748	2.714540589	3.415428167
VBRSGR0142	3.246153846	3.621359223	2.838862559	2.99015748	2.032345013
VBRSNO0003	3.009202454	3.765	2.060827251	3.529677419	2.675081814
VBRSNO0004	2.810218978	3.198198198	3.599722992	2.71190781	2.60139485
VBRSNO0005	3.116438356	3.110169492	2.29978355	2.453229399	3.380818054
VBRSNO0006	2.532786885	3.695238095	3.780991736	2.723057644	2.00738255
VBRSNO0007	2.010548523	4.176190476	2.490846682	2.860091743	3.878266033
VBRSNO0008	2.675675676	4.107142857	2.589588378	3.554388133	3.079750347
VBRSNO0009	2.555808656	3.810679612	3.761363636	3.22228145	3.119480519
VBRSNO0010	2.98540146	3.994186047	2.860730594	3.87334934	2.729712042
VBRSNO0011	2.981132075	3.594444444	3.63	2.844919786	2.221549637
VBRSNO0012	2.787878788	3.885869565	2.75942029	2.79506008	2.110504775
VBRSNO0013	2.458163265	4.005319149	3.523611111	3.086034913	2.342750929
VBRSNO0014	2.568181818	3.96	3.821428571	3.445680628	3.435519528
VBRSNO0015	2.831605291	3.319148936	1.922604423	2.889298893	2.665314402
VBRSNO0017	2.729323308	3.983333333	2.832758621	3.27294686	3.577922078
VBRSNO0018	3.113768116	3.819767442	3.730434783	3.249450549	3.016522989
VBRSNO0019	2.3775	3.322580645	2.799242424	2.53693495	2.95016835
VBRSNO0020	3.173913043	2.820083682	3.651862464	2.353925354	2.818484043
VBRSNO0021	2.955357143	3.183098592	2.8407173	2.736330498	1.887086712
VBRSNO0022	3.7375	3.104026846	3.327433628	3.413881748	2.767880364
VBRSNO0023	2.827586207	3.556074766	3.588855422	3.460422164	3.322055138
VBRSNO0024	2.985074627	3.002202643	2.211382114	2.402293121	2.421013413
VBRSNO0026	2.650943396	3.252727273	3.78115942	3.667326733	3.656135195
VBRSNO0027	2.62745098	3.557692308	2.295353982	2.803825137	2.869512195
VBRSNO0028	2.597475456	3.165714286	2.193722944	2.933562428	2.047664442
VBRSNO0029	2.55	3.335470085	2.501190476	2.875612745	2.218967922
VBRSNO0030	2.08974359	3.130901288	3.942340792	3.541191381	3.020640569
VBRSNO0031	3.360655738	3.243445693	3.196312364	3.590849673	3.207635633
VBRSNO0032	2.34939759	3.098314607	3.173780488	2.422718808	2.53930131
VBRSNO0033	2.726315789	2.376425856	2.903073286	3.281865966	2.010169492
VBRSNO0034	2.059536935	2.112745098	3.695335277	3.279545455	2.222222222
VBRSNO0035	3.175	2.885714286	3.970588235	3.488431877	2.704807041
VBRSNO0036	3.310344828	3.208737864	2.264492754	3.696261682	2.069616519
VBRSNO0037	2.848684211	3.79787234	3.038888889	3.538312318	2.649928264
VBRSNO0038	3.902439024	2.421296296	2.251101322	2.806313131	3.146863469
VBRSNO0039	3	2.423076923	3.598765432	2.590319793	2.031144211
VBRSNO0040	2.39010989	3.583333333	3.452777778	2.95915493	2.034504792
VBRSNO0041	2.517605634	2.904411765	3.462962963	2.994105038	3.656901408
VBRSNO0042	2	3.30794702	2.924882629	2.597729516	3.264081931
VBRSNO0043	2	3.668478261	3.777448071	3.771533613	3.05227882
VBRSNO0044	2	3.972527473	3.476839237	3.667958656	2.528363807
VBRSNO0045	2	3.770588235	3.877464789	3.063903282	3.417869416
VBRSNO0046	5	3.565934066	2.943850267	2.891699092	2.703676471
VBRSNO0048	2.933333333	3.52173913	2.473809524	3.265864333	3.649313087
VBRSNO0066	2.374524715	3.848958333	3.536127168	2.853130755	2.073640743
VBRSNO0067	2.5125	3.819587629	2.742165242	3.527704485	2.546936115
VBRSPL0001	2.744444444	3.744186047	1.949880668	2.936781609	2.376491647
VBRSPL0002	2.661971831	3.976470588	3.476811594	3.601255887	3.351739788
VBRSPL0003	3.372340426	3.93258427	2.297180043	3.529451138	3.184262295
VBRSPL0004	3.115384615	4.139534884	2.718535469	3.092405063	2.160653506
VBRSPL0005	2.921052632	3.3828125	3.154266958	2.086148649	2.555246699
VBRSPL0006	3.488372093	3.706896552	3.80945122	2.907534247	3.114498141
VBRSPL0007	2.404829545	3.677777778	3.316666667	2.476732161	2.630032644
VBRSPL0008	2.84	4.129213483	2.114349776	3.1796875	3.472054381
VBRSPL0009	2	3.882352941	3.201965066	3.381313131	3.87611276
VBRSPL0010	3.5	3.922222222	2.285714286	1.987398374	1.702142364
VBRSPL0011	2.638297872	4.026595745	3.526392962	3.675033025	2.310344828
VBRSPL0012	2.635	3.842696629	2.323779193	2.08589306	1.984353741
VBRSPL0013	2.728813559	4.323232323	2.621176471	2.630546075	2.605433376
VBRSPL0014	3.698630137	4.026041667	2.142538976	3.228858351	3.163782447
VBRSPL0015	2	2.146258503	4.048104956	2.042542017	3.169402495
VBRSPL0016	2.733766234	3.972222222	2.606976744	3.809681698	2.701094391
VBRSPL0017	2.662162162	2.799295775	3.583086053	3.612716763	3.049736247
VBRSPL0018	2.415841584	2.199275362	3.369146006	3.368353345	3.709388972
VBRSPL0019	2.706896552	2.796296296	3.295542636	2.88138479	2.956128134
VBRSPL0020	2.636363636	3.226666667	3.167824074	3.474158654	3.290887145
VBRSPL0021	2.329787234	2	2.913612565	3.198889917	2.026262626
VBRSPL0022	2.766666667	3.722222222	2.667372881	2.859659781	2.069451697
VBRSPL0023	2	2.106666667	3.25	2.767741935	3.503521127
VBRSPL0024	2.771428571	2.210382514	2.928571429	3.284204672	3.055415617
VBRSPL0025	2.545031056	3.056122449	2.193181818	2.924803591	3.383458647
VBRSPL0026	2.957446809	2.937931034	3.176900585	3.020942408	3.098703888
VBRSPL0027	3.818181818	3.112903226	3.438547486	2.219812427	2.343707713
VBRSPL0028	2.660583942	3.152	3.603746398	2.994400896	3.378647687
VBRSPL0029	3.158730159	3.642857143	2.855153203	3.06618465	2.858566978
VBRSPL0030	2.61163522	2.507042254	3.282485876	4.388743455	1.925775978
VBRSPL0031	3.457627119	3.5	3.223300971	1.59947644	2.112016293
VBRSPL0032	2.086666667	2.798165138	2.402272727	2.375	2.471606648
VBRSPL0033	4.871428571	2.545454545	2.935560859	2.276004728	2.894771674
VBRSPL0034	2.650826446	3.838888889	3.772857143	3.62960688	3.117374517
VBRSPL0035	2.881578947	2.201612903	3.322335025	2.086384439	2.163924794
VBRSPL0036	2.476019185	3.553763441	3.69005848	2.066860465	2.170188464
VBRSPL0037	3.5	3.552083333	2.757452575	2.714917826	3.165789474
VBRSPL0038	2.46875	2.596296296	3.447761194	3.570781427	2.516104869
VBRSPL0039	2.661821705	3.037037037	2.476635514	3.834951456	2.426954733
VBRSPL0040	2.894230769	3.624113475	3.662790698	2.078285714	3.279635258
VBRSPL0041	2.795774648	2.951456311	3.377777778	2.989818182	3.25477327
VBRSPL0042	2.085561497	3.161111111	3.224431818	2.625537403	3.950902527
VBRSPL0043	2.629032258	3.384210526	3.069970845	3.64527845	2.802846975
VBRSPL0044	2.647727273	3.525252525	3.725776965	2.091732729	2.167871039
VBRSPL0046	3.12	3.432692308	3.376847291	4.188845401	3.50917141
VBRSPL0047	2.817567568	1.830645161	2.309392265	3.230177515	3.013768116
VBRSPL0048	2.773809524	1.709090909	3.383272059	3.149350649	2.897378277
VBRSPL0049	2.682033097	3.046460177	3.347142857	2.898463227	2.561443932
VBRSPL0050	2.590909091	3.277173913	2.520408163	2.365365365	2.509984639
VBRSPL0051	2.685501066	2.667910448	3.015580737	2.132488479	2.601246106
VBRSPL0052	2.609022556	2.32464455	3.423497268	2.350843061	2.278114478
VBRSPL0053	3.769230769	2.612403101	2.625344353	3.613810742	2.86123348
VBRSPL0054	2.682926829	2.674603175	2.465011287	2.8860252	1.942216981
VBRSPL0055	2.989361702	3.904040404	2.706666667	3.842465753	3.643137255
VBRSPL0056	2.772727273	2.139097744	2.92	3.212871287	2.63868368
VBRSPL0057	4.076923077	3.040372671	3.569948187	3.023375143	3.663897281
VBRSPL0058	3	3.840659341	3.138888889	3.061797753	3.840958606
VBRSPL0059	4.60483871	2.022900763	3.566582915	1.862176166	3.939894816
VBRSPL0060	3.206666667	2.629370629	2.669590643	2.933911159	3.796875
VBRSPL0061	2.685714286	2.568376068	2.632947977	3.770790021	3.755994358
VBRSPL0062	2.882978723	2.574404762	3.04353562	2.55634715	3.487621905
VBRSPL0063	2.826666667	3.679487179	3.341880342	3.977040816	3.422341239
VBRSPL0064	2.9609375	3.045801527	2.900259067	2.97439759	3.385670732
VBRSPL0065	2.834935897	2.057142857	3.315189873	2.009752438	2.756816507
VBRSPL0066	2.65942029	2.830434783	3.086859688	2.368452381	3.53262519
VBRSPL0067	2.981132075	3.527777778	2.511135857	3.034355828	2.48929471
VBRSPL0068	3.060185185	3.335443038	2.388195233	3.348295455	2.53557047
VBRSPL0069	3.386363636	3.143442623	2.670886076	2.669149869	3.058951965
VBRSPL0070	2.912280702	2.810077519	3.366022099	2.083908046	3.143988481
VBRSPL0071	3.232758621	3.040650407	3.337681159	2.299048751	2.857142857
VBRSPL0072	3.146551724	3.24127907	2.40503876	2.946039036	2.806728232
VBRSPL0073	3.17	3.581632653	3.658914729	2.256274131	2.540558079
VBRSPL0074	3.5	3.824468085	2.613686534	2.835074627	2.817821782
VBRSPL0075	3.5625	3.608974359	2.981220657	3.592426187	2.922666667
VBRSPL0076	2.5	3.787878788	2.87890625	2.070205479	2.119521912
VBRSPL0077	2.5	2.159836066	3.566037736	2.079339723	2.168442077
VBRSPL0078	2.258064516	3.492125984	3.515625	3.910373066	1.970159611
VBRSPL0079	3.5	2.763157895	2.368983957	3.57260101	1.981931897
VBRSPL0080	3.546296296	2	3.310541311	3.172335601	1.991729841
VBRSPL0081	4.765625	3.524509804	3.219257541	2.720289855	2.021617852
VBRSPL0082	2.5	2.644736842	3.493112948	3.666471278	2.747368421
VBRSPL0083	2.279411765	3.519047619	3.81871345	2.87037037	2.020138889
VBRSPL0084	2.692307692	2.464285714	3.599811676	4.059701493	2.040605643
VBRSPL0085	2.269230769	2.73828125	2.809340189	2.088511137	2.169480081
VBRSPL0086	3.5	3.464285714	2.510534846	2.695243363	2.353903346
VBRSPL0087	3.057377049	2.60915493	2.885379061	2.531219512	2.499658237
VBRSPL0088	2.527777778	3.402027027	2.960300429	3.590425532	2.317750678
VBRSPL0089	3.366666667	2.840425532	2.638132296	3.195054945	2.99623494
VBRSPL0090	2.745644599	3.583333333	3.938155136	2.211226852	3.106638418
VBRSPL0091	2.102040816	3.706185567	3.669444444	2.709467456	3.463363573
VBRSPL0092	3.5	1.967741935	2.924959217	3.291989664	3.275759822
VBRSPL0093	3.5	2.921296296	2.90819209	2.58826087	3.352986217
VBRSPL0094	2.755208333	3.978494624	3.111479029	3.805812417	2.767375887
VBRSPL0095	3.545454545	2.855932203	2.684955752	4.178525226	3.138153648
VBRSPL0096	2.054446461	3.678571429	3.566473988	1.701061321	3.071076707
VBRSPL0097	2.625	2.462025316	3.126721763	2.572304996	2.850381679
VBRSPL0098	3.5	3.380434783	3.488522238	2.093785961	2.312414734
VBRSPL0099	3.958333333	3.735632184	3.481049563	2.660346696	2.436562074
VBRSPL0100	3.06271777	2.182634731	2.927792916	3.294897959	2.414078675
VBRSPL0101	2.201039861	3.64516129	2.108447489	3.175110132	2.396563574
VBRSPL0102	3.435483871	2.196551724	2.857476636	2.812716763	2.619602467
VBRSPL0103	3.203703704	2.117647059	2.342213115	3.161162483	2.460969044
VBRSPL0104	3.5	2.617647059	3.038724374	4.005188067	2.349507202
VBRSPL0105	2.8046875	3.516666667	3.401084011	2.93452381	2.334788937
VBRSPL0106	3.212328767	3.19	2.051879699	3.514384921	2.387829912
VBRSPL0107	3.02173913	3.506024096	3.800287356	2.074431818	2.239971851
VBRSPL0108	2.956521739	3.011111111	2.095348837	2.3	2.256392536
VBRSPL0109	3.193877551	3.627659574	2.582670906	3.835550181	2.80904857
VBRSPL0110	2.711340206	3.77027027	3.214135021	3.147643979	2.732129964
VBRSPL0111	2.448051948	2.30859375	2.068893528	3.635826772	2.391220142
VBRSPL0112	2.942857143	2.926174497	3.661337209	3.241922774	2.575180565
VBRSPL0113	3.492957746	2.12	3.495249406	2.39380023	2.514492754
VBRSPL0114	3.5	3.393292683	3.4872	3.595731707	2.465269461
VBRSPL0115	3.5	3.379807692	2.927251732	3.021068859	2.979534227
VBRSPL0116	2.955882353	3.281632653	3.576441103	2.035836177	2.243816254
VBRSPL0117	2.828767123	3.081481481	3.015044248	2.128456221	2.601365188
VBRSPL0118	3.367924528	4.051136364	2.61025641	2.896572104	2.863367799
VBRSPL0119	4.413793103	3.075471698	2.703225806	3.071666667	2.928408225
VBRSPL0120	3.771428571	4.071428571	3.179775281	3.69781719	2.739162381
VBRSPL0121	2.581818182	2.445454545	2.923165138	2.430902111	2.811953353
VBRSPL0122	3.444444444	2.636363636	3.255714286	2.426388889	2.258529553
VBRSPL0123	3.241935484	3.311827957	2.165048544	3.564569536	2.829733164
VBRSPL0124	3.092592593	2.265625	2.922988506	2.639580603	2.769180754
VBRSPL0125	4.27027027	2.02238806	2.784580499	2.731777232	2.82602546
VBRSPL0126	2.802884615	3.456989247	4.418803419	3.674899866	3.144561404
VBRSPL0127	3.323529412	2.350993377	1.505219207	3.269569472	3.139482565
VBRSPL0128	3.117647059	2.652173913	2.464454976	4.448685857	3.114763897
VBRSPL0129	3.088235294	3.003267974	2.283088235	2.995110024	3.052670623
VBRSPL0130	2	3.895348837	3.527131783	2.331541219	2.136986301
VBRSPL0131	2.606060606	2.962406015	2.110465116	3.876712329	3.2470726
VBRSPL0132	2.659246575	2.020547945	2.106971154	3.301369863	3.050652341
VBRSPL0133	2.493288591	3.233552632	2.72479564	3.299346405	2.558978212
VBRSPL0134	2.631666667	2.241134752	3.541666667	2.727762803	2.528055342
VBRSPL0135	2.695238095	3.548913043	3.947570332	2.703103914	3.318240621
VBRSPL0136	2.567453626	2.289308176	2.099067599	3.026494565	2.817887233
VBRSPL0137	2.976331361	2.636363636	3.048891786	2.456521739	2.922513728
VBRSPL0138	2.537225042	2.01369863	2.391129032	2.75044405	2.139350968
VBRSPL0139	2.569948187	3.826086957	3.494936709	2.11849711	2.924211938
VBRSPL0140	2.862997658	2.598540146	2.119489559	4.004861111	2.152411576
VBRSPL0141	2.577167019	3.540229885	4.110795455	2.827625571	3.109020117
VBRSPL0142	2.656652361	3.416666667	3.283950617	4.024406332	2.806293019
VBRSPL0143	2.054644809	3.43715847	2.827133479	4.128911139	2.3847981
VBRSPL0144	2	3.496350365	2.758314856	4.181818182	2.24271012
VBRSPL0145	2	2.723214286	2.294346979	3.916233766	2.042372881
VBRSPL0146	2.798076923	2.377358491	2.100719424	4.030120482	3.185700099
VBRSPL0147	2.676470588	3.158940397	2.225626741	3.915575916	3.20049505
VBRSPL0148	3.573170732	2.766666667	3.411444142	3.808567604	3.422813688
VBRSPL0149	2.5	1.848739496	3.030516432	3.895973154	2.406790945
VBRSPL0150	2.5	3.553763441	3.522486772	2.941698352	2.628250176
VBRSPL0151	4	3.41	2.87109375	3.703851262	3.200641026
VBRSPL0152	2	3.978723404	2.928571429	2.406903766	3.160738714
VBRSPL0153	2.014084507	3.22	2.908466819	2.450226244	2.299405155
VBRSPL0154	3.5	3.12	1.815843621	3.446406053	3.159449822
VBRSPL0155	5	2.996031746	3.016339869	3.506203474	3.008237232
VBRSPL0156	3.5	2.765957447	3.85257732	3.149925037	3.304216867
VBRSPL0157	3.133333333	2.511363636	2.509831461	3.018394649	2.024254674
VBRSPL0158	3.333333333	3.706185567	3.912328767	2.779234973	2.014976174
VBRSPL0159	3.304878049	2.948717949	2.841535433	3.145089286	2.027496382
VBRSPL0160	4	3.655555556	1.942098093	3.281920904	3.03201787
VBRSPL0161	4.119047619	2.778301887	2.427160494	2.100558659	2.975213013
VBRSPL0162	3.09375	3.623655914	2.890463918	2.255879059	3.016897081
VBRSPL0163	3.5	2.511029412	3.320185615	2.102004717	3.040365575
VBRSPL0164	3.676470588	3.729927007	2.530578512	2.151010702	3.032608696
VBRSPL0165	3.381188119	3.125	2.100235849	2.128689492	3.081226054
VBRSPL0166	3.5	3.469387755	2.241895262	2.144893112	3.30484115
VBRSPL0167	3.5	3.404255319	2.741745283	3.014511873	3.336412625
VBRSPL0168	3.611111111	4.252525253	2.506566604	2.162322275	3.480509745
VBRSPL0169	3.947368421	3.193548387	2.782814614	2.242123687	3.325058185
VBRSPL0170	3.5	2.241025641	3.591530055	2.257972665	2.981384959
VBRSPL0171	3.5	3.235602094	2.101415094	2.409793814	3.277482942
VBRSPL0172	3.25	3.136842105	2.063829787	2.581986143	3.214064915
VBRSPL0173	4.2125	2.427906977	3.795847751	2.371559633	3.307517084
VBRSZI0002	2.709302326	2.87755102	3.684782609	2.844782034	3.11484375
VBRSZI0003	2	3.431372549	3.021028037	3.093939394	3.417876241
VBRSZI0004	2.773722628	2.839805825	2.622354497	3.595971564	2.997701149
VBRSZI0005	2.880597015	2.611111111	3.469660194	3.492268041	2.960403727
VBRSZI0006	2	2.799065421	2.883241758	3.611850866	2.385826772
VBRSZI0007	2.902654867	2.932835821	4.221333333	2.932598039	3.649032258
VBRSZI0008	2.643356643	3.407894737	2.126794258	3.414146868	3.327821711
VBRSZI0009	2	2.949044586	2.731026786	3.043373494	3.590736522
VBRSZI0010	3.511627907	3.404958678	2.504734848	3.168674699	3.626415094
VBRSZI0011	2	3.131868132	3.676300578	2.334298957	3.048894843
VBRSZI0012	3.009569378	2.60989011	3.216186253	2.433066362	3.652236652
VBRSZI0013	3.5	3.117117117	2.187648456	2.512910798	3.429742389
VBRSZI0014	2.635714286	3.304123711	2.571782178	2.471929825	3.610664719
VBRSZI0015	2.35483871	2.846491228	3.230555556	2.616550117	3.635063958
VBRSZI0016	3.220430108	3.105042017	2.399676375	2.530998852	3.378156997
VBRSZI0017	2.638888889	2.775862069	3.666666667	2.392143808	2.913374411
VBRSZI0018	2.303703704	2.54109589	4.116991643	2.434210526	3.630927835
VBRSZI0019	2.7	2.504132231	1.732445521	2.401265823	3.005171299
VBRSZI0020	2.358108108	2.533898305	2.721854305	2.416566627	3.770833333
VBRSZI0021	2	3.308823529	2.125	2.283863369	2.816299265
VBRSZI0022	2.818181818	3.263157895	2.602813853	2.978163494	3.740210843
VBRSZI0023	2	2.511235955	3.029	3.051314143	3.549375
VBRSZI0024	3.5	3.61878453	3.025612472	2.445405405	3.609291698
VBRSZI0025	2.653846154	2.610738255	2.888888889	2.795929593	3.92800576
VBRSZI0026	2.902654867	2.855555556	2.988603989	2.97061753	3.541507997
VBRSZI0027	2.617370892	2.977876106	3.963788301	2.86039604	3.317436662
VBRSZI0028	2.784172662	3.546728972	2.764851485	3.029589372	3.381051176
VBRSZI0029	3.39	3.338383838	3.425242718	2.333739342	3.592818946
VBRSZI0030	3.25	2.33902439	2.112790698	2.532796318	3.44126242
VBRSZI0031	2.970588235	3.125	2.367534456	3.171974522	3.235904083
VBRSZI0032	2.548076923	3.27173913	3.907594937	3.186577181	3.505703422
VBRSZI0033	2.919354839	3.586538462	3.004166667	2.878671775	3.956857695
VBRSZI0034	2	3.869565217	3.620738636	3.077946768	3.650684932
VBRSZI0035	1.472222222	3.680628272	3.146638054	2.58	3.477224947
VBRSZI0036	2.548013245	2.772904483	2.306074766	3.152173913	2.976362443
VBRSZI0037	2.656818182	2.452173913	3.712628866	3.237214363	3.606792453
VBRSZI0038	2.4	2.808080808	2.887423935	3.370772947	3.386566141
VBRSZI0039	2	2.603333333	2.117990654	3.539759036	3.580357143
VBRSZI0040	2.362068966	3.241666667	2.113095238	3.5428051	3.620995228
VBRSZI0041	2.89	3.866459627	3.091584158	3.303816047	2.98820059
VBRSZI0042	3.336956522	3.427184466	3.159502262	3.411840412	3.155800169
VBRSZI0043	2	2.717105263	3.829305136	2.434187279	3.472263868
VBRSZI0044	2.863905325	3.005	2.388268156	3.595252226	3.868047337
VBRSZI0045	3.378787879	2.814189189	2.205150977	3.268027211	3.655775076
VBRSZI0046	2	2.485294118	3.501118568	2.857329843	3.944360902
VBRSZI0047	2.560283688	3.531914894	2.803977273	2.748317631	3.458088235
VBRSZI0048	2	3.40952381	2.822239032	3.742950108	3.572559367
VBRSZI0049	2	3.23540146	3.716176471	3.139761647	3.677121771
VBRSZI0050	3.777777778	3.360215054	2.985659656	3.108148893	3.730517116
VBRSZI0051	2.91509434	2.642857143	4.50795756	2.396720031	3.830150068
VBRSZI0052	2	2.067857143	2.918158568	3.280363224	3.50075643
VBRSZI0053	2.363636364	2.808270677	2.271720613	2.140708915	3.744654856
VBRSZI0054	3.5	2.365853659	3.893153527	3.47826087	3.997289973
VBRSZI0055	2.60989011	3.017857143	3.309018568	2.976780186	3.752084913
VBRSZI0056	2.685393258	3.242718447	3.250708215	2.54589372	3.619815668
VBRSZI0057	3.423076923	2.050583658	2.838323353	2.221574344	3.50857569
VBRSZI0058	2.494791667	3.721052632	2.624251497	2.123767798	2.694160584
VBRSZI0059	2.82712766	2.072992701	3.237878788	3.462411903	3.559592097
VBRSZI0060	2.663043478	2.617768595	2.561915888	3.551372549	3.281471004
VBRSZI0061	2.444444444	3.2125	2.407939189	3.80758988	3.208258528
VBRSZI0062	3.032894737	2	2.189944134	2.61192351	3.26730486
VBRSZI0063	2.75	3.361702128	4.23993808	3.06182473	3.704712813
VBRSZI0064	2	3.189393939	2.761124122	3.471688034	3.336640941
VBRSZI0065	2.361904762	3.579059829	3.994285714	3.356481481	3.482784431
VBRSZI0066	2.81981982	3.169117647	4.006684492	2.475083056	3.471168437
VBRSZI0067	2	3.618852459	4.13960114	3.507618284	3.094362376
VBRSZI0068	3.018181818	3.039215686	3.941340782	3.104589585	3.412556054
VBRSZI0069	2.695512821	2.512820513	3.906801008	3.698029557	3.118140244
VBRSZI0070	2.859649123	2.656862745	3.814606742	2.031897927	3.436619718
VBRSZI0071	2.818548387	3.034965035	3.663235294	2.10438293	3.66818527
VBRSZI0072	2.74742268	2.73381295	3.915929204	2.042446941	3.449286251
VBRSZI0073	2.941860465	3.608247423	2.760107817	3.563553826	3.796057619
VBRSZI0074	2.739130435	2.184615385	3.531700288	3.11042524	3.427015251
VBRSZI0075	2.65	2.679856115	2.37966805	3.356948229	3.165504122
VBRSZI0076	2.612903226	2.696428571	2.288863109	3.553050398	3.271684588
VBRSZI0077	3.009090909	4.5	3.273458445	3.514305177	3.115124153
VBRSZI0078	3.25	1.51875	3.246736292	3.596904441	2.203289173
VBRSZI0079	2	2.704545455	3.16644474	3.685846561	3.435979513
VBRSZI0080	2.628158845	2.162698413	2.899321267	3.692982456	3.104519774
VBRSZI0081	3.367647059	3.293103448	2.872527473	3.852362205	3.351728723
VBRSZI0082	2.6375	2.182835821	3.189066059	3.748979592	3.482423336
VBRSZI0083	3.336956522	2.141221374	3.290322581	3.314526589	3.310791367
VBRSZI0084	3.064356436	2.804761905	2.029545455	3.870345745	3.486213853
