Typeklasse	Hoofdtype	Vegcode	HoofdLogical	Druk	Milieudruk	EffIndActie	Categorie_voorstel	Rang_voorstel	Rang	Categorie
4	17	25	1	12	12	1	1	1	1	1
4	17	25	1	13	13	1	NA	NA	NA	4
4	17	25	1	14	14	1	NA	NA	NA	4
4	17	25	1	15	15	1	NA	NA	NA	4
4	17	25	1	16	16	1	NA	NA	NA	4
4	17	25	1	17	17	1	NA	NA	NA	4
4	17	25	1	20	20	1	NA	NA	NA	4
4	17	25	1	21	21	1	NA	NA	NA	4
4	17	25	1	22	22	1	NA	NA	NA	4
4	17	25	1	23	23	1	NA	NA	NA	4
4	17	25	1	26	26	1	NA	NA	NA	4
4	17	25	1	27	27	1	NA	NA	NA	4
4	17	25	1	28	28	1	NA	NA	NA	4
4	17	25	1	29	29	NA	NA	NA	4	3
4	17	25	1	30	30	1	3	3	4	3
4	17	25	1	31	31	1	3	3	4	3
4	17	25	1	32	32	1	NA	NA	NA	5
4	17	25	1	35	35	1	NA	NA	NA	4
4	18	26	1	1	1	1	3	7	8	3
4	18	26	1	2	2	1	3	8	9	3
4	18	26	1	4	4	1	3	8	9	3
4	18	26	1	5	5	1	2	4	4	2
4	18	26	1	6	6	1	NA	NA	NA	4
4	18	26	1	7	7	1	2	6	6	2
4	18	26	1	8	8	1	NA	NA	NA	4
4	18	26	1	9	9	1	2	5	5	2
4	18	26	1	10	10	1	2	6	6	2
4	18	26	1	11	11	1	1	2	2	1
4	18	26	1	12	12	1	1	1	1	1
4	18	26	1	15	15	1	NA	NA	NA	4
4	18	26	1	16	16	1	NA	NA	NA	4
4	18	26	1	17	17	1	NA	NA	NA	4
4	18	26	1	20	20	1	NA	NA	NA	4
4	18	26	1	21	21	1	NA	NA	NA	4
4	18	26	1	22	22	1	NA	NA	NA	4
4	18	26	1	23	23	1	NA	NA	NA	4
4	18	26	1	26	26	1	NA	NA	NA	4
4	18	26	1	27	27	1	NA	NA	NA	4
4	18	26	1	28	28	1	3	8	9	3
4	18	26	1	29	29	NA	NA	NA	7	3
4	18	26	1	30	30	1	2	6	6	2
4	18	26	1	31	31	1	2	3	3	2
4	18	26	1	32	32	1	NA	NA	NA	5
4	18	26	1	35	35	1	NA	NA	NA	4
4	19	27	1	4	4	1	NA	NA	NA	4
4	19	27	1	5	5	1	NA	NA	NA	4
4	19	27	1	6	6	1	NA	NA	NA	4
4	19	27	1	7	7	1	NA	NA	NA	4
4	19	27	1	8	8	1	NA	NA	NA	4
4	19	27	1	9	9	1	1	1	1	1
4	19	27	1	10	10	1	3	5	6	3
4	19	27	1	11	11	1	2	4	4	2
4	19	27	1	12	12	1	NA	NA	NA	4
4	19	27	1	13	13	1	1	2	2	1
4	19	27	1	14	14	1	2	4	4	2
4	19	27	1	15	15	1	NA	NA	NA	4
4	19	27	1	16	16	1	1	3	3	1
4	19	27	1	17	17	1	NA	NA	NA	4
4	19	27	1	20	20	1	NA	NA	NA	4
4	19	27	1	21	21	1	NA	NA	NA	4
4	19	27	1	22	22	1	NA	NA	NA	4
4	19	27	1	23	23	1	NA	NA	NA	4
4	19	27	1	26	26	1	NA	NA	NA	4
4	19	27	1	27	27	1	NA	NA	NA	4
4	19	27	1	28	28	1	NA	NA	NA	4
4	19	27	1	29	29	NA	NA	NA	5	3
4	19	27	1	30	30	NA	NA	NA	5	3
4	19	27	1	31	31	NA	NA	NA	5	3
4	19	27	1	32	32	1	NA	NA	NA	5
4	19	27	1	34	34	1	NA	NA	NA	5
4	19	27	1	35	35	1	NA	NA	NA	4
4	20	28	1	1	1	1	3	6	7	3
4	20	28	1	2	2	1	3	6	7	3
4	20	28	1	4	4	1	2	4	4	2
4	20	28	1	5	5	1	2	4	4	2
4	20	28	1	6	6	1	NA	NA	NA	4
4	20	28	1	7	7	1	3	5	6	3
4	20	28	1	8	8	1	NA	NA	NA	4
4	20	28	1	10	10	NA	NA	NA	5	3
4	20	28	1	11	11	1	1	2	2	1
4	20	28	1	12	12	1	1	1	1	1
4	20	28	1	14	14	1	NA	NA	NA	4
4	20	28	1	15	15	1	NA	NA	NA	4
4	20	28	1	16	16	1	NA	NA	NA	4
4	20	28	1	20	20	1	3	5	6	3
4	20	28	1	21	21	1	2	4	4	2
4	20	28	1	22	22	1	NA	NA	NA	4
4	20	28	1	23	23	1	NA	NA	NA	4
4	20	28	1	26	26	1	NA	NA	NA	4
4	20	28	1	27	27	1	NA	NA	NA	4
4	20	28	1	28	28	1	3	6	7	3
4	20	28	1	29	29	NA	NA	NA	5	3
4	20	28	1	30	30	1	2	4	4	2
4	20	28	1	31	31	1	1	3	3	1
4	20	28	1	32	32	1	NA	NA	NA	5
4	20	28	1	33	33	1	NA	NA	NA	4
4	20	28	1	35	35	1	NA	NA	NA	4
4	21	29	1	1	1	1	2	4	4	2
4	21	29	1	2	2	1	3	5	5	3
4	21	29	1	3	3	1	3	5	5	3
4	21	29	1	4	4	1	1	2	2	1
4	21	29	1	5	5	1	1	2	2	1
4	21	29	1	6	6	1	NA	NA	NA	4
4	21	29	1	7	7	1	NA	NA	NA	4
4	21	29	1	8	8	1	3	5	5	3
4	21	29	1	16	16	1	3	5	5	3
4	21	29	1	17	17	1	3	6	6	3
4	21	29	1	18	18	1	1	3	3	1
4	21	29	1	19	19	1	1	1	1	1
4	21	29	1	20	20	1	1	1	1	1
4	21	29	1	21	21	1	NA	NA	NA	4
4	21	29	1	22	22	1	2	4	4	2
4	21	29	1	23	23	1	NA	NA	NA	4
4	21	29	1	26	26	1	NA	NA	NA	4
4	21	29	1	27	27	1	3	6	6	3
4	21	29	1	28	28	1	NA	NA	NA	4
4	21	29	1	29	29	1	NA	NA	NA	5
4	21	29	1	30	30	1	NA	NA	NA	5
4	21	29	1	31	31	1	NA	NA	NA	4
4	21	29	1	32	32	1	3	5	5	3
4	21	29	1	35	35	1	NA	NA	NA	4
5	22	30	1	1	1	1	3	7	7	3
5	22	30	1	2	2	1	3	8	8	3
5	22	30	1	4	4	1	3	5	5	3
5	22	30	1	5	5	1	NA	NA	NA	4
5	22	30	1	6	6	1	NA	NA	NA	4
5	22	30	1	7	7	1	NA	NA	NA	4
5	22	30	1	8	8	1	3	5	5	3
5	22	30	1	9	9	1	1	1	1	1
5	22	30	1	10	10	1	2	3	3	2
5	22	30	1	11	11	1	3	4	4	3
5	22	30	1	12	12	1	NA	NA	NA	4
5	22	30	1	13	13	1	1	2	2	1
5	22	30	1	14	14	1	3	6	6	3
5	22	30	1	15	15	1	NA	NA	NA	4
5	22	30	1	16	16	1	1	1	1	1
5	22	30	1	17	17	1	NA	NA	NA	4
5	22	30	1	18	18	1	NA	NA	NA	4
5	22	30	1	26	26	1	NA	NA	NA	4
5	22	30	1	27	27	1	NA	NA	NA	4
5	22	30	1	28	28	1	NA	NA	NA	4
5	22	30	1	29	29	1	NA	NA	NA	4
5	22	30	1	30	30	1	NA	NA	NA	4
5	22	30	1	31	31	1	NA	NA	NA	4
5	22	30	1	32	32	1	NA	NA	NA	5
5	22	30	1	33	33	1	NA	NA	NA	4
5	22	30	1	35	35	1	NA	NA	NA	4
5	23	31	1	1	1	1	3	5	4	3
5	23	31	1	2	2	1	3	5	4	3
5	23	31	1	4	4	1	3	5	4	3
5	23	31	1	5	5	1	NA	NA	NA	4
5	23	31	1	6	6	1	NA	NA	NA	4
5	23	31	1	7	7	1	NA	NA	NA	4
5	23	31	1	8	8	1	3	4	3	3
5	23	31	1	9	9	1	1	1	1	1
5	23	31	1	10	10	1	NA	NA	NA	4
5	23	31	1	12	12	1	NA	NA	NA	4
5	23	31	1	13	13	1	1	2	2	1
5	23	31	1	17	17	1	NA	NA	NA	4
5	23	31	1	18	18	1	NA	NA	NA	4
5	23	31	1	27	27	1	NA	NA	NA	4
5	23	31	1	28	28	1	NA	NA	NA	4
5	23	31	1	29	29	1	NA	NA	NA	4
5	23	31	1	31	31	1	NA	NA	NA	4
5	23	31	1	32	32	1	NA	NA	NA	5
5	23	31	1	33	33	1	NA	NA	NA	4
5	23	31	1	35	35	1	NA	NA	NA	4
6	24	32	1	1	1	1	2	5	5	2
6	24	32	1	2	2	1	2	6	6	2
6	24	32	1	4	4	1	3	7	7	3
6	24	32	1	5	5	1	NA	NA	NA	4
6	24	32	1	6	6	1	1	2	2	1
6	24	32	1	7	7	1	NA	NA	NA	4
6	24	32	1	8	8	1	1	1	1	1
6	24	32	1	9	9	1	1	3	3	1
6	24	32	1	10	10	1	3	8	8	3
6	24	32	1	12	12	1	NA	NA	NA	4
6	24	32	1	13	13	1	2	4	4	2
6	24	32	1	17	17	1	NA	NA	NA	4
6	24	32	1	18	18	1	NA	NA	NA	4
6	24	32	1	27	27	1	NA	NA	NA	4
6	24	32	1	28	28	1	NA	NA	NA	4
6	24	32	1	29	29	1	NA	NA	NA	4
6	24	32	1	31	31	1	NA	NA	NA	4
6	24	32	1	32	32	1	NA	NA	NA	5
6	24	32	1	35	35	1	NA	NA	NA	4
7	25	33	1	2	2	1	3	12	13	3
7	25	33	1	4	4	1	1	1	5	2
7	25	33	1	5	5	1	3	12	9	2
7	25	33	1	6	6	1	3	10	7	2
7	25	33	1	7	7	1	2	6	2	1
7	25	33	1	8	8	1	1	1	6	2
7	25	33	1	9	9	1	2	8	8	2
7	25	33	1	10	10	1	2	3	10	3
7	25	33	1	12	12	1	2	4	4	2
7	25	33	1	13	13	1	3	9	11	3
7	25	33	1	15	15	1	3	11	12	3
7	25	33	1	17	17	1	NA	NA	NA	4
7	25	33	1	18	18	1	2	7	3	1
7	25	33	1	19	19	1	2	5	1	1
7	25	33	1	27	27	1	NA	NA	NA	4
7	25	33	1	28	28	1	3	12	13	3
7	25	33	1	29	29	1	3	12	13	3
7	25	33	1	31	31	1	3	12	13	3
7	25	33	1	32	32	1	NA	NA	NA	5
7	25	33	1	35	35	1	NA	NA	NA	4
7	26	34	0	1	1	1	3	7	8	3
7	26	34	0	2	2	1	3	7	8	3
7	26	34	0	4	4	1	1	1	1	1
7	26	34	0	5	5	1	3	8	9	3
7	26	34	0	6	6	1	NA	NA	NA	4
7	26	34	0	7	7	1	3	9	10	3
7	26	34	0	8	8	1	1	2	2	1
7	26	34	0	9	9	1	1	3	3	1
7	26	34	0	10	10	1	1	4	4	1
7	26	34	0	12	12	1	2	5	5	2
7	26	34	0	13	13	1	3	6	7	3
7	26	34	0	17	17	1	3	9	10	3
7	26	34	0	18	18	1	NA	NA	NA	4
7	26	34	0	27	27	1	NA	NA	NA	4
7	26	34	0	28	28	1	3	7	8	3
7	26	34	0	29	29	1	3	8	9	3
7	26	34	0	31	31	1	3	8	6	2
7	26	34	0	32	32	1	NA	NA	NA	5
7	26	34	0	35	35	1	NA	NA	NA	4
7	26	35	0	1	1	1	3	7	8	3
7	26	35	0	2	2	1	3	7	8	3
7	26	35	0	4	4	1	1	1	1	1
7	26	35	0	5	5	1	3	8	9	3
7	26	35	0	6	6	1	NA	NA	NA	4
7	26	35	0	7	7	1	3	9	10	3
7	26	35	0	8	8	1	1	2	2	1
7	26	35	0	9	9	1	1	3	3	1
7	26	35	0	10	10	1	1	4	4	1
7	26	35	0	12	12	1	2	5	5	2
7	26	35	0	13	13	1	3	6	7	3
7	26	35	0	17	17	1	3	9	10	3
7	26	35	0	18	18	1	NA	NA	NA	4
7	26	35	0	27	27	1	NA	NA	NA	4
7	26	35	0	28	28	1	3	7	8	3
7	26	35	0	29	29	1	3	8	9	3
7	26	35	0	31	31	1	3	8	6	2
7	26	35	0	32	32	1	NA	NA	NA	5
7	26	35	0	35	35	1	NA	NA	NA	4
7	27	36	0	1	1	1	3	7	7	3
7	27	36	0	2	2	1	3	7	7	3
7	27	36	0	4	4	1	2	4	4	2
7	27	36	0	5	5	1	3	7	7	3
7	27	36	0	6	6	1	NA	NA	NA	4
7	27	36	0	7	7	1	3	8	8	3
7	27	36	0	8	8	1	1	3	3	1
7	27	36	0	9	9	1	1	1	1	1
7	27	36	0	10	10	1	1	2	2	1
7	27	36	0	12	12	1	3	7	7	3
7	27	36	0	13	13	1	2	5	5	2
7	27	36	0	17	17	1	3	8	8	3
7	27	36	0	18	18	1	NA	NA	NA	4
7	27	36	0	27	27	1	NA	NA	NA	4
7	27	36	0	28	28	1	3	6	6	3
7	27	36	0	29	29	1	3	6	6	3
7	27	36	0	31	31	1	3	7	7	3
7	27	36	0	32	32	1	NA	NA	NA	5
7	27	36	0	35	35	1	NA	NA	NA	4
7	27	37	0	1	1	1	3	8	9	3
7	27	37	0	2	2	1	3	9	10	3
7	27	37	0	4	4	1	2	3	4	2
7	27	37	0	5	5	1	3	10	11	3
7	27	37	0	6	6	1	NA	NA	NA	4
7	27	37	0	7	7	1	3	12	13	3
7	27	37	0	8	8	1	1	1	1	1
7	27	37	0	9	9	1	1	2	2	1
7	27	37	0	10	10	1	1	2	2	1
7	27	37	0	11	11	1	1	2	2	1
7	27	37	0	12	12	1	3	5	5	2
7	27	37	0	13	13	1	3	7	8	3
7	27	37	0	14	14	1	3	8	6	2
7	27	37	0	15	15	1	3	10	11	3
7	27	37	0	16	16	1	2	4	3	1
7	27	37	0	17	17	1	3	9	10	3
7	27	37	0	18	18	1	3	11	12	3
7	27	37	0	26	26	1	NA	NA	NA	4
7	27	37	0	27	27	1	NA	NA	NA	4
7	27	37	0	28	28	1	3	9	10	3
7	27	37	0	29	29	1	3	9	10	3
7	27	37	0	30	30	1	3	9	10	3
7	27	37	0	31	31	1	3	6	7	3
7	27	37	0	32	32	1	NA	NA	NA	5
7	27	37	0	35	35	1	NA	NA	NA	4
7	27	38	0	1	1	1	3	7	7	3
7	27	38	0	2	2	1	3	7	7	3
7	27	38	0	4	4	1	2	4	4	2
7	27	38	0	5	5	1	3	7	7	3
7	27	38	0	6	6	1	NA	NA	NA	4
7	27	38	0	7	7	1	3	8	8	3
7	27	38	0	8	8	1	1	2	2	1
7	27	38	0	9	9	1	1	1	1	1
7	27	38	0	10	10	1	1	3	3	1
7	27	38	0	12	12	1	3	7	7	3
7	27	38	0	13	13	1	2	5	5	2
7	27	38	0	17	17	1	3	8	8	3
7	27	38	0	18	18	1	NA	NA	NA	4
7	27	38	0	27	27	1	NA	NA	NA	4
7	27	38	0	28	28	1	3	6	6	3
7	27	38	0	29	29	1	3	6	6	3
7	27	38	0	31	31	1	3	7	7	3
7	27	38	0	32	32	1	NA	NA	NA	5
7	27	38	0	35	35	1	NA	NA	NA	4
7	27	39	0	1	1	1	3	6	7	3
7	27	39	0	2	2	1	3	6	7	3
7	27	39	0	4	4	1	1	1	1	1
7	27	39	0	5	5	1	3	6	7	3
7	27	39	0	6	6	1	NA	NA	NA	4
7	27	39	0	7	7	1	3	8	9	3
7	27	39	0	8	8	1	1	2	2	1
7	27	39	0	9	9	1	1	3	3	1
7	27	39	0	10	10	1	1	4	4	1
7	27	39	0	12	12	1	2	5	5	2
7	27	39	0	13	13	1	3	6	7	3
7	27	39	0	17	17	1	3	8	9	3
7	27	39	0	18	18	1	NA	NA	NA	4
7	27	39	0	27	27	1	NA	NA	NA	4
7	27	39	0	28	28	1	3	6	7	3
7	27	39	0	29	29	1	3	7	8	3
7	27	39	0	31	31	1	3	7	6	2
7	27	39	0	32	32	1	NA	NA	NA	5
7	27	39	0	35	35	1	NA	NA	NA	4
7	28	40	0	1	1	1	3	10	10	3
7	28	40	0	2	2	1	3	10	10	3
7	28	40	0	4	4	1	1	3	3	1
7	28	40	0	5	5	1	3	11	11	3
7	28	40	0	6	6	1	NA	NA	NA	4
7	28	40	0	7	7	1	3	11	11	3
7	28	40	0	8	8	1	1	2	2	1
7	28	40	0	9	9	1	1	3	3	1
7	28	40	0	10	10	1	2	5	4	1
7	28	40	0	11	11	1	2	4	5	2
7	28	40	0	12	12	1	2	7	7	2
7	28	40	0	13	13	1	3	9	9	3
7	28	40	0	14	14	1	2	6	6	2
7	28	40	0	16	16	1	1	1	1	1
7	28	40	0	17	17	1	3	9	9	3
7	28	40	0	18	18	1	3	8	8	3
7	28	40	0	26	26	1	NA	NA	NA	4
7	28	40	0	27	27	1	NA	NA	NA	4
7	28	40	0	28	28	1	3	11	11	3
7	28	40	0	29	29	1	3	11	11	3
7	28	40	0	30	30	1	3	12	12	3
7	28	40	0	31	31	1	3	10	10	3
7	28	40	0	32	32	1	NA	NA	NA	5
7	28	40	0	35	35	1	NA	NA	NA	4
7	28	41	0	4	4	1	2	4	4	2
7	28	41	0	5	5	1	NA	NA	NA	4
7	28	41	0	6	6	1	NA	NA	NA	4
7	28	41	0	7	7	1	NA	NA	NA	4
7	28	41	0	8	8	1	1	2	2	1
7	28	41	0	9	9	1	2	5	5	2
7	28	41	0	10	10	1	2	5	5	2
7	28	41	0	11	11	1	2	6	6	2
7	28	41	0	12	12	1	1	3	3	1
7	28	41	0	13	13	1	3	8	10	3
7	28	41	0	14	14	1	3	8	7	2
7	28	41	0	16	16	1	1	1	1	1
7	28	41	0	17	17	1	3	8	10	3
7	28	41	0	18	18	1	3	7	9	3
7	28	41	0	26	26	1	NA	NA	NA	4
7	28	41	0	27	27	1	NA	NA	NA	4
7	28	41	0	28	28	NA	NA	NA	8	3
7	28	41	0	29	29	NA	NA	NA	8	3
7	28	41	0	30	30	1	3	9	11	3
7	28	41	0	31	31	1	3	9	11	3
7	28	41	0	32	32	1	NA	NA	NA	5
7	28	41	0	35	35	1	NA	NA	NA	4
7	29	42	0	1	1	1	3	5	5	3
7	29	42	0	2	2	1	3	5	5	3
7	29	42	0	4	4	1	2	1	1	2
7	29	42	0	5	5	1	3	5	5	3
7	29	42	0	6	6	1	NA	NA	NA	4
7	29	42	0	7	7	1	3	6	6	3
7	29	42	0	8	8	1	3	4	4	3
7	29	42	0	9	9	1	2	2	2	2
7	29	42	0	10	10	1	3	5	5	3
7	29	42	0	12	12	1	3	5	5	3
7	29	42	0	13	13	1	2	3	3	2
7	29	42	0	14	14	1	3	5	5	3
7	29	42	0	15	15	1	3	5	5	3
7	29	42	0	16	16	1	3	6	6	3
7	29	42	0	17	17	1	3	6	6	3
7	29	42	0	18	18	1	NA	NA	NA	4
7	29	42	0	19	19	1	NA	NA	NA	4
7	29	42	0	26	26	1	NA	NA	NA	4
7	29	42	0	27	27	1	NA	NA	NA	4
7	29	42	0	28	28	1	3	6	6	3
7	29	42	0	29	29	1	3	5	5	3
7	29	42	0	30	30	1	NA	NA	NA	4
7	29	42	0	31	31	1	3	6	6	3
7	29	42	0	32	32	1	NA	NA	NA	5
7	29	42	0	35	35	1	NA	NA	NA	4
7	29	43	0	1	1	1	3	12	11	3
7	29	43	0	2	2	1	3	12	11	3
7	29	43	0	4	4	1	1	1	1	1
7	29	43	0	5	5	1	3	12	11	3
7	29	43	0	6	6	1	NA	NA	NA	4
7	29	43	0	7	7	1	3	7	7	3
7	29	43	0	8	8	1	2	4	4	2
7	29	43	0	10	10	2	2	5	5	2
7	29	43	0	11	11	2	2	6	6	2
7	29	43	0	12	12	2	1	3	3	1
7	29	43	0	14	14	1	3	11	10	3
7	29	43	0	15	15	1	3	12	11	3
7	29	43	0	16	16	1	1	2	2	1
7	29	43	0	17	17	1	3	13	12	3
7	29	43	0	18	18	1	3	9	9	3
7	29	43	0	19	19	1	NA	NA	NA	4
7	29	43	0	26	26	1	NA	NA	NA	4
7	29	43	0	27	27	1	NA	NA	NA	4
7	29	43	0	28	28	1	3	13	12	3
7	29	43	0	29	29	1	3	12	11	3
7	29	43	0	30	30	1	3	13	12	3
7	29	43	0	31	31	1	3	8	8	3
7	29	43	0	32	32	1	NA	NA	NA	5
7	29	43	0	35	35	1	NA	NA	NA	4
7	29	44	0	4	4	1	2	6	6	2
7	29	44	0	5	5	1	2	4	4	2
7	29	44	0	6	6	1	NA	NA	NA	4
7	29	44	0	7	7	1	3	7	8	3
7	29	44	0	8	8	1	NA	NA	NA	4
7	29	44	0	11	11	2	2	4	4	2
7	29	44	0	12	12	2	1	3	3	1
7	29	44	0	14	14	1	NA	NA	NA	5
7	29	44	0	15	15	1	NA	NA	NA	5
7	29	44	0	16	16	1	1	1	1	1
7	29	44	0	17	17	1	3	7	8	3
7	29	44	0	18	18	1	2	5	5	2
7	29	44	0	19	19	1	1	2	2	1
7	29	44	0	20	20	1	2	4	4	2
7	29	44	0	21	21	1	NA	NA	NA	4
7	29	44	0	22	22	1	3	8	9	3
7	29	44	0	23	23	1	NA	NA	NA	4
7	29	44	0	26	26	1	NA	NA	NA	4
7	29	44	0	27	27	1	3	8	9	3
7	29	44	0	28	28	1	NA	NA	NA	4
7	29	44	0	29	29	1	NA	NA	NA	4
7	29	44	0	30	30	NA	NA	NA	7	3
7	29	44	0	31	31	NA	NA	NA	7	3
7	29	44	0	32	32	1	NA	NA	NA	5
7	29	44	0	35	35	1	NA	NA	NA	4
7	29	45	0	4	4	1	2	5	5	2
7	29	45	0	5	5	1	1	3	3	1
7	29	45	0	6	6	1	NA	NA	NA	4
7	29	45	0	7	7	1	NA	NA	NA	4
7	29	45	0	8	8	1	NA	NA	NA	4
7	29	45	0	12	12	2	2	5	5	2
7	29	45	0	14	14	1	NA	NA	NA	5
7	29	45	0	15	15	1	NA	NA	NA	5
7	29	45	0	16	16	1	1	2	2	1
7	29	45	0	17	17	1	2	5	5	2
7	29	45	0	18	18	1	1	4	4	1
7	29	45	0	19	19	1	1	1	1	1
7	29	45	0	20	20	1	1	3	3	1
7	29	45	0	21	21	1	NA	NA	NA	4
7	29	45	0	22	22	1	3	6	6	3
7	29	45	0	23	23	1	NA	NA	NA	4
7	29	45	0	26	26	1	NA	NA	NA	4
7	29	45	0	27	27	1	3	6	6	3
7	29	45	0	28	28	1	NA	NA	NA	4
7	29	45	0	29	29	1	NA	NA	NA	4
7	29	45	0	30	30	1	NA	NA	NA	4
7	29	45	0	31	31	1	NA	NA	NA	4
7	29	45	0	32	32	1	NA	NA	NA	5
7	29	45	0	35	35	1	NA	NA	NA	4
7	30	46	0	2	2	1	3	8	8	3
7	30	46	0	4	4	1	1	2	2	1
7	30	46	0	5	5	1	NA	NA	NA	4
7	30	46	0	6	6	1	NA	NA	NA	4
7	30	46	0	7	7	1	NA	NA	NA	4
7	30	46	0	8	8	1	2	3	3	2
7	30	46	0	9	9	1	2	3	3	2
7	30	46	0	10	10	1	1	1	1	1
7	30	46	0	11	11	1	3	8	8	3
7	30	46	0	12	12	1	3	7	7	3
7	30	46	0	13	13	1	3	6	6	3
7	30	46	0	14	14	1	NA	NA	NA	5
7	30	46	0	15	15	1	NA	NA	NA	5
7	30	46	0	17	17	1	NA	NA	NA	4
7	30	46	0	18	18	1	3	4	4	3
7	30	46	0	26	26	1	NA	NA	NA	4
7	30	46	0	27	27	1	NA	NA	NA	4
7	30	46	0	28	28	1	3	5	5	3
7	30	46	0	29	29	1	3	6	6	3
7	30	46	0	30	30	1	3	8	8	3
7	30	46	0	31	31	1	3	8	8	3
7	30	46	0	32	32	1	NA	NA	NA	5
7	30	46	0	35	35	1	NA	NA	NA	4
7	30	47	0	1	1	1	3	11	12	3
7	30	47	0	2	2	1	3	13	14	3
7	30	47	0	4	4	1	2	6	6	2
7	30	47	0	5	5	1	NA	NA	NA	4
7	30	47	0	6	6	1	NA	NA	NA	4
7	30	47	0	7	7	1	3	11	12	3
7	30	47	0	8	8	1	1	2	2	1
7	30	47	0	9	9	1	2	7	7	2
7	30	47	0	10	10	1	1	4	4	1
7	30	47	0	11	11	1	3	10	8	2
7	30	47	0	12	12	1	1	1	1	1
7	30	47	0	13	13	1	3	12	13	3
7	30	47	0	14	14	1	3	11	12	3
7	30	47	0	15	15	1	NA	NA	NA	4
7	30	47	0	16	16	1	1	3	3	1
7	30	47	0	17	17	1	3	12	13	3
7	30	47	0	18	18	1	2	7	7	2
7	30	47	0	19	19	1	3	8	9	3
7	30	47	0	20	20	1	3	9	10	3
7	30	47	0	26	26	1	NA	NA	NA	4
7	30	47	0	27	27	1	NA	NA	NA	4
7	30	47	0	28	28	1	3	11	12	3
7	30	47	0	29	29	1	3	12	13	3
7	30	47	0	30	30	1	3	10	11	3
7	30	47	0	31	31	1	2	5	5	2
7	30	47	0	32	32	1	NA	NA	NA	5
7	30	47	0	35	35	1	NA	NA	NA	4
7	30	48	0	1	1	1	3	7	8	3
7	30	48	0	2	2	1	3	7	8	3
7	30	48	0	4	4	1	1	4	4	1
7	30	48	0	5	5	1	3	7	8	3
7	30	48	0	6	6	1	NA	NA	NA	4
7	30	48	0	7	7	1	NA	NA	NA	4
7	30	48	0	8	8	1	1	1	1	1
7	30	48	0	9	9	1	1	3	3	1
7	30	48	0	10	10	1	1	2	2	1
7	30	48	0	12	12	1	3	5	5	2
7	30	48	0	13	13	1	3	6	7	3
7	30	48	0	15	15	1	3	7	8	3
7	30	48	0	17	17	1	NA	NA	NA	4
7	30	48	0	18	18	1	NA	NA	NA	4
7	30	48	0	27	27	1	NA	NA	NA	4
7	30	48	0	28	28	1	3	6	7	3
7	30	48	0	29	29	1	3	7	8	3
7	30	48	0	31	31	NA	NA	NA	6	2
7	30	48	0	32	32	1	NA	NA	NA	5
7	30	48	0	35	35	1	NA	NA	NA	4
7	30	49	0	1	1	1	3	11	12	3
7	30	49	0	2	2	1	3	11	12	3
7	30	49	0	4	4	1	2	5	5	2
7	30	49	0	5	5	1	NA	NA	NA	4
7	30	49	0	6	6	1	NA	NA	NA	4
7	30	49	0	7	7	1	NA	NA	NA	4
7	30	49	0	8	8	1	1	1	1	1
7	30	49	0	9	9	1	2	6	6	2
7	30	49	0	10	10	1	1	2	2	1
7	30	49	0	11	11	1	3	8	8	2
7	30	49	0	12	12	1	1	4	4	1
7	30	49	0	13	13	1	3	10	11	3
7	30	49	0	14	14	1	3	10	11	3
7	30	49	0	15	15	1	3	11	12	3
7	30	49	0	16	16	1	1	3	3	1
7	30	49	0	17	17	1	3	10	11	3
7	30	49	0	18	18	1	2	7	7	2
7	30	49	0	19	19	1	3	11	12	3
7	30	49	0	26	26	1	NA	NA	NA	4
7	30	49	0	27	27	1	NA	NA	NA	4
7	30	49	0	28	28	1	3	9	10	3
7	30	49	0	29	29	1	3	10	11	3
7	30	49	0	30	30	1	3	10	11	3
7	30	49	0	31	31	1	3	9	9	2
7	30	49	0	32	32	1	NA	NA	NA	5
7	30	49	0	35	35	1	NA	NA	NA	4
8	31	50	0	1	1	1	3	5	4	2
8	31	50	0	4	4	1	3	5	7	3
8	31	50	0	5	5	1	NA	NA	NA	4
8	31	50	0	6	6	1	NA	NA	NA	4
8	31	50	0	7	7	1	3	6	8	3
8	31	50	0	8	8	1	1	1	1	1
8	31	50	0	9	9	1	1	2	2	2
8	31	50	0	10	10	1	3	5	7	3
8	31	50	0	11	11	1	2	3	3	2
8	31	50	0	12	12	1	3	4	6	3
8	31	50	0	13	13	1	NA	NA	NA	4
8	31	50	0	14	14	1	NA	NA	NA	4
8	31	50	0	15	15	1	NA	NA	NA	4
8	31	50	0	16	16	1	1	1	5	3
8	31	50	0	17	17	1	NA	NA	NA	4
8	31	50	0	18	18	1	3	5	7	3
8	31	50	0	19	19	1	NA	NA	NA	4
8	31	50	0	22	22	1	3	6	8	3
8	31	50	0	26	26	1	NA	NA	NA	4
8	31	50	0	27	27	1	NA	NA	NA	4
8	31	50	0	28	28	1	3	4	6	3
8	31	50	0	29	29	1	NA	NA	NA	4
8	31	50	0	30	30	1	3	5	7	3
8	31	50	0	31	31	1	3	4	6	3
8	31	50	0	32	32	1	NA	NA	NA	5
8	31	50	0	35	35	1	NA	NA	NA	4
8	31	51	0	1	1	1	2	8	7	2
8	31	51	0	4	4	1	NA	NA	NA	4
8	31	51	0	5	5	1	NA	NA	NA	4
8	31	51	0	6	6	1	NA	NA	NA	4
8	31	51	0	7	7	1	3	13	12	3
8	31	51	0	8	8	1	1	3	5	2
