"Typeklasse","Hoofdtype","Vegcode","HoofdLogical","Druk","Milieudruk","EffIndActie","Categorie_voorstel","Rang_voorstel","Categorie","Rang"
"Moerassen","7140","7140_base",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Moerassen","7140","7140_base",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Moerassen","7140","7140_meso",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"H",1
"Moerassen","7140","7140_meso",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","M",5,"H",2
"Moerassen","7140","7140_meso",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","M",6,"H",3
"Moerassen","7140","7140_meso",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","H",2,"M",4
"Moerassen","7140","7140_meso",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",3,"M",5
"Moerassen","7140","7140_meso",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","H",4,"M",6
"Moerassen","7140","7140_meso",FALSE,"Druk101","101 Klimaatverandering in droge perioden","","M",8,"M",7
"Moerassen","7140","7140_meso",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","M",7,"L",8
"Moerassen","7140","7140_meso",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",10,"L",9
"Moerassen","7140","7140_meso",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",10,"L",9
"Moerassen","7140","7140_meso",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","","L",11,"L",10
"Moerassen","7140","7140_meso",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","","L",12,"L",11
"Moerassen","7140","7140_meso",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",12,"L",11
"Moerassen","7140","7140_meso",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","L",13,"L",12
"Moerassen","7140","7140_meso",FALSE,"Druk65","65  Toename golfslagwerking","","L",13,"L",12
"Moerassen","7140","7140_meso",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","",,,"S",
"Moerassen","7140","7140_meso",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","7140","7140_meso",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","7140","7140_meso",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","7140","7140_meso",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","",,,"S",
"Moerassen","7140","7140_meso",FALSE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"Moerassen","7140","7140_meso",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Moerassen","7140","7140_meso",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","7140","7140_meso",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Moerassen","7140","7140_meso",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Moerassen","7140","7140_meso",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Moerassen","7140","7140_mrd",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","H",1,"H",1
"Moerassen","7140","7140_mrd",FALSE,"Druk63","63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan","","H",2,"H",2
"Moerassen","7140","7140_mrd",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","H",3,"H",3
"Moerassen","7140","7140_mrd",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","M",4,"M",4
"Moerassen","7140","7140_mrd",FALSE,"Druk64","64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan","","M",5,"M",5
"Moerassen","7140","7140_mrd",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",6,"M",6
"Moerassen","7140","7140_mrd",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","M",7,"M",7
"Moerassen","7140","7140_mrd",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","M",8,"M",8
"Moerassen","7140","7140_mrd",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","M",9,"M",9
"Moerassen","7140","7140_mrd",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","","M",10,"M",10
"Moerassen","7140","7140_mrd",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","L",11,"L",11
"Moerassen","7140","7140_mrd",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","L",11,"L",11
"Moerassen","7140","7140_mrd",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",11,"L",11
"Moerassen","7140","7140_mrd",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","L",12,"L",12
"Moerassen","7140","7140_mrd",FALSE,"Druk65","65  Toename golfslagwerking","","L",12,"L",12
"Moerassen","7140","7140_mrd",FALSE,"Druk101","101 Klimaatverandering in droge perioden","","L",13,"L",13
"Moerassen","7140","7140_mrd",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","","L",13,"L",13
"Moerassen","7140","7140_mrd",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",13,"L",13
"Moerassen","7140","7140_mrd",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","","L",14,"L",14
"Moerassen","7140","7140_mrd",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",14,"L",14
"Moerassen","7140","7140_mrd",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","7140","7140_mrd",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","7140","7140_mrd",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"S",
"Moerassen","7140","7140_mrd",FALSE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","7140","7140_mrd",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","",,,"S",
"Moerassen","7140","7140_mrd",FALSE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"Moerassen","7140","7140_mrd",FALSE,"Druk66","66  Afname golfslagwerking","",,,"S",
"Moerassen","7140","7140_mrd",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Moerassen","7140","7140_mrd",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Moerassen","7140","7140_oli",FALSE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"H",1
"Moerassen","7140","7140_oli",FALSE,"Druk3.1","3.1 Eutrofiëring via de lucht","","H",2,"M",2
"Moerassen","7140","7140_oli",FALSE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",3,"M",3
"Moerassen","7140","7140_oli",FALSE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","M",4,"M",4
"Moerassen","7140","7140_oli",FALSE,"Druk101","101 Klimaatverandering in droge perioden","","M",5,"M",5
"Moerassen","7140","7140_oli",FALSE,"Druk4.1","4.1 Verzuring via de lucht","","L",6,"L",6
"Moerassen","7140","7140_oli",FALSE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","L",7,"L",7
"Moerassen","7140","7140_oli",FALSE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",7,"L",7
"Moerassen","7140","7140_oli",FALSE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",7,"L",7
"Moerassen","7140","7140_oli",FALSE,"Druk3.2","3.2 Eutrofiëring via de bodem","","L",8,"L",8
"Moerassen","7140","7140_oli",FALSE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","L",9,"L",9
"Moerassen","7140","7140_oli",FALSE,"Druk4.2","4.2 Verzuring via het grondwater","","L",9,"L",9
"Moerassen","7140","7140_oli",FALSE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","L",9,"L",9
"Moerassen","7140","7140_oli",FALSE,"Druk63","63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan","","L",9,"L",9
"Moerassen","7140","7140_oli",FALSE,"Druk64","64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan","","L",9,"L",9
"Moerassen","7140","7140_oli",FALSE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",9,"L",9
"Moerassen","7140","7140_oli",FALSE,"Druk14","14 Verlies van aquatische connectiviteit","","L",10,"L",10
"Moerassen","7140","7140_oli",FALSE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","7140","7140_oli",FALSE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","7140","7140_oli",FALSE,"Druk5.2","5.2 Vernatting via het grondwater","",,,"S",
"Moerassen","7140","7140_oli",FALSE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"Moerassen","7140","7140_oli",FALSE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Moerassen","7140","7140_oli",FALSE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","7140","7140_oli",FALSE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Moerassen","7140","7140_oli",FALSE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Moerassen","7140","7140_oli",FALSE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Moerassen","7150","7150",TRUE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"H",1
"Moerassen","7150","7150",TRUE,"Druk3.1","3.1 Eutrofiëring via de lucht","","H",2,"H",2
"Moerassen","7150","7150",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","M",3,"M",3
"Moerassen","7150","7150",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","","L",4,"L",4
"Moerassen","7150","7150",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","L",5,"L",5
"Moerassen","7150","7150",TRUE,"Druk3.2","3.2 Eutrofiëring via de bodem","","L",5,"L",5
"Moerassen","7150","7150",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",5,"L",5
"Moerassen","7150","7150",TRUE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","L",6,"L",6
"Moerassen","7150","7150",TRUE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","L",6,"L",6
"Moerassen","7150","7150",TRUE,"Druk4.1","4.1 Verzuring via de lucht","","L",7,"L",7
"Moerassen","7150","7150",TRUE,"Druk5.2","5.2 Vernatting via het grondwater","","L",7,"L",7
"Moerassen","7150","7150",TRUE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",7,"L",7
"Moerassen","7150","7150",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",7,"L",7
"Moerassen","7150","7150",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","7150","7150",TRUE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","7150","7150",TRUE,"Druk14","14 Verlies van aquatische connectiviteit","",,,"S",
"Moerassen","7150","7150",TRUE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"Moerassen","7150","7150",TRUE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Moerassen","7150","7150",TRUE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","7150","7150",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Moerassen","7150","7150",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Moerassen","7150","7150",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Moerassen","7210","7210",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","H",1,"H",1
"Moerassen","7210","7210",TRUE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","M",2,"M",2
"Moerassen","7210","7210",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","","M",3,"M",3
"Moerassen","7210","7210",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",4,"M",4
"Moerassen","7210","7210",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","M",4,"M",4
"Moerassen","7210","7210",TRUE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"L",5
"Moerassen","7210","7210",TRUE,"Druk64","64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan","","L",5,"L",6
"Moerassen","7210","7210",TRUE,"Druk3.1","3.1 Eutrofiëring via de lucht","","L",6,"L",7
"Moerassen","7210","7210",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","","L",6,"L",7
"Moerassen","7210","7210",TRUE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",6,"L",7
"Moerassen","7210","7210",TRUE,"Druk101","101 Klimaatverandering in droge perioden","","L",7,"L",8
"Moerassen","7210","7210",TRUE,"Druk3.2","3.2 Eutrofiëring via de bodem","","L",7,"L",8
"Moerassen","7210","7210",TRUE,"Druk14","14 Verlies van aquatische connectiviteit","","L",8,"L",9
"Moerassen","7210","7210",TRUE,"Druk4.2","4.2 Verzuring via het grondwater","","L",8,"L",9
"Moerassen","7210","7210",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","7210","7210",TRUE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","7210","7210",TRUE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","7210","7210",TRUE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"Moerassen","7210","7210",TRUE,"Druk62","62 Afname overstromingsduur of -frequentie (incl. getijden)","",,,"S",
"Moerassen","7210","7210",TRUE,"Druk63","63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan","",,,"S",
"Moerassen","7210","7210",TRUE,"Druk65","65  Toename golfslagwerking","",,,"S",
"Moerassen","7210","7210",TRUE,"Druk66","66  Afname golfslagwerking","",,,"S",
"Moerassen","7210","7210",TRUE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Moerassen","7210","7210",TRUE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","7210","7210",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Moerassen","7210","7210",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Moerassen","7210","7210",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Moerassen","7220","7220",TRUE,"Druk5.1","5.1 Verdroging via het grondwater","","H",1,"H",1
"Moerassen","7220","7220",TRUE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","H",2,"H",2
"Moerassen","7220","7220",TRUE,"Druk64","64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan","","H",3,"H",3
"Moerassen","7220","7220",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","","M",4,"M",4
"Moerassen","7220","7220",TRUE,"Druk14","14 Verlies van aquatische connectiviteit","","M",4,"M",4
"Moerassen","7220","7220",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","M",4,"L",5
"Moerassen","7220","7220",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","","L",5,"L",6
"Moerassen","7220","7220",TRUE,"Druk3.1","3.1 Eutrofiëring via de lucht","","L",5,"L",6
"Moerassen","7220","7220",TRUE,"Druk63","63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan","","L",5,"L",6
"Moerassen","7220","7220",TRUE,"Druk13","13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk3.2","3.2 Eutrofiëring via de bodem","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk4.2","4.2 Verzuring via het grondwater","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk5.2","5.2 Vernatting via het grondwater","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk65","65  Toename golfslagwerking","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk66","66  Afname golfslagwerking","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk7.3","7.3 Verzilting via het grondwater","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk7.4","7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk8.3","8.3 Verontreiniging via het grondwater","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk9.3","9.3 Beweging en andere visuele verstoring","",,,"S",
"Moerassen","7220","7220",TRUE,"Druk8.5","8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater","",,,"P",
"Moerassen","7230","7230",TRUE,"Druk3.3","3.3 Eutrofiëring via het grondwater","","H",1,"H",1
"Moerassen","7230","7230",TRUE,"Druk5.1","5.1 Verdroging via het grondwater","","H",2,"M",2
"Moerassen","7230","7230",TRUE,"Druk15","15 Verlies van terrestrische connectiviteit","","H",3,"M",3
"Moerassen","7230","7230",TRUE,"Druk3.1","3.1 Eutrofiëring via de lucht","","M",4,"M",4
"Moerassen","7230","7230",TRUE,"Druk8.1","8.1 Verontreiniging via de lucht","","M",4,"M",4
"Moerassen","7230","7230",TRUE,"Druk101","101 Klimaatverandering in droge perioden","","L",6,"L",5
"Moerassen","7230","7230",TRUE,"Druk3.2","3.2 Eutrofiëring via de bodem","","L",6,"L",5
"Moerassen","7230","7230",TRUE,"Druk3.4","3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)","","L",6,"L",5
"Moerassen","7230","7230",TRUE,"Druk5.2","5.2 Vernatting via het grondwater","","L",6,"L",5
"Moerassen","7230","7230",TRUE,"Druk8.3","8.3 Verontreiniging via het grondwater","","L",6,"L",5
"Moerassen","7230","7230",TRUE,"Druk8.4","8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)","","L",6,"L",5
"Moerassen","7230","7230",TRUE,"Druk102","102 Klimaatverandering in natte perioden","","L",7,"L",6
"Moerassen","7230","7230",TRUE,"Druk12","12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)","","L",7,"L",6
"Moerassen","7230","7230",TRUE,"Druk4.2","4.2 Verzuring via het grondwater","","L",7,"L",6
"Moerassen","7230","7230",TRUE,"Druk4.3","4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)","","L",7,"L",6
"Moerassen","7230","7230",TRUE,"Druk61","61 Toename overstromingsduur of -frequentie (incl. getijden)","","L",7,"L",6
"Moerassen","7230","7230",TRUE,"Druk8.2","8.2 Verontreiniging via de bodem","","L",7,"L",6
"Moerassen","7230","7230",TRUE,"Druk4.1","4.1 Verzuring via de lucht","","L",7,"L",7
"Moerassen","7230","7230",TRUE,"Druk11","11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)","",,,"S",
