Typeklasse,Hoofdtype,Vegcode,HoofdLogical,Druk,Milieudruk,EffIndActie,Categorie_voorstel,Rang_voorstel,Rang,Categorie
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk4.1,4.1 Verzuring via de lucht,0nvt,L,12,13,L
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,L,11,12,L
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,3,3,H
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,L,12,13,L
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,M,7,7,M
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,L,8,9,L
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk63,"63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,L,9,10,L
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,11,12,L
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,L,12,13,L
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,L,10,11,L
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,M,5,5,M
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,7,8,L
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,7,8,L
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,H,4,4,H
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,L,7,8,L
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,1,1,H
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,3,3,H
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,H,2,2,H
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,L,5,5,M
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk4.1,4.1 Verzuring via de lucht,0nvt,L,6,7,L
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,L,7,8,L
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,6,7,L
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,L,7,8,L
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),NA,NA,NA,6,M
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,11,12,L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,11,12,L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,5,5,M
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,1,1,H
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,M,6,6,M
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,H,2,2,H
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,L,8,8,M
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,H,4,4,H
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk4.1,4.1 Verzuring via de lucht,0nvt,L,10,11,L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,L,10,11,L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,L,11,12,L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,3,3,H
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,L,10,11,L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,M,7,7,M
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,L,11,12,L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,9,10,L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,L,10,11,L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,L,10,11,L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,L,9,9,M
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Moerassen,7140,7140_base,FALSE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,5,4,M
Moerassen,7140,7140_base,FALSE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,L,5,7,L
Moerassen,7140,7140_base,FALSE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Moerassen,7140,7140_base,FALSE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Moerassen,7140,7140_base,FALSE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,L,6,8,L
Moerassen,7140,7140_base,FALSE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,1,1,H
Moerassen,7140,7140_base,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,2,2,M
Moerassen,7140,7140_base,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,L,5,7,L
Moerassen,7140,7140_base,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,M,3,3,M
Moerassen,7140,7140_base,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,L,4,6,L
Moerassen,7140,7140_base,FALSE,Druk4.1,4.1 Verzuring via de lucht,0nvt,NA,NA,NA,S
Moerassen,7140,7140_base,FALSE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7140,7140_base,FALSE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7140,7140_base,FALSE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,1,5,L
Moerassen,7140,7140_base,FALSE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7140,7140_base,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,L,5,7,L
Moerassen,7140,7140_base,FALSE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Moerassen,7140,7140_base,FALSE,Druk65,65  Toename golfslagwerking,0nvt,L,6,8,L
Moerassen,7140,7140_base,FALSE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7140,7140_base,FALSE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7140,7140_base,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,4,6,L
Moerassen,7140,7140_base,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Moerassen,7140,7140_base,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,L,5,7,L
Moerassen,7140,7140_base,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,L,4,6,L
Moerassen,7140,7140_base,FALSE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Moerassen,7140,7140_base,FALSE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Moerassen,7140,7140_meso,FALSE,Druk101,101 Klimaatverandering in droge perioden,0nvt,M,8,7,M
Moerassen,7140,7140_meso,FALSE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,NA,NA,NA,S
Moerassen,7140,7140_meso,FALSE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Moerassen,7140,7140_meso,FALSE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Moerassen,7140,7140_meso,FALSE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,L,13,12,L
Moerassen,7140,7140_meso,FALSE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,3,5,M
Moerassen,7140,7140_meso,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,4,6,M
Moerassen,7140,7140_meso,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,L,11,10,L
Moerassen,7140,7140_meso,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,H,2,4,M
Moerassen,7140,7140_meso,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,M,6,3,H
Moerassen,7140,7140_meso,FALSE,Druk4.1,4.1 Verzuring via de lucht,0nvt,M,7,8,L
Moerassen,7140,7140_meso,FALSE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,L,12,11,L
Moerassen,7140,7140_meso,FALSE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7140,7140_meso,FALSE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,1,1,H
Moerassen,7140,7140_meso,FALSE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7140,7140_meso,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,M,5,2,H
Moerassen,7140,7140_meso,FALSE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Moerassen,7140,7140_meso,FALSE,Druk65,65  Toename golfslagwerking,0nvt,L,13,12,L
Moerassen,7140,7140_meso,FALSE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7140,7140_meso,FALSE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7140,7140_meso,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,10,9,L
Moerassen,7140,7140_meso,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Moerassen,7140,7140_meso,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,L,10,9,L
Moerassen,7140,7140_meso,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,L,12,11,L
Moerassen,7140,7140_meso,FALSE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Moerassen,7140,7140_meso,FALSE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Moerassen,7140,7140_mrd,FALSE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,13,9,M
Moerassen,7140,7140_mrd,FALSE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,6,4,M
Moerassen,7140,7140_mrd,FALSE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Moerassen,7140,7140_mrd,FALSE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Moerassen,7140,7140_mrd,FALSE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,M,9,7,M
Moerassen,7140,7140_mrd,FALSE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,M,4,3,M
Moerassen,7140,7140_mrd,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,M,7,5,M
Moerassen,7140,7140_mrd,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,M,10,8,M
Moerassen,7140,7140_mrd,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,L,11,10,L
Moerassen,7140,7140_mrd,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,H,1,1,H
Moerassen,7140,7140_mrd,FALSE,Druk4.1,4.1 Verzuring via de lucht,0nvt,L,12,11,L
Moerassen,7140,7140_mrd,FALSE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7140,7140_mrd,FALSE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7140,7140_mrd,FALSE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,L,11,10,L
Moerassen,7140,7140_mrd,FALSE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7140,7140_mrd,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,H,3,2,H
Moerassen,7140,7140_mrd,FALSE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Moerassen,7140,7140_mrd,FALSE,Druk63,"63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,NA,NA,NA,S
Moerassen,7140,7140_mrd,FALSE,Druk64,"64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,NA,NA,NA,S
Moerassen,7140,7140_mrd,FALSE,Druk65,65  Toename golfslagwerking,0nvt,L,12,11,L
Moerassen,7140,7140_mrd,FALSE,Druk66,66  Afname golfslagwerking,0nvt,NA,NA,NA,S
Moerassen,7140,7140_mrd,FALSE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,L,13,12,L
Moerassen,7140,7140_mrd,FALSE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,L,14,13,L
Moerassen,7140,7140_mrd,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,11,10,L
Moerassen,7140,7140_mrd,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,L,14,13,L
Moerassen,7140,7140_mrd,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,L,13,12,L
Moerassen,7140,7140_mrd,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,M,8,6,M
Moerassen,7140,7140_mrd,FALSE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Moerassen,7140,7140_mrd,FALSE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Moerassen,7140,7140_oli,FALSE,Druk101,101 Klimaatverandering in droge perioden,0nvt,M,5,5,M
Moerassen,7140,7140_oli,FALSE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,L,9,9,L
Moerassen,7140,7140_oli,FALSE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Moerassen,7140,7140_oli,FALSE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Moerassen,7140,7140_oli,FALSE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,L,10,10,L
Moerassen,7140,7140_oli,FALSE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,3,3,M
Moerassen,7140,7140_oli,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,2,2,M
Moerassen,7140,7140_oli,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,L,8,8,L
Moerassen,7140,7140_oli,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,M,4,4,M
Moerassen,7140,7140_oli,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,L,7,7,L
Moerassen,7140,7140_oli,FALSE,Druk4.1,4.1 Verzuring via de lucht,0nvt,L,6,6,L
Moerassen,7140,7140_oli,FALSE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,L,9,9,L
Moerassen,7140,7140_oli,FALSE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,1,1,H
Moerassen,7140,7140_oli,FALSE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7140,7140_oli,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Moerassen,7140,7140_oli,FALSE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Moerassen,7140,7140_oli,FALSE,Druk63,"63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,L,9,9,L
Moerassen,7140,7140_oli,FALSE,Druk64,"64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,L,9,9,L
Moerassen,7140,7140_oli,FALSE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7140,7140_oli,FALSE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7140,7140_oli,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,7,7,L
Moerassen,7140,7140_oli,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Moerassen,7140,7140_oli,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,L,7,7,L
Moerassen,7140,7140_oli,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7140,7140_oli,FALSE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Moerassen,7140,7140_oli,FALSE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Moerassen,7150,7150,TRUE,Druk101,101 Klimaatverandering in droge perioden,NA,NA,NA,4,M
Moerassen,7150,7150,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,L,5,6,L
Moerassen,7150,7150,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Moerassen,7150,7150,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Moerassen,7150,7150,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
Moerassen,7150,7150,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,L,4,5,L
Moerassen,7150,7150,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,2,2,H
Moerassen,7150,7150,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,L,5,6,L
Moerassen,7150,7150,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,L,6,7,L
Moerassen,7150,7150,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,M,3,3,M
Moerassen,7150,7150,TRUE,Druk4.1,4.1 Verzuring via de lucht,0nvt,L,7,8,L
Moerassen,7150,7150,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,1,1,H
Moerassen,7150,7150,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,L,7,8,L
Moerassen,7150,7150,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Moerassen,7150,7150,TRUE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Moerassen,7150,7150,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7150,7150,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7150,7150,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,5,6,L
Moerassen,7150,7150,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Moerassen,7150,7150,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,L,7,8,L
Moerassen,7150,7150,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7150,7150,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Moerassen,7150,7150,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Moerassen,7210,7210,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,7,9,L
Moerassen,7210,7210,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,4,4,M
Moerassen,7210,7210,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Moerassen,7210,7210,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Moerassen,7210,7210,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,L,8,10,L
Moerassen,7210,7210,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,M,3,3,M
Moerassen,7210,7210,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,L,6,6,M
Moerassen,7210,7210,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,L,7,9,L
Moerassen,7210,7210,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,M,2,2,M
Moerassen,7210,7210,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,H,1,1,H
Moerassen,7210,7210,TRUE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,L,8,10,L
Moerassen,7210,7210,TRUE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7210,7210,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,1,7,L
Moerassen,7210,7210,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Moerassen,7210,7210,TRUE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
