Typeklasse,Hoofdtype,Vegcode,HoofdLogical,Druk,Milieudruk,Categorie
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk4.1,4.1 Verzuring via de lucht,L
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,6210,6210_hk,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),M
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk101,101 Klimaatverandering in droge perioden,L
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,H
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk4.1,4.1 Verzuring via de lucht,L
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,6210,6210_sk,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),M
(Half-)natuurlijke graslanden,6230,6230_ha,FALSE,Druk101,101 Klimaatverandering in droge perioden,L
(Half-)natuurlijke graslanden,6230,6230_ha,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,H
(Half-)natuurlijke graslanden,6230,6230_ha,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,6230,6230_ha,FALSE,Druk4.1,4.1 Verzuring via de lucht,M
(Half-)natuurlijke graslanden,6230,6230_ha,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,6230,6230_ha,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,6230,6230_ha,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
(Half-)natuurlijke graslanden,6230,6230_hmo,FALSE,Druk101,101 Klimaatverandering in droge perioden,L
(Half-)natuurlijke graslanden,6230,6230_hmo,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,H
(Half-)natuurlijke graslanden,6230,6230_hmo,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,6230,6230_hmo,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,H
(Half-)natuurlijke graslanden,6230,6230_hmo,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
(Half-)natuurlijke graslanden,6230,6230_hmo,FALSE,Druk4.2,4.2 Verzuring via het grondwater,M
(Half-)natuurlijke graslanden,6230,6230_hmo,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
(Half-)natuurlijke graslanden,6230,6230_hmo,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
(Half-)natuurlijke graslanden,6230,6230_hmo,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,6230,6230_hmo,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,6230,6230_hmo,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,L
(Half-)natuurlijke graslanden,6230,6230_hmo,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
(Half-)natuurlijke graslanden,6230,6230_hn,FALSE,Druk101,101 Klimaatverandering in droge perioden,L
(Half-)natuurlijke graslanden,6230,6230_hn,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,H
(Half-)natuurlijke graslanden,6230,6230_hn,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,6230,6230_hn,FALSE,Druk4.1,4.1 Verzuring via de lucht,M
(Half-)natuurlijke graslanden,6230,6230_hn,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,6230,6230_hn,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,6230,6230_hn,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
(Half-)natuurlijke graslanden,6230,6230_hnk,FALSE,Druk101,101 Klimaatverandering in droge perioden,L
(Half-)natuurlijke graslanden,6230,6230_hnk,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,H
(Half-)natuurlijke graslanden,6230,6230_hnk,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,6230,6230_hnk,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
(Half-)natuurlijke graslanden,6230,6230_hnk,FALSE,Druk4.1,4.1 Verzuring via de lucht,L
(Half-)natuurlijke graslanden,6230,6230_hnk,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,6230,6230_hnk,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,6230,6230_hnk,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),M
(Half-)natuurlijke graslanden,6410,6410_mo,FALSE,Druk101,101 Klimaatverandering in droge perioden,L
(Half-)natuurlijke graslanden,6410,6410_mo,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,H
(Half-)natuurlijke graslanden,6410,6410_mo,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,6410,6410_mo,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
(Half-)natuurlijke graslanden,6410,6410_mo,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
(Half-)natuurlijke graslanden,6410,6410_mo,FALSE,Druk4.2,4.2 Verzuring via het grondwater,M
(Half-)natuurlijke graslanden,6410,6410_mo,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
(Half-)natuurlijke graslanden,6410,6410_mo,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
(Half-)natuurlijke graslanden,6410,6410_mo,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,6410,6410_mo,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,6410,6410_mo,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,L
(Half-)natuurlijke graslanden,6410,6410_mo,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
(Half-)natuurlijke graslanden,6410,6410_ve,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,M
(Half-)natuurlijke graslanden,6410,6410_ve,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,M
(Half-)natuurlijke graslanden,6410,6410_ve,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
(Half-)natuurlijke graslanden,6410,6410_ve,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
(Half-)natuurlijke graslanden,6410,6410_ve,FALSE,Druk4.2,4.2 Verzuring via het grondwater,M
(Half-)natuurlijke graslanden,6410,6410_ve,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
(Half-)natuurlijke graslanden,6410,6410_ve,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
(Half-)natuurlijke graslanden,6410,6410_ve,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,6410,6410_ve,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,6410,6410_ve,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,L
(Half-)natuurlijke graslanden,6410,6410_ve,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
(Half-)natuurlijke graslanden,6430,6430_bz,FALSE,Druk101,101 Klimaatverandering in droge perioden,L
(Half-)natuurlijke graslanden,6430,6430_bz,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,M
(Half-)natuurlijke graslanden,6430,6430_bz,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,L
(Half-)natuurlijke graslanden,6430,6430_bz,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),L
(Half-)natuurlijke graslanden,6430,6430_bz,FALSE,Druk4.1,4.1 Verzuring via de lucht,M
(Half-)natuurlijke graslanden,6430,6430_bz,FALSE,Druk5.1,5.1 Verdroging via het grondwater,L
(Half-)natuurlijke graslanden,6430,6430_bz,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,6430,6430_bz,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,6430,6430_bz,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
(Half-)natuurlijke graslanden,6430,6430_hf,FALSE,Druk101,101 Klimaatverandering in droge perioden,L
(Half-)natuurlijke graslanden,6430,6430_hf,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,M
(Half-)natuurlijke graslanden,6430,6430_hf,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
(Half-)natuurlijke graslanden,6430,6430_hf,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
(Half-)natuurlijke graslanden,6430,6430_hf,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
(Half-)natuurlijke graslanden,6430,6430_hf,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
(Half-)natuurlijke graslanden,6430,6430_hf,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,6430,6430_hf,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,6430,6430_hf,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,L
(Half-)natuurlijke graslanden,6430,6430_hf,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
(Half-)natuurlijke graslanden,6430,6430_hw,FALSE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",M
(Half-)natuurlijke graslanden,6430,6430_hw,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
(Half-)natuurlijke graslanden,6430,6430_hw,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
(Half-)natuurlijke graslanden,6430,6430_hw,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
(Half-)natuurlijke graslanden,6430,6430_hw,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),M
(Half-)natuurlijke graslanden,6430,6430_hw,FALSE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),H
(Half-)natuurlijke graslanden,6430,6430_hw,FALSE,Druk63,"63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan",M
(Half-)natuurlijke graslanden,6430,6430_hw,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,L
(Half-)natuurlijke graslanden,6430,6430_hw,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
(Half-)natuurlijke graslanden,6430,6430_mr,FALSE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",H
(Half-)natuurlijke graslanden,6430,6430_mr,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
(Half-)natuurlijke graslanden,6430,6430_mr,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
(Half-)natuurlijke graslanden,6430,6430_mr,FALSE,Druk5.2,5.2 Vernatting via het grondwater,M
(Half-)natuurlijke graslanden,6430,6430_mr,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),H
(Half-)natuurlijke graslanden,6430,6430_mr,FALSE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),H
(Half-)natuurlijke graslanden,6430,6430_mr,FALSE,Druk63,"63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan",H
(Half-)natuurlijke graslanden,6510,6510_hu,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,M
(Half-)natuurlijke graslanden,6510,6510_hu,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,6510,6510_hu,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,L
(Half-)natuurlijke graslanden,6510,6510_hu,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),L
(Half-)natuurlijke graslanden,6510,6510_hu,FALSE,Druk4.1,4.1 Verzuring via de lucht,L
(Half-)natuurlijke graslanden,6510,6510_hu,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
(Half-)natuurlijke graslanden,6510,6510_hu,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,6510,6510_hu,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,6510,6510_hu,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,L
(Half-)natuurlijke graslanden,6510,6510_hu,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk101,101 Klimaatverandering in droge perioden,L
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,M
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),M
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),L
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,L
(Half-)natuurlijke graslanden,6510,6510_hua,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),M
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk101,101 Klimaatverandering in droge perioden,L
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,H
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk4.1,4.1 Verzuring via de lucht,L
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,6510,6510_huk,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),M
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk101,101 Klimaatverandering in droge perioden,L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,M
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,H
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),M
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk62,62 Afname overstromingsduur of -frequentie (incl. getijden),L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,L
(Half-)natuurlijke graslanden,6510,6510_hus,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),M
Moerassen,7140,7140_base,FALSE,Druk101,101 Klimaatverandering in droge perioden,M
Moerassen,7140,7140_base,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,M
Moerassen,7140,7140_base,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,L
Moerassen,7140,7140_base,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
Moerassen,7140,7140_base,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),L
Moerassen,7140,7140_base,FALSE,Druk5.1,5.1 Verdroging via het grondwater,L
Moerassen,7140,7140_base,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
Moerassen,7140,7140_base,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
Moerassen,7140,7140_base,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,L
Moerassen,7140,7140_base,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
Moerassen,7140,7140_meso,FALSE,Druk101,101 Klimaatverandering in droge perioden,M
Moerassen,7140,7140_meso,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,M
Moerassen,7140,7140_meso,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,L
Moerassen,7140,7140_meso,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
Moerassen,7140,7140_meso,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
Moerassen,7140,7140_meso,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
Moerassen,7140,7140_meso,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),H
Moerassen,7140,7140_meso,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
Moerassen,7140,7140_meso,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,L
Moerassen,7140,7140_meso,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
Moerassen,7140,7140_mrd,FALSE,Druk101,101 Klimaatverandering in droge perioden,M
Moerassen,7140,7140_mrd,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,M
Moerassen,7140,7140_mrd,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,M
Moerassen,7140,7140_mrd,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,L
Moerassen,7140,7140_mrd,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
Moerassen,7140,7140_mrd,FALSE,Druk5.1,5.1 Verdroging via het grondwater,L
Moerassen,7140,7140_mrd,FALSE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),H
Moerassen,7140,7140_mrd,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
Moerassen,7140,7140_mrd,FALSE,Druk8.2,8.2 Verontreiniging via de bodem,L
Moerassen,7140,7140_mrd,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,L
Moerassen,7140,7140_mrd,FALSE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),M
Moerassen,7140,7140_oli,FALSE,Druk101,101 Klimaatverandering in droge perioden,M
Moerassen,7140,7140_oli,FALSE,Druk3.1,3.1 Eutrofiëring via de lucht,M
Moerassen,7140,7140_oli,FALSE,Druk3.2,3.2 Eutrofiëring via de bodem,L
Moerassen,7140,7140_oli,FALSE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
Moerassen,7140,7140_oli,FALSE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),L
Moerassen,7140,7140_oli,FALSE,Druk5.1,5.1 Verdroging via het grondwater,H
Moerassen,7140,7140_oli,FALSE,Druk8.1,8.1 Verontreiniging via de lucht,L
Moerassen,7140,7140_oli,FALSE,Druk8.3,8.3 Verontreiniging via het grondwater,L
Moerassen,7150,7150,TRUE,Druk101,101 Klimaatverandering in droge perioden,M
Moerassen,7150,7150,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,H
Moerassen,7150,7150,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,L
Moerassen,7150,7150,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,L
Moerassen,7150,7150,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),M
Moerassen,7150,7150,TRUE,Druk5.1,5.1 Verdroging via het grondwater,H
Moerassen,7150,7150,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,L
Moerassen,7150,7150,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,L
Moerassen,7210,7210,TRUE,Druk101,101 Klimaatverandering in droge perioden,L
Moerassen,7210,7210,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,M
Moerassen,7210,7210,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,L
Moerassen,7210,7210,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
Moerassen,7210,7210,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),H
Moerassen,7210,7210,TRUE,Druk5.1,5.1 Verdroging via het grondwater,L
Moerassen,7210,7210,TRUE,Druk64,"64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan",M
Moerassen,7210,7210,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,L
Moerassen,7210,7210,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,L
Moerassen,7210,7210,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),M
Moerassen,7220,7220,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,L
Moerassen,7220,7220,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,H
Moerassen,7220,7220,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),L
Moerassen,7220,7220,TRUE,Druk5.1,5.1 Verdroging via het grondwater,H
Moerassen,7220,7220,TRUE,Druk64,"64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan",H
Moerassen,7220,7220,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,L
Moerassen,7230,7230,TRUE,Druk101,101 Klimaatverandering in droge perioden,L
Moerassen,7230,7230,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,M
Moerassen,7230,7230,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,L
Moerassen,7230,7230,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,H
Moerassen,7230,7230,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),L
Moerassen,7230,7230,TRUE,Druk5.1,5.1 Verdroging via het grondwater,M
Moerassen,7230,7230,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),L
Moerassen,7230,7230,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,M
Moerassen,7230,7230,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,L
Moerassen,7230,7230,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,L
Moerassen,7230,7230,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),L
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk101,101 Klimaatverandering in droge perioden,M
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk102,102 Klimaatverandering in natte perioden,M
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk5.1,5.1 Verdroging via het grondwater,M
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,L
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,L
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,L
Bossen en struwelen,9110,9110,TRUE,Druk101,101 Klimaatverandering in droge perioden,M
Bossen en struwelen,9110,9110,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,H
Bossen en struwelen,9110,9110,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,S
Bossen en struwelen,9110,9110,TRUE,Druk4.1,4.1 Verzuring via de lucht,H
Bossen en struwelen,9120,9120,TRUE,Druk101,101 Klimaatverandering in droge perioden,M
Bossen en struwelen,9120,9120,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,H
Bossen en struwelen,9120,9120,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,S
Bossen en struwelen,9120,9120,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,S
Bossen en struwelen,9120,9120,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),S
Bossen en struwelen,9120,9120,TRUE,Druk4.1,4.1 Verzuring via de lucht,H
Bossen en struwelen,9120,9120,TRUE,Druk5.2,5.2 Vernatting via het grondwater,M
Bossen en struwelen,9130,9130_end,TRUE,Druk101,101 Klimaatverandering in droge perioden,M
Bossen en struwelen,9130,9130_end,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,H
Bossen en struwelen,9130,9130_end,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,S
Bossen en struwelen,9130,9130_end,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
Bossen en struwelen,9130,9130_end,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),L
Bossen en struwelen,9130,9130_end,TRUE,Druk4.1,4.1 Verzuring via de lucht,H
Bossen en struwelen,9130,9130_end,TRUE,Druk5.1,5.1 Verdroging via het grondwater,L
Bossen en struwelen,9130,9130_fm,TRUE,Druk101,101 Klimaatverandering in droge perioden,M
Bossen en struwelen,9130,9130_fm,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,H
Bossen en struwelen,9130,9130_fm,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,M
