Comp_meetnet	Typeklasse	Vegcode	Waterhuishoudingsklasse_2	Druk	Milieudruk	MaxMilieudrukkengroep	Standplaatsfactor	Compartiment
Atmosferisch meetnet	Heiden	4010	Tijdelijk tot permanent nat	Druk4.1	4.1 Verzuring via de lucht	a	SOx	Atmosfeer
Atmosferisch meetnet	Heiden	4030	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	Heiden	4030	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	neerslag	Atmosfeer
Atmosferisch meetnet	Heiden	4030	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	temperatuur	Atmosfeer
Atmosferisch meetnet	Heiden	4030	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	Heiden	4030	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	Heiden	4030	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	Heiden	4030	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	Heiden	4030	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	SOx	Atmosfeer
Atmosferisch meetnet	Heiden	rbbsg	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	Heiden	rbbsg	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	neerslag	Atmosfeer
Atmosferisch meetnet	Heiden	rbbsg	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	temperatuur	Atmosfeer
Atmosferisch meetnet	Heiden	rbbsg	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	Heiden	rbbsg	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	Heiden	rbbsg	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	Heiden	rbbsg	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	Heiden	rbbsg	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	SOx	Atmosfeer
Atmosferisch meetnet	Heiden	rbbsm	Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	Heiden	rbbsm	Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	Thermofiel struikgewas	5130	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	Thermofiel struikgewas	5130	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	neerslag	Atmosfeer
Atmosferisch meetnet	Thermofiel struikgewas	5130	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	temperatuur	Atmosfeer
Atmosferisch meetnet	Thermofiel struikgewas	5130	Droog tot vochtig	Druk102	102 Klimaatverandering in natte perioden	c	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	Thermofiel struikgewas	5130	Droog tot vochtig	Druk102	102 Klimaatverandering in natte perioden	c	neerslag	Atmosfeer
Atmosferisch meetnet	Thermofiel struikgewas	5130	Droog tot vochtig	Druk102	102 Klimaatverandering in natte perioden	c	temperatuur	Atmosfeer
Atmosferisch meetnet	Thermofiel struikgewas	5130	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	Thermofiel struikgewas	5130	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	Thermofiel struikgewas	5130	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	Thermofiel struikgewas	5130	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	Thermofiel struikgewas	5130	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	SOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6120	Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6120	Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6120	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	CO2	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6120	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	O3	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6120	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	organische polluenten (en pesticiden) + zware metalen	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_hk	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_hk	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	neerslag	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_hk	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	temperatuur	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_hk	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_hk	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_hk	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_hk	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_hk	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	SOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_hk	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	CO2	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_hk	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	O3	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_hk	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	organische polluenten (en pesticiden) + zware metalen	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_sk	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_sk	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	neerslag	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_sk	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	temperatuur	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_sk	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_sk	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_sk	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_sk	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_sk	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	SOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_sk	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	CO2	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_sk	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	O3	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6210_sk	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	organische polluenten (en pesticiden) + zware metalen	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_ha	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_ha	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	neerslag	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_ha	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	temperatuur	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_ha	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_ha	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_ha	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_ha	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_ha	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	SOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_ha	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	CO2	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_ha	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	O3	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_ha	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	organische polluenten (en pesticiden) + zware metalen	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hmo	Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hmo	Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	neerslag	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hmo	Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	temperatuur	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hmo	Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hmo	Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hmo	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	CO2	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hmo	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	O3	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hmo	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	organische polluenten (en pesticiden) + zware metalen	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hn	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hn	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	neerslag	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hn	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	temperatuur	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hn	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hn	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hn	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hn	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hn	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	SOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hn	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	CO2	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hn	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	O3	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hn	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	organische polluenten (en pesticiden) + zware metalen	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hnk	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hnk	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	neerslag	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hnk	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	temperatuur	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hnk	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hnk	Droog tot vochtig	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hnk	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hnk	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hnk	Droog tot vochtig	Druk4.1	4.1 Verzuring via de lucht	a	SOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hnk	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	CO2	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hnk	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	O3	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6230_hnk	Droog tot vochtig	Druk8.1	8.1 Verontreiniging via de lucht	c	organische polluenten (en pesticiden) + zware metalen	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6410_mo	Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6410_mo	Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	neerslag	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6410_mo	Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	temperatuur	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6410_mo	Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6410_mo	Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6410_mo	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	CO2	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6410_mo	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	O3	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6410_mo	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	organische polluenten (en pesticiden) + zware metalen	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6410_ve	Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6410_ve	Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6410_ve	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	CO2	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6410_ve	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	O3	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6410_ve	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	organische polluenten (en pesticiden) + zware metalen	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_bz	Droog tot vochtig + Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_bz	Droog tot vochtig + Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	neerslag	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_bz	Droog tot vochtig + Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	temperatuur	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_bz	Droog tot vochtig + Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_bz	Droog tot vochtig + Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_bz	Droog tot vochtig + Tijdelijk tot permanent nat	Druk4.1	4.1 Verzuring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_bz	Droog tot vochtig + Tijdelijk tot permanent nat	Druk4.1	4.1 Verzuring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_bz	Droog tot vochtig + Tijdelijk tot permanent nat	Druk4.1	4.1 Verzuring via de lucht	a	SOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_bz	Droog tot vochtig + Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	CO2	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_bz	Droog tot vochtig + Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	O3	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_bz	Droog tot vochtig + Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	organische polluenten (en pesticiden) + zware metalen	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_hf	Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_hf	Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	neerslag	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_hf	Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	temperatuur	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_hf	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	CO2	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_hf	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	O3	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6430_hf	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	organische polluenten (en pesticiden) + zware metalen	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hu	Droog tot vochtig + Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hu	Droog tot vochtig + Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hu	Droog tot vochtig + Tijdelijk tot permanent nat	Druk4.1	4.1 Verzuring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hu	Droog tot vochtig + Tijdelijk tot permanent nat	Druk4.1	4.1 Verzuring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hu	Droog tot vochtig + Tijdelijk tot permanent nat	Druk4.1	4.1 Verzuring via de lucht	a	SOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hu	Droog tot vochtig + Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	CO2	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hu	Droog tot vochtig + Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	O3	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hu	Droog tot vochtig + Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	organische polluenten (en pesticiden) + zware metalen	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hua	Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hua	Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	neerslag	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hua	Tijdelijk tot permanent nat	Druk101	101 Klimaatverandering in droge perioden	b	temperatuur	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hua	Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NHy	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hua	Tijdelijk tot permanent nat	Druk3.1	3.1 Eutrofiëring via de lucht	a	NOx	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hua	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	CO2	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hua	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	O3	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_hua	Tijdelijk tot permanent nat	Druk8.1	8.1 Verontreiniging via de lucht	c	organische polluenten (en pesticiden) + zware metalen	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_huk	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	luchtvochtigheid (relatieve)	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_huk	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	neerslag	Atmosfeer
Atmosferisch meetnet	(Half-)natuurlijke graslanden	6510_huk	Droog tot vochtig	Druk101	101 Klimaatverandering in droge perioden	b	temperatuur	Atmosfeer
