loc_code	date_sampling	variable	value	below_loq	loq
109	17351	3	0.0269	0	NA
109	17378	1	0.08	0	NA
109	17378	2	0.36	0	NA
109	17378	3	0.0306	0	NA
109	17435	1	NA	1	0.05
109	17435	2	0.19	0	NA
109	17435	3	NA	1	0.02
109	17455	1	NA	1	0.05
109	17455	2	0.15	0	NA
109	17455	3	NA	1	0.02
109	17491	1	NA	1	0.05
109	17491	2	0.23	0	NA
109	17491	3	NA	1	0.02
109	17511	1	0.05	0	NA
109	17511	2	3.28	0	NA
109	17511	3	NA	1	0.02
109	17540	1	0.55	0	NA
109	17540	2	1.14	0	NA
109	17540	3	0.0267	0	NA
109	17561	1	0.47	0	NA
109	17561	2	0.83	0	NA
109	17561	3	NA	1	0.02
109	17596	1	0.09	0	NA
109	17596	2	1.31	0	NA
109	17596	3	NA	1	0.02
109	17630	1	0.16	0	NA
109	17630	2	0.45	0	NA
109	17630	3	NA	1	0.02
109	17666	1	0.17	0	NA
109	17666	2	0.54	0	NA
109	17666	3	NA	1	0.02
110	17329	1	NA	1	0.05
110	17329	2	0.2	0	NA
110	17329	3	0.1634	0	NA
110	17351	1	NA	1	0.05
110	17351	2	0.22	0	NA
110	17351	3	0.0948	0	NA
110	17378	1	0.07	0	NA
110	17378	2	0.34	0	NA
110	17378	3	0.1748	0	NA
110	17435	1	0.16	0	NA
110	17435	2	0.81	0	NA
110	17435	3	0.143	0	NA
110	17455	1	0.15	0	NA
110	17455	2	1.62	0	NA
110	17455	3	0.0587	0	NA
110	17491	1	0.08	0	NA
110	17491	2	3.52	0	NA
110	17491	3	0.0641	0	NA
110	17511	1	0.22	0	NA
110	17511	2	6.57	0	NA
110	17511	3	0.0613	0	NA
110	17540	1	0.13	0	NA
110	17540	2	9.44	0	NA
110	17540	3	0.0829	0	NA
110	17561	1	0.05	0	NA
110	17561	2	11.06	0	NA
110	17561	3	0.053	0	NA
110	17596	1	NA	1	0.05
110	17596	2	11.29	0	NA
110	17596	3	0.059	0	NA
110	17630	1	0.09	0	NA
110	17630	2	8.68	0	NA
110	17630	3	0.034	0	NA
110	17666	1	0.09	0	NA
110	17666	2	0.6	0	NA
110	17666	3	0.0716	0	NA
111	17329	1	NA	1	0.05
111	17329	2	0.22	0	NA
111	17329	3	0.2119	0	NA
111	17351	1	NA	1	0.05
111	17351	2	0.14	0	NA
111	17351	3	0.1652	0	NA
111	17378	1	0.64	0	NA
111	17378	2	0.26	0	NA
111	17378	3	0.3508	0	NA
111	17435	1	3.71	0	NA
111	17435	2	0.84	0	NA
111	17435	3	0.185	0	NA
111	17455	1	5.6	0	NA
111	17455	2	0.42	0	NA
111	17455	3	0.1165	0	NA
111	17491	1	4.13	0	NA
111	17491	2	0.66	0	NA
111	17491	3	0.165	0	NA
111	17511	1	2.56	0	NA
111	17511	2	3.11	0	NA
111	17511	3	0.0676	0	NA
111	17540	1	0.38	0	NA
111	17540	2	23.72	0	NA
111	17540	3	0.0908	0	NA
111	17561	1	0.36	0	NA
111	17561	2	18.65	0	NA
111	17561	3	0.049	0	NA
111	17596	1	0.14	0	NA
111	17596	2	15.03	0	NA
111	17596	3	0.066	0	NA
111	17630	1	0.07	0	NA
111	17630	2	14.28	0	NA
111	17630	3	0.087	0	NA
111	17666	1	1.84	0	NA
111	17666	2	1.28	0	NA
111	17666	3	0.1683	0	NA
112	17694	1	2.52	0	NA
112	17694	2	0.73	0	NA
112	17694	3	0.0368	0	NA
112	17883	1	1.67	0	NA
112	17883	2	29.19	0	NA
112	17883	3	NA	1	0.02
113	16217	1	NA	1	0.1
113	16217	2	0.13	0	NA
113	16237	1	NA	1	0.1
113	16237	2	0.12	0	NA
113	16259	1	0.14	0	NA
113	16259	2	0.21	0	NA
113	16301	1	NA	1	0.1
113	16301	2	0.31	0	NA
113	16335	1	NA	1	0.1
113	16335	2	0.33	0	NA
113	16371	1	0.24	0	NA
113	16371	2	0.78	0	NA
114	17693	1	NA	1	0.05
114	17693	2	NA	1	0.1
114	17693	3	0.0229	0	NA
114	17735	1	0.06	0	NA
114	17735	2	0.1	0	NA
114	17735	3	NA	1	0.02
114	17763	1	NA	1	0.05
114	17763	2	0.11	0	NA
114	17763	3	NA	1	0.02
114	17785	1	0.05	0	NA
114	17785	2	0.16	0	NA
114	17785	3	0.0379	0	NA
114	17819	1	0.15	0	NA
114	17819	2	0.19	0	NA
114	17819	3	NA	1	0.02
114	17855	1	0.21	0	NA
114	17855	2	NA	1	0.1
114	17855	3	NA	1	0.02
114	17869	1	0.05	0	NA
114	17869	2	0.12	0	NA
114	17869	3	NA	1	0.02
115	16202	1	NA	1	0.1
115	16202	2	0.11	0	NA
115	16232	1	NA	1	0.1
115	16232	2	0.1	0	NA
115	16265	1	NA	1	0.1
115	16265	2	0.1	0	NA
115	16294	1	NA	1	0.1
115	16294	2	NA	1	0.1
115	16329	1	NA	1	0.1
115	16329	2	0.12	0	NA
115	16391	1	NA	1	0.1
115	16391	2	0.14	0	NA
116	16202	1	NA	1	0.1
116	16202	2	0.1	0	NA
116	16232	1	NA	1	0.1
116	16232	2	0.11	0	NA
116	16265	1	NA	1	0.1
116	16265	2	NA	1	0.1
116	16294	1	NA	1	0.1
116	16294	2	0.1	0	NA
116	16329	1	NA	1	0.1
116	16329	2	0.1	0	NA
116	16391	1	NA	1	0.1
116	16391	2	NA	1	0.1
117	16952	1	0.07	0	NA
117	16952	2	0.15	0	NA
117	16952	3	0.0543	0	NA
117	16979	1	NA	1	0.05
117	16979	2	0.2	0	NA
117	16979	3	0.0238	0	NA
117	17029	1	0.11	0	NA
117	17029	2	NA	1	0.1
117	17029	3	0.0413	0	NA
117	17049	1	NA	1	0.05
117	17049	2	NA	1	0.1
117	17049	3	0.0517	0	NA
117	17077	1	NA	1	0.05
117	17077	2	0.27	0	NA
117	17077	3	0.027	0	NA
117	17112	1	NA	1	0.05
117	17112	2	NA	1	0.1
117	17112	3	0.0215	0	NA
117	17134	1	NA	1	0.05
117	17134	2	0.24	0	NA
117	17134	3	NA	1	0.02
117	17169	1	NA	1	0.05
117	17169	2	0.56	0	NA
117	17169	3	0.0253	0	NA
117	17196	1	0.12	0	NA
117	17196	2	0.15	0	NA
117	17196	3	NA	1	0.02
117	17238	1	NA	1	0.05
117	17238	2	0.18	0	NA
117	17238	3	NA	1	0.02
117	17259	1	NA	1	0.05
117	17259	2	0.18	0	NA
117	17259	3	NA	1	0.02
117	17294	1	0.05	0	NA
117	17294	2	0.25	0	NA
117	17294	3	NA	1	0.02
118	16952	1	1.69	0	NA
118	16952	2	0.38	0	NA
118	16952	3	0.4537	0	NA
118	16979	1	NA	1	0.05
118	16979	2	4.04	0	NA
118	16979	3	0.0302	0	NA
118	17029	1	0.08	0	NA
118	17029	2	NA	1	0.1
118	17029	3	0.0392	0	NA
118	17049	1	0.05	0	NA
118	17049	2	0.1	0	NA
118	17049	3	NA	1	0.02
118	17077	1	NA	1	0.05
118	17077	2	0.15	0	NA
118	17077	3	0.03	0	NA
118	17112	1	0.13	0	NA
118	17112	2	0.19	0	NA
118	17112	3	0.0642	0	NA
118	17134	1	NA	1	0.05
118	17134	2	0.19	0	NA
118	17134	3	0.0508	0	NA
118	17169	1	0.05	0	NA
118	17169	2	0.38	0	NA
118	17169	3	0.0782	0	NA
118	17196	1	NA	1	0.05
118	17196	2	0.25	0	NA
118	17196	3	0.0357	0	NA
118	17238	1	0.08	0	NA
118	17238	2	0.44	0	NA
118	17238	3	0.0236	0	NA
118	17259	1	0.09	0	NA
118	17259	2	0.67	0	NA
118	17259	3	0.0201	0	NA
118	17294	1	0.07	0	NA
118	17294	2	0.38	0	NA
118	17294	3	0.035	0	NA
119	17330	1	0.14	0	NA
119	17330	2	0.28	0	NA
119	17330	3	0.053	0	NA
119	17351	1	0.21	0	NA
119	17351	2	0.15	0	NA
119	17351	3	0.0443	0	NA
119	17378	1	0.22	0	NA
119	17378	2	0.17	0	NA
119	17378	3	0.0339	0	NA
119	17435	1	0.09	0	NA
119	17435	2	0.29	0	NA
119	17435	3	0.032	0	NA
119	17455	1	0.11	0	NA
119	17455	2	0.23	0	NA
119	17455	3	0.0301	0	NA
119	17491	1	0.07	0	NA
119	17491	2	0.13	0	NA
119	17491	3	0.0753	0	NA
119	17518	1	0.12	0	NA
119	17518	2	0.37	0	NA
119	17518	3	0.1069	0	NA
119	17546	1	0.08	0	NA
119	17546	2	0.23	0	NA
119	17546	3	0.054	0	NA
119	17574	1	0.06	0	NA
119	17574	2	0.19	0	NA
119	17574	3	0.0313	0	NA
119	17616	1	0.05	0	NA
119	17616	2	0.22	0	NA
119	17616	3	0.029	0	NA
119	17644	1	NA	1	0.05
119	17644	2	0.23	0	NA
119	17644	3	0.0755	0	NA
119	17666	1	NA	1	0.05
119	17666	2	0.11	0	NA
119	17666	3	0.0325	0	NA
120	16595	1	0.05	0	NA
120	16595	2	0.21	0	NA
120	16595	3	0.024	0	NA
120	16636	1	NA	1	0.05
120	16636	2	NA	1	0.1
120	16636	3	0.022	0	NA
120	16658	1	0.05	0	NA
120	16658	2	0.24	0	NA
120	16658	3	0.0366	0	NA
120	16685	1	0.07	0	NA
120	16685	2	0.26	0	NA
120	16685	3	0.041	0	NA
120	16727	1	0.18	0	NA
120	16727	2	0.25	0	NA
120	16727	3	0.04	0	NA
120	16748	1	0.29	0	NA
120	16748	2	0.25	0	NA
120	16748	3	0.0369	0	NA
120	16776	1	0.61	0	NA
120	16776	2	0.33	0	NA
120	16776	3	0.024	0	NA
120	16818	1	1.22	0	NA
120	16818	2	4.11	0	NA
120	16818	3	0.0331	0	NA
120	16847	1	1.09	0	NA
120	16847	2	0.66	0	NA
120	16847	3	0.0424	0	NA
120	16874	1	0.94	0	NA
120	16874	2	0.97	0	NA
120	16874	3	0.0424	0	NA
120	16910	1	0.49	0	NA
120	16910	2	0.72	0	NA
120	16910	3	0.0387	0	NA
120	16944	1	0.39	0	NA
120	16944	2	0.74	0	NA
120	16944	3	0.0475	0	NA
121	16966	1	0.16	0	NA
121	16966	2	0.3	0	NA
121	16966	3	0.6329	0	NA
121	16986	1	0.6	0	NA
121	16986	2	NA	1	0.1
121	16986	3	1.1836	0	NA
121	17043	1	2.17	0	NA
121	17043	2	NA	1	0.1
121	17043	3	2.5912	0	NA
121	17071	1	2.7	0	NA
121	17071	2	NA	1	0.1
121	17071	3	2.2447	0	NA
121	17098	1	2.05	0	NA
121	17098	2	0.15	0	NA
121	17098	3	1.0052	0	NA
121	17127	1	3.1	0	NA
121	17127	2	0.31	0	NA
121	17127	3	1.8905	0	NA
121	17141	1	4.43	0	NA
121	17141	2	0.39	0	NA
121	17141	3	1.3894	0	NA
121	17183	1	2.65	0	NA
121	17183	2	1.21	0	NA
121	17183	3	1.5495	0	NA
121	17217	1	NA	1	0.05
121	17217	2	0.23	0	NA
121	17217	3	0.711	0	NA
121	17245	1	3.76	0	NA
121	17245	2	0.49	0	NA
121	17245	3	1.439	0	NA
121	17280	1	0.1	0	NA
121	17280	2	0.52	0	NA
121	17280	3	0.366	0	NA
121	17315	1	0.3	0	NA
121	17315	2	0.94	0	NA
121	17315	3	1.823	0	NA
122	16595	1	0.21	0	NA
122	16595	2	0.72	0	NA
122	16595	3	1.93	0	NA
122	16636	1	2.9	0	NA
122	16636	2	20.05	0	NA
122	16636	3	3.419	0	NA
122	16658	1	8.46	0	NA
122	16658	2	1.31	0	NA
122	16658	3	4.4035	0	NA
122	16685	1	2.42	0	NA
122	16685	2	0.84	0	NA
122	16685	3	1.6518	0	NA
122	16727	1	6.72	0	NA
122	16727	2	0.8	0	NA
122	16727	3	2	0	NA
122	16748	1	11.4	0	NA
122	16748	2	1.05	0	NA
122	16748	3	2.7667	0	NA
122	16776	1	5.63	0	NA
122	16776	2	1.75	0	NA
122	16776	3	1.311	0	NA
123	16217	1	0.14	0	NA
123	16217	2	0.33	0	NA
123	16238	1	NA	1	0.1
123	16238	2	0.24	0	NA
123	16273	1	0.16	0	NA
123	16273	2	0.17	0	NA
123	16307	1	NA	1	0.1
123	16307	2	0.28	0	NA
123	16336	1	NA	1	0.1
123	16336	2	0.36	0	NA
123	16391	1	0.15	0	NA
123	16391	2	0.28	0	NA
124	16588	1	0.08	0	NA
124	16588	2	0.32	0	NA
124	16588	3	0.098	0	NA
124	16615	1	2.56	0	NA
124	16615	2	0.38	0	NA
124	16615	3	0.1068	0	NA
124	16714	1	2.36	0	NA
124	16714	2	0.34	0	NA
124	16714	3	0.05	0	NA
124	16743	1	1.11	0	NA
124	16743	2	0.1	0	NA
124	16743	3	0.04	0	NA
124	16770	1	0.49	0	NA
124	16770	2	0.47	0	NA
124	16770	3	NA	1	0.02
124	16812	1	0.21	0	NA
124	16812	2	0.43	0	NA
124	16812	3	0.0206	0	NA
124	16847	1	0.61	0	NA
124	16847	2	0.77	0	NA
124	16847	3	0.0406	0	NA
124	16868	1	0.54	0	NA
124	16868	2	0.44	0	NA
124	16868	3	0.129	0	NA
124	16903	1	0.06	0	NA
124	16903	2	0.28	0	NA
124	16903	3	0.0218	0	NA
124	16931	1	0.12	0	NA
124	16931	2	0.36	0	NA
124	16931	3	0.0263	0	NA
125	16958	1	0.12	0	NA
125	16958	2	0.4	0	NA
125	16958	3	0.0368	0	NA
125	17014	1	0.25	0	NA
125	17014	2	NA	1	0.1
125	17014	3	0.0286	0	NA
125	17036	1	NA	1	0.05
125	17036	2	NA	1	0.1
125	17036	3	0.0542	0	NA
125	17056	1	0.05	0	NA
125	17056	2	NA	1	0.1
125	17056	3	0.0295	0	NA
125	17092	1	1.46	0	NA
125	17092	2	0.5	0	NA
125	17092	3	0.0899	0	NA
125	17127	1	1.96	0	NA
125	17127	2	1	0	NA
125	17127	3	0.052	0	NA
125	17140	1	2.14	0	NA
125	17140	2	0.28	0	NA
125	17140	3	0.0583	0	NA
125	17176	1	2.16	0	NA
125	17176	2	0.41	0	NA
125	17176	3	NA	1	0.02
125	17204	1	1.72	0	NA
125	17204	2	0.43	0	NA
125	17204	3	NA	1	0.02
125	17225	1	1.17	0	NA
125	17225	2	0.33	0	NA
125	17225	3	NA	1	0.02
125	17266	1	NA	1	0.05
125	17266	2	0.14	0	NA
125	17266	3	NA	1	0.02
125	17301	1	0.06	0	NA
125	17301	2	0.28	0	NA
125	17301	3	NA	1	0.02
126	16958	1	0.37	0	NA
126	16958	2	0.81	0	NA
126	16958	3	0.0309	0	NA
126	17014	1	1.11	0	NA
126	17014	2	NA	1	0.1
126	17014	3	0.0887	0	NA
126	17036	1	NA	1	0.05
126	17036	2	NA	1	0.1
126	17036	3	0.0334	0	NA
126	17056	1	NA	1	0.05
126	17056	2	NA	1	0.1
126	17056	3	0.0829	0	NA
126	17092	1	0.87	0	NA
126	17092	2	0.26	0	NA
126	17092	3	0.1127	0	NA
126	17127	1	0.97	0	NA
126	17127	2	0.68	0	NA
126	17127	3	0.0736	0	NA
126	17140	1	1.12	0	NA
126	17140	2	0.51	0	NA
126	17140	3	0.035	0	NA
126	17176	1	0.77	0	NA
126	17176	2	0.97	0	NA
126	17176	3	NA	1	0.02
126	17204	1	0.92	0	NA
126	17204	2	0.44	0	NA
126	17204	3	NA	1	0.02
126	17225	1	0.5	0	NA
126	17225	2	0.36	0	NA
126	17225	3	NA	1	0.02
126	17266	1	0.05	0	NA
126	17266	2	0.31	0	NA
126	17266	3	0.028	0	NA
126	17301	1	0.08	0	NA
126	17301	2	0.44	0	NA
126	17301	3	0.084	0	NA
127	16966	1	NA	1	0.05
127	16966	2	0.27	0	NA
127	16966	3	0.0315	0	NA
127	17014	1	0.14	0	NA
127	17014	2	NA	1	0.1
127	17014	3	0.0422	0	NA
127	17036	1	0.26	0	NA
127	17036	2	NA	1	0.1
127	17036	3	0.1493	0	NA
127	17056	1	0.05	0	NA
127	17056	2	NA	1	0.1
127	17056	3	0.0363	0	NA
127	17092	1	2.25	0	NA
127	17092	2	20.13	0	NA
127	17092	3	0.0362	0	NA
127	17127	1	0.86	0	NA
127	17127	2	1.82	0	NA
127	17127	3	NA	1	0.02
127	17140	1	0.98	0	NA
127	17140	2	2.71	0	NA
127	17140	3	NA	1	0.02
127	17176	1	0.53	0	NA
127	17176	2	0.59	0	NA
127	17176	3	NA	1	0.02
127	17204	1	0.07	0	NA
127	17204	2	0.34	0	NA
127	17204	3	NA	1	0.02
127	17225	1	0.07	0	NA
127	17225	2	0.4	0	NA
127	17225	3	NA	1	0.02
127	17266	1	NA	1	0.05
127	17266	2	0.27	0	NA
127	17266	3	NA	1	0.02
127	17301	1	0.06	0	NA
127	17301	2	0.28	0	NA
127	17301	3	0.023	0	NA
128	16966	1	0.51	0	NA
128	16966	2	0.88	0	NA
128	16966	3	0.3279	0	NA
128	17014	1	0.28	0	NA
128	17014	2	NA	1	0.1
128	17014	3	0.0687	0	NA
128	17036	1	NA	1	0.05
128	17036	2	NA	1	0.1
128	17036	3	0.1344	0	NA
128	17056	1	0.06	0	NA
128	17056	2	NA	1	0.1
128	17056	3	0.0665	0	NA
128	17092	1	NA	1	0.05
128	17092	2	0.21	0	NA
128	17092	3	0.116	0	NA
128	17127	1	0.15	0	NA
128	17127	2	0.87	0	NA
128	17127	3	0.1213	0	NA
128	17140	1	0.14	0	NA
128	17140	2	0.8	0	NA
128	17140	3	0.0865	0	NA
128	17176	1	0.12	0	NA
128	17176	2	0.71	0	NA
128	17176	3	0.0623	0	NA
128	17204	1	0.11	0	NA
128	17204	2	0.74	0	NA
128	17204	3	0.1216	0	NA
128	17225	1	0.11	0	NA
128	17225	2	1.51	0	NA
128	17225	3	0.1416	0	NA
128	17266	1	0.15	0	NA
128	17266	2	0.76	0	NA
128	17266	3	0.121	0	NA
128	17301	1	2.01	0	NA
128	17301	2	0.7	0	NA
128	17301	3	0.241	0	NA
129	16973	1	0.1	0	NA
129	16973	2	0.56	0	NA
129	16973	3	NA	1	0.02
129	17015	1	0.46	0	NA
129	17015	2	NA	1	0.1
129	17015	3	0.251	0	NA
129	17043	1	NA	1	0.05
129	17043	2	NA	1	0.1
129	17043	3	0.1916	0	NA
129	17071	1	0.1	0	NA
129	17071	2	NA	1	0.1
129	17071	3	0.1671	0	NA
129	17098	1	0.05	0	NA
129	17098	2	NA	1	0.1
129	17098	3	0.0728	0	NA
129	17127	1	0.08	0	NA
129	17127	2	0.3	0	NA
129	17127	3	0.1533	0	NA
129	17183	1	NA	1	0.05
129	17183	2	0.13	0	NA
129	17183	3	0.1355	0	NA
129	17217	1	NA	1	0.05
129	17217	2	0.26	0	NA
129	17217	3	0.126	0	NA
129	17245	1	0.05	0	NA
129	17245	2	0.26	0	NA
129	17245	3	0.0478	0	NA
129	17280	1	NA	1	0.05
129	17280	2	0.24	0	NA
129	17280	3	0.051	0	NA
129	17315	1	0.09	0	NA
129	17315	2	0.4	0	NA
129	17315	3	0.087	0	NA
130	17693	1	0.06	0	NA
130	17693	2	0.38	0	NA
130	17693	3	0.1399	0	NA
130	17714	1	0.08	0	NA
130	17714	2	0.4	0	NA
130	17714	3	0.0334	0	NA
130	17749	1	0.05	0	NA
130	17749	2	0.38	0	NA
130	17749	3	0.1416	0	NA
130	17798	1	0.05	0	NA
130	17798	2	0.37	0	NA
130	17798	3	0.09	0	NA
130	17827	1	0.13	0	NA
130	17827	2	0.8	0	NA
130	17827	3	0.1428	0	NA
130	17854	1	0.15	0	NA
130	17854	2	0.16	0	NA
130	17854	3	0.0479	0	NA
130	17882	1	NA	1	0.05
130	17882	2	0.18	0	NA
130	17882	3	0.0288	0	NA
131	17344	1	0.07	0	NA
131	17344	2	0.35	0	NA
131	17344	3	0.277	0	NA
131	17372	1	0.05	0	NA
131	17372	2	0.15	0	NA
131	17372	3	0.054	0	NA
131	17399	1	NA	1	0.05
131	17399	2	0.19	0	NA
131	17399	3	0.178	0	NA
131	17434	1	NA	1	0.05
131	17434	2	0.2	0	NA
131	17434	3	0.056	0	NA
131	17448	1	0.05	0	NA
131	17448	2	0.28	0	NA
131	17448	3	0.0684	0	NA
131	17490	1	NA	1	0.05
131	17490	2	0.31	0	NA
131	17490	3	0.0889	0	NA
131	17546	1	0.2	0	NA
131	17546	2	0.59	0	NA
131	17546	3	2.342	0	NA
131	17581	1	0.05	0	NA
131	17581	2	0.4	0	NA
131	17581	3	0.7721	0	NA
131	17609	1	NA	1	0.05
131	17609	2	1.31	0	NA
131	17609	3	0.915	0	NA
131	17644	1	0.09	0	NA
131	17644	2	0.63	0	NA
131	17644	3	0.625	0	NA
131	17680	1	NA	1	0.05
131	17680	2	NA	1	0.1
131	17680	3	0.473	0	NA
132	16609	1	NA	1	0.05
132	16609	2	NA	1	0.1
132	16609	3	NA	1	0.02
132	16631	1	NA	1	0.05
132	16631	2	0.1	0	NA
132	16631	3	0.03	0	NA
132	16665	1	NA	1	0.05
132	16665	2	0.25	0	NA
132	16665	3	0.1103	0	NA
132	16693	1	NA	1	0.05
132	16693	2	0.12	0	NA
132	16693	3	0.0533	0	NA
132	16728	1	0.08	0	NA
132	16728	2	0.28	0	NA
132	16728	3	0.05	0	NA
132	16756	1	0.45	0	NA
132	16756	2	0.48	0	NA
132	16756	3	0.058	0	NA
132	16784	1	0.88	0	NA
132	16784	2	0.49	0	NA
132	16784	3	0.0379	0	NA
132	16825	1	0.7	0	NA
132	16825	2	5.28	0	NA
132	16825	3	0.0219	0	NA
132	16854	1	0.3	0	NA
132	16854	2	0.53	0	NA
132	16854	3	0.025	0	NA
132	16895	1	0.27	0	NA
132	16895	2	0.79	0	NA
132	16895	3	0.0321	0	NA
132	16917	1	0.16	0	NA
132	16917	2	0.74	0	NA
132	16917	3	0.0248	0	NA
132	16945	1	0.13	0	NA
132	16945	2	0.15	0	NA
132	16945	3	0.0339	0	NA
133	16609	1	0.07	0	NA
133	16609	2	0.11	0	NA
133	16609	3	NA	1	0.02
133	16631	1	0.14	0	NA
133	16631	2	0.31	0	NA
133	16631	3	0.045	0	NA
133	16665	1	NA	1	0.05
133	16665	2	0.28	0	NA
133	16665	3	0.0515	0	NA
133	16693	1	0.06	0	NA
133	16693	2	0.19	0	NA
133	16693	3	0.041	0	NA
133	16728	1	0.05	0	NA
133	16728	2	0.14	0	NA
133	16728	3	0.03	0	NA
133	16756	1	0.05	0	NA
133	16756	2	0.18	0	NA
133	16756	3	0.04	0	NA
133	16784	1	NA	1	0.05
133	16784	2	0.13	0	NA
133	16784	3	0.0263	0	NA
133	16825	1	0.05	0	NA
133	16825	2	4.7	0	NA
133	16825	3	0.0384	0	NA
133	16854	1	0.08	0	NA
133	16854	2	0.22	0	NA
133	16854	3	0.0353	0	NA
133	16895	1	0.07	0	NA
133	16895	2	1	0	NA
133	16895	3	0.0312	0	NA
133	16917	1	NA	1	0.05
133	16917	2	NA	1	0.1
133	16917	3	0.0256	0	NA
133	16945	1	0.08	0	NA
133	16945	2	NA	1	0.1
133	16945	3	0.0282	0	NA
134	16958	1	0.09	0	NA
134	16958	2	0.42	0	NA
134	16958	3	0.0426	0	NA
134	16987	1	NA	1	0.05
134	16987	2	NA	1	0.1
134	16987	3	0.0716	0	NA
134	17030	1	0.07	0	NA
134	17030	2	0.11	0	NA
134	17030	3	0.0659	0	NA
134	17056	1	NA	1	0.05
134	17056	2	NA	1	0.1
134	17056	3	0.094	0	NA
134	17077	1	NA	1	0.05
134	17077	2	NA	1	0.1
134	17077	3	0.1533	0	NA
134	17113	1	0.07	0	NA
134	17113	2	NA	1	0.1
134	17113	3	0.0632	0	NA
134	17134	1	NA	1	0.05
134	17134	2	0.28	0	NA
134	17134	3	0.0747	0	NA
134	17182	1	NA	1	0.05
134	17182	2	0.25	0	NA
134	17182	3	0.1355	0	NA
134	17218	1	NA	1	0.05
134	17218	2	0.15	0	NA
134	17218	3	0.0641	0	NA
134	17238	1	NA	1	0.05
134	17238	2	NA	1	0.1
134	17238	3	0.0294	0	NA
134	17260	1	0.08	0	NA
134	17260	2	0.4	0	NA
134	17260	3	0.0351	0	NA
134	17295	1	0.15	0	NA
134	17295	2	1.09	0	NA
134	17295	3	0.135	0	NA
135	16958	1	0.05	0	NA
135	16958	2	0.42	0	NA
135	16958	3	0.0471	0	NA
135	16987	1	0.12	0	NA
135	16987	2	NA	1	0.1
135	16987	3	0.1004	0	NA
135	17030	1	0.11	0	NA
135	17030	2	NA	1	0.1
135	17030	3	0.093	0	NA
135	17056	1	NA	1	0.05
135	17056	2	NA	1	0.1
135	17056	3	0.2392	0	NA
135	17077	1	0.09	0	NA
135	17077	2	0.13	0	NA
135	17077	3	0.0719	0	NA
135	17113	1	0.08	0	NA
135	17113	2	NA	1	0.1
135	17113	3	0.0401	0	NA
135	17134	1	NA	1	0.05
135	17134	2	0.16	0	NA
135	17134	3	0.0294	0	NA
135	17182	1	0.32	0	NA
135	17182	2	0.78	0	NA
135	17182	3	0.046	0	NA
135	17218	1	NA	1	0.05
135	17218	2	0.11	0	NA
135	17218	3	0.0611	0	NA
135	17238	1	0.05	0	NA
135	17238	2	0.16	0	NA
135	17238	3	0.0239	0	NA
135	17260	1	0.08	0	NA
135	17260	2	0.25	0	NA
135	17260	3	0.0317	0	NA
135	17295	1	0.06	0	NA
135	17295	2	0.18	0	NA
135	17295	3	0.032	0	NA
136	17343	1	0.07	0	NA
136	17343	2	0.22	0	NA
136	17343	3	0.033	0	NA
136	17359	1	2.15	0	NA
136	17359	2	0.58	0	NA
136	17359	3	0.1054	0	NA
136	17462	1	0.08	0	NA
136	17462	2	0.35	0	NA
136	17462	3	NA	1	0.02
136	17491	1	0.13	0	NA
136	17491	2	0.46	0	NA
136	17491	3	NA	1	0.02
136	17518	1	NA	1	0.05
136	17518	2	0.31	0	NA
136	17518	3	0.0308	0	NA
136	17540	1	NA	1	0.05
136	17540	2	0.14	0	NA
136	17540	3	0.0237	0	NA
136	17561	1	NA	1	0.05
136	17561	2	0.19	0	NA
136	17561	3	NA	1	0.02
136	17581	1	0.09	0	NA
136	17581	2	0.2	0	NA
136	17581	3	NA	1	0.02
136	17630	1	NA	1	0.05
136	17630	2	0.25	0	NA
136	17630	3	NA	1	0.02
136	17674	1	NA	1	0.05
136	17674	2	0.18	0	NA
136	17674	3	NA	1	0.02
137	17694	1	NA	1	0.05
137	17694	2	0.23	0	NA
137	17694	3	NA	1	0.02
138	16952	1	0.13	0	NA
138	16952	2	3.09	0	NA
138	16952	3	0.1007	0	NA
138	16987	1	0.19	0	NA
138	16987	2	NA	1	0.1
138	16987	3	0.1782	0	NA
138	17030	1	0.09	0	NA
138	17030	2	0.13	0	NA
138	17030	3	0.1332	0	NA
138	17056	1	NA	1	0.05
138	17056	2	0.14	0	NA
138	17056	3	0.0693	0	NA
138	17077	1	NA	1	0.05
138	17077	2	0.22	0	NA
138	17077	3	0.0433	0	NA
138	17113	1	NA	1	0.05
138	17113	2	NA	1	0.1
138	17113	3	0.023	0	NA
138	17134	1	NA	1	0.05
138	17134	2	0.19	0	NA
138	17134	3	0.0383	0	NA
138	17182	1	0.47	0	NA
138	17182	2	3.25	0	NA
138	17182	3	0.0974	0	NA
138	17203	1	0.06	0	NA
138	17203	2	0.21	0	NA
138	17203	3	0.1489	0	NA
138	17238	1	0.23	0	NA
138	17238	2	1.01	0	NA
138	17238	3	0.1027	0	NA
138	17260	1	0.19	0	NA
138	17260	2	0.52	0	NA
138	17260	3	0.1319	0	NA
138	17295	1	0.57	0	NA
138	17295	2	0.75	0	NA
138	17295	3	0.152	0	NA
139	17694	1	0.7	0	NA
139	17694	2	0.4	0	NA
139	17694	3	0.274	0	NA
139	17862	1	0.24	0	NA
139	17862	2	2.11	0	NA
139	17862	3	0.0456	0	NA
139	17883	1	0.29	0	NA
139	17883	2	10	0	NA
139	17883	3	0.0873	0	NA
140	17694	1	NA	1	0.05
140	17694	2	0.18	0	NA
