panel;point_code;polygon_id;grts_ranking_draw;sbz;hoofdtype;habitattype;phab;type_meetpunt;uitvoer_opname;datum_opname_cyclus1;x;y
1;2328854_2;275809_v2020;2328854;1;6510;6510_hus;100;bestaand meetpunt;subtype aanwezig;2014-05-27;164446,04;187183,26
1;2867990_1;107593_v2014;2867990;0;6510;6510_hus;100;bestaand meetpunt;subtype aanwezig;2014-05-22;155038,04;186414,80
1;3068802_1;673778_v2014;3068802;0;6510;6510_huk;100;bestaand meetpunt;subtype aanwezig;2018-07-06;255005,60;159086,11
1;4230578_1;109790_v2014;4230578;0;6510;6510_huk;30;nieuw meetpunt;subtype aanwezig;;247325,60;161774,10
1;5736726_1;275810_v2020;5736726;1;6510;6510_hus;100;nieuw meetpunt;subtype aanwezig;;164573,60;187022,10
2;4434_1;361379_v2020;4434;1;6510;6510_hu;45;nieuw meetpunt;hoofdtype aanwezig;;247997,60;188686,10
2;5422_1;560954_v2018;5422;1;4030;4030;;bestaand meetpunt;hoofdtype aanwezig;2016-10-28;188797,60;227918,10
2;7318_1;493226_v2018;7318;1;6510;6510_hu;60;nieuw meetpunt;hoofdtype aanwezig;;166109,60;204974,10
2;20217_1;;20217;1;6510;6510_hu;;bestaand meetpunt;hoofdtype aanwezig;2016-05-31;124254,26;182637,39
2;29302_1;638874_v2020;29302;1;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;218109,59;203630,11
2;33398_1;637756_v2020;33398;1;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;216765,60;205326,10
2;33502_1;581731_v2018;33502;1;4030;4030;;bestaand meetpunt;hoofdtype aanwezig;2016-10-20;154717,62;233262,05
2;39762_1;448049_v2018;39762;1;2310;2310;30;nieuw meetpunt;hoofdtype aanwezig;;237021,59;195182,11
2;46662_2;411935_v2020;46662;1;6510;6510_hu;100;bestaand meetpunt;hoofdtype aanwezig;2016-06-16;169566,80;167439,30
2;47666_1;587429_v2014;47666;0;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2017-06-30;227453,50;184942,10
2;55670_1;500144_v2018;55670;1;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;214781,60;216974,10
2;57974_1;594475_v2020;57974;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;216381,60;205358,10
2;58014_1;576226_v2020;58014;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;181757,60;220686,10
2;62141_1;494935_v2018;62141;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2016-10-26;152253,60;232974,10
2;62390_1;421215_v2020;62390;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;217981,60;198510,10
2;66270_1;541919_v2016;66270;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2016-10-25;153373,60;233006,10
2;67282_1;476343_v2018;67282;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;225181,60;188206,10
2;71238_1;398679_v2020;71238;1;4030;4030;40;nieuw meetpunt;hoofdtype aanwezig;;171709,60;169102,10
2;71902_1;601200_v2014;71902;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2016-10-07;163037,60;225486,20
2;77278_1;633500_v2020;77278;1;4010;4010;90;bestaand meetpunt;hoofdtype aanwezig;2016-11-30;165053,60;228686,10
2;78294_2;586780_v2020;78294;1;6510;6510_hu;;bestaand meetpunt;hoofdtype aanwezig;2016-06-03;180572,80;216815,70
2;81374_1;582082_v2020;81374;1;4010;4010;10;bestaand meetpunt;hoofdtype aanwezig;2016-10-27;164989,50;229070,10
2;82222_1;527766_v2018;82222;1;4030;4030;40;bestaand meetpunt;hoofdtype aanwezig;2016-10-21;192733,50;230350,10
2;82654_1;436411_v2018;82654;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2016-11-25;154621,50;234382,00
2;84598_1;641631_v2020;84598;0;4010;4010;90;nieuw meetpunt;hoofdtype aanwezig;;215261,60;208558,10
2;87250_1;421328_v2020;87250;1;4010;4010;;bestaand meetpunt;hoofdtype aanwezig;2017-07-17;220125,60;196846,10
2;91122_1;420658_v2020;91122;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-03;238013,60;184814,20
2;91410_1;472793_v2018;91410;1;4030;4030;;bestaand meetpunt;hoofdtype aanwezig;2016-09-27;222621,70;216942,00
2;91614_1;582059_v2020;91614;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2018-09-14;166525,50;228494,20
2;92382_1;625063_v2020;92382;1;4030;4030;80;bestaand meetpunt;hoofdtype aanwezig;2016-10-07;163677,50;225614,10
2;95710_1;625008_v2020;95710;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2016-12-05;167485,70;229774,10
2;96466_1;639268_v2020;96466;1;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;219037,60;199854,10
2;100626_1;591854_v2016;100626;1;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;223005,59;217006,11
2;100662_1;509982_v2018;100662;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;191421,59;192174,11
2;106614_1;560595_v2018;106614;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2016-11-17;205629,52;211502,03
2;115638_1;639444_v2020;115638;1;4030;4030;;bestaand meetpunt;hoofdtype aanwezig;2017-08-23;216349,62;201230,08
2;116434_1;472643_v2018;116434;1;2310;2310;;bestaand meetpunt;hoofdtype aanwezig;2018-08-08;225885,56;189166,18
2;120530_1;473818_v2018;120530;0;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-27;224765,61;186926,19
2;124382_1;629340_v2020;124382;1;4010;4010;70;bestaand meetpunt;hoofdtype aanwezig;2016-10-12;165405,57;227822,17
2;124718_1;479990_v2018;124718;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;198589,59;231726,11
2;125998_1;625422_v2020;125998;1;4030;4030;30;bestaand meetpunt;hoofdtype aanwezig;2016-10-24;193917,62;218862,06
2;126622_1;632677_v2020;126622;1;2310;2310;20;nieuw meetpunt;hoofdtype aanwezig;;181789,59;218670,11
2;127710_1;467278_v2018;127710;1;2310;2310;;bestaand meetpunt;hoofdtype aanwezig;2016-11-16;153981,53;232814,14
2;131806_1;482900_v2018;131806;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2016-10-20;154045,59;233262,17
2;139190_1;414748_v2020;139190;1;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;214941,59;197870,11
2;141778_1;409995_v2014;141778;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-02;228157,56;193998,11
2;143150_1;412374_v2014;143150;0;4030;4030;70;nieuw meetpunt;hoofdtype aanwezig;;199805,59;228206,11
2;145106_1;473818_v2018;145106;0;4030;4030;100;nieuw meetpunt;hoofdtype aanwezig;;224797,59;186894,11
2;148406_1;639353_v2020;148406;1;4030;4030;;bestaand meetpunt;hoofdtype aanwezig;2017-08-24;216253,58;201070,15
2;156382_1;447829_v2018;156382;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2017-09-05;155165,64;231022,09
2;158002_1;357830_v2020;158002;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2017-06-30;225661,55;182094,11
2;159314_1;423890_v2020;159314;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-25;238045,59;186126,16
2;163538_1;587821_v2014;163538;1;2310;2310;100;bestaand meetpunt;hoofdtype aanwezig;2018-07-30;225501,58;193038,15
2;166102_1;581131_v2018;166102;1;2310;2310;90;nieuw meetpunt;hoofdtype aanwezig;;177597,60;217774,15
2;170206_1;582141_v2020;170206;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2017-09-07;163069,56;226094,30
2;175698_1;357347_v2020;175698;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-25;238653,57;185902,19
2;176862_1;467155_v2018;176862;1;4010;4010;70;bestaand meetpunt;hoofdtype aanwezig;2017-09-05;155069,58;231086,06
2;181234_1;419672_v2020;181234;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-03;239037,63;183214,13
2;182054_1;469629_v2018;182054;0;6510;6510_hu;100;bestaand meetpunt;hoofdtype aanwezig;2018-05-23;208733,64;164558,12
2;183734_1;585241_v2014;183734;0;6510;6510_hu;30;bestaand meetpunt;hoofdtype aanwezig;2018-06-06;202973,60;193454,17
2;186850_1;;186850;0;6510;6510_hu;;bestaand meetpunt;hoofdtype aanwezig;2018-06-20;252733,56;205166,07
2;190162_1;431316_v2018;190162;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-27;224093,53;189038,17
2;190902_2;;190902;0;6510;6510_hu;;bestaand meetpunt;hoofdtype aanwezig;2018-06-06;207645,87;191212,14
2;191698_1;559867_v2014;191698;1;4030;4030;;bestaand meetpunt;hoofdtype aanwezig;2017-07-28;224445,52;194350,10
2;193462_1;646402_v2020;193462;1;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;218493,59;198606,11
2;205501_1;558995_v2018;205501;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2017-08-16;152861,62;231982,13
2;208350_1;581910_v2020;208350;1;4010;4010;70;bestaand meetpunt;hoofdtype aanwezig;2017-09-07;165309,62;228078,11
2;212446_1;641111_v2020;212446;1;4010;4010;70;nieuw meetpunt;hoofdtype aanwezig;;165117,60;229422,10
2;213366_1;473051_v2018;213366;0;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;214237,59;213038,11
2;213726_1;415236_v2018;213726;1;4010;4010;100;nieuw meetpunt;hoofdtype aanwezig;;154717,59;234126,09
2;216018_1;561851_v2014;216018;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-02;227677,60;194830,14
2;216118_1;202015_v2020;216118;0;6510;6510_hu;75;bestaand meetpunt;hoofdtype aanwezig;2018-05-25;198525,58;188398,20
2;218070_1;478909_v2016;218070;1;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;179677,59;208078,11
2;218086_1;614261_v2014;218086;0;6510;6510_hu;70;bestaand meetpunt;hoofdtype aanwezig;2019-06-12;209437,53;180078,07
2;222194_1;423899_v2020;222194;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-14;237885,60;185710,15
2;224734_1;535596_v2018;224734;1;4010;4010;100;nieuw meetpunt;hoofdtype aanwezig;;164381,60;226862,10
2;224850_1;423916_v2020;224850;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-25;238077,58;186606,14
2;225334_1;472972_v2018;225334;1;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;194429,59;192526,11
2;226782_1;559944_v2018;226782;1;4010;4010;95;nieuw meetpunt;hoofdtype aanwezig;;167485,60;229294,10
2;230326_1;639372_v2020;230326;1;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;215293,59;200238,11
2;230774_1;533349_v2020;230774;0;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;212285,59;214606,11
2;236530_1;342463_v2020;236530;1;4010;4010;80;bestaand meetpunt;hoofdtype aanwezig;2017-07-03;239805,65;180654,18
2;240466_1;302136_v2016;240466;1;2310;2310;90;bestaand meetpunt;hoofdtype aanwezig;2017-07-10;237181,54;195214,11
2;242398_1;447839_v2018;242398;1;2310;2310;30;bestaand meetpunt;hoofdtype aanwezig;2017-08-21;154621,57;231118,11
2;243698_1;424485_v2020;243698;1;4010;4010;;bestaand meetpunt;hoofdtype aanwezig;2017-07-04;238781,54;181294,12
2;243922_1;421225_v2020;243922;1;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;219293,59;198446,11
2;251358_1;582055_v2020;251358;1;4010;4010;100;nieuw meetpunt;hoofdtype aanwezig;;165565,60;229006,10
2;255454_1;595874_v2020;255454;1;4010;4010;30;nieuw meetpunt;hoofdtype aanwezig;;166205,60;228814,10
2;261750_1;551733_v2016;261750;0;2330;2330_bu;50;nieuw meetpunt;hoofdtype aanwezig;;211037,59;209966,11
2;269298_1;357473_v2020;269298;1;4010;4010;95;bestaand meetpunt;hoofdtype aanwezig;2017-07-04;239773,56;181678,15
2;279146_1;576925_v2016;279146;1;2310;2310;15;nieuw meetpunt;hoofdtype aanwezig;;230333,60;220206,10
2;287094_1;473111_v2018;287094;0;2310;2310;70;nieuw meetpunt;hoofdtype aanwezig;;212541,59;210542,11
2;291550_1;447532_v2018;291550;1;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;154493,59;232910,11
2;292822_1;475420_v2018;292822;0;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;183901,59;210062,11
2;297234_2;472776_v2018;297234;1;2310;2310;;bestaand meetpunt;hoofdtype aanwezig;2017-07-06;223061,83;217416,64
2;304850_1;471277_v2018;304850;1;4010;4010;15;bestaand meetpunt;hoofdtype aanwezig;2017-07-27;224381,55;188814,11
2;307574_1;533349_v2020;307574;0;2330;2330_bu;100;nieuw meetpunt;hoofdtype aanwezig;;212413,59;213806,11
2;316614_1;618259_v2014;316614;0;6510;6510_hu;100;nieuw meetpunt;hoofdtype aanwezig;;168317,60;182222,10
2;316646_1;616768_v2014;316646;0;6510;6510_hu;50;nieuw meetpunt;hoofdtype aanwezig;;212829,60;172878,10
2;317814_1;500144_v2018;317814;0;2310;2310;100;nieuw meetpunt;hoofdtype aanwezig;;214877,59;216910,11
2;318217_1;370434_v2018;318217;0;6510;6510_hu;70;nieuw meetpunt;hoofdtype aanwezig;;105949,60;218126,10
2;324029_1;504165_v2018;324029;0;6510;6510_hu;60;nieuw meetpunt;hoofdtype aanwezig;;144157,59;223310,11
2;324318_1;561848_v2018;324318;1;2330;2330_bu;100;bestaand meetpunt;hoofdtype aanwezig;2017-08-18;153853,56;231918,09
2;328406_1;636886_v2020;328406;0;6510;6510_hu;30;nieuw meetpunt;hoofdtype aanwezig;;173629,60;202766,10
2;342793_1;370439_v2018;342793;0;6510;6510_hu;70;nieuw meetpunt;hoofdtype aanwezig;;107549,59;217262,11
2;343314_1;590599_v2020;343314;0;2310;2310;50;nieuw meetpunt;hoofdtype aanwezig;;219645,59;212622,11
2;345014_1;639349_v2020;345014;1;2330;2330_bu;100;bestaand meetpunt;hoofdtype aanwezig;2017-08-30;216381,64;200270,09
2;347873_1;141650_v2020;347873;0;6510;6510_hu;70;nieuw meetpunt;hoofdtype aanwezig;;55325,59;176398,11
2;349425_1;507590_v2018;349425;0;6510;6510_hu;100;nieuw meetpunt;hoofdtype aanwezig;;39613,59;197870,11
2;358930_1;370820_v2018;358930;0;6510;6510_hu;100;nieuw meetpunt;hoofdtype aanwezig;;232573,59;215886,11
2;365590_1;615019_v2014;365590;0;6510;6510_hu;90;nieuw meetpunt;hoofdtype aanwezig;;161821,59;199790,11
2;391154_1;357277_v2020;391154;1;4010;4010;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-03;238877,54;180302,19
2;392342_1;474787_v2018;392342;0;2330;2330_bu;;bestaand meetpunt;hoofdtype aanwezig;2017-09-08;168445,60;205454,10
2;402390_1;575608_v2014;402390;0;2330;2330;100;nieuw meetpunt;hoofdtype aanwezig;;181021,59;209582,11
2;432610_1;530335_v2018;432610;1;6510;6510_hu;60;nieuw meetpunt;hoofdtype aanwezig;;252573,60;205358,10
2;459798_1;493416_v2018;459798;1;6510;6510_hu;50;nieuw meetpunt;hoofdtype aanwezig;;163005,60;200718,10
2;466614_1;343708_v2020;466614;1;6510;6510_hu;20;nieuw meetpunt;hoofdtype aanwezig;;216861,60;187694,10
2;503414_1;591849_v2016;503414;1;2330;2330_bu;60;bestaand meetpunt;hoofdtype aanwezig;2016-10-05;210749,60;208174,10
2;506841_1;108731_v2020;506841;1;6510;6510_hu;95;nieuw meetpunt;hoofdtype aanwezig;;108541,60;167310,10
2;558006_1;639365_v2020;558006;1;2330;2330_bu;40;bestaand meetpunt;hoofdtype aanwezig;2017-08-23;215549,50;200782,10
2;568582_1;299987_v2020;568582;1;6510;6510_hu;100;nieuw meetpunt;hoofdtype aanwezig;;168285,60;164078,10
2;576033_2;145671_v2020;576033;1;6510;6510_hu;100;bestaand meetpunt;hoofdtype aanwezig;2016-06-24;79870,99;164715,60
2;580082_1;543279_v2018;580082;1;6510;6510_hu;55;nieuw meetpunt;hoofdtype aanwezig;;245053,60;179982,10
2;583030_1;510055_v2018;583030;1;2330;2330_bu;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-29;213981,60;216174,00
2;602846_1;474539_v2018;602846;1;2330;2330_bu;100;bestaand meetpunt;hoofdtype aanwezig;2016-10-03;153885,50;231758,20
2;608550_2;456089_v2018;608550;1;6510;6510_hu;15;bestaand meetpunt;hoofdtype aanwezig;2016-06-23;213183,20;161521,10
2;618646_1;557204_v2018;618646;1;6510;6510_hu;50;nieuw meetpunt;hoofdtype aanwezig;;164957,60;204430,10
2;621505_1;532895_v2018;621505;1;6510;6510_hu;100;nieuw meetpunt;hoofdtype aanwezig;;74013,59;205134,10
2;648566_1;510055_v2018;648566;1;2330;2330_bu;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-29;214301,60;216270,20
2;659382_1;414239_v2020;659382;1;2330;2330_bu;80;bestaand meetpunt;hoofdtype aanwezig;2017-07-20;218461,50;197614,20
2;688094_1;437242_v2018;688094;1;6510;6510_hu;20;nieuw meetpunt;hoofdtype aanwezig;;159261,60;225326,10
2;714198_1;632239_v2020;714198;1;2330;2330_bu;100;bestaand meetpunt;hoofdtype aanwezig;2016-10-14;185789,50;211054,10
2;714230_1;630247_v2020;714230;1;2330;2330_bu;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-28;196381,60;204110,10
2;738230_1;639528_v2020;738230;1;2330;2330_bu;100;bestaand meetpunt;hoofdtype aanwezig;2017-08-29;215741,50;200174,10
2;742610_1;414113_v2020;742610;1;2330;2330_bu;70;bestaand meetpunt;hoofdtype aanwezig;2017-07-17;220637,60;196718,20
2;750518_1;639301_v2020;750518;1;2330;2330_bu;20;bestaand meetpunt;hoofdtype aanwezig;2017-08-30;216605,60;200110,10
2;803766_1;639363_v2020;803766;1;2330;2330_bu;100;bestaand meetpunt;hoofdtype aanwezig;2017-08-25;215965,70;200686,20
2;808146_1;380704_v2020;808146;1;2330;2330_bu;85;bestaand meetpunt;hoofdtype aanwezig;2017-07-17;219837,50;196270,10
2;821462_1;562585_v2018;821462;1;2330;2330_bu;100;bestaand meetpunt;hoofdtype aanwezig;2016-10-21;177565,60;218478,20
2;830770_1;347649_v2020;830770;1;6510;6510_hu;85;nieuw meetpunt;hoofdtype aanwezig;;224733,60;178478,10
2;831366_1;546427_v2018;831366;1;6510;6510_hu;70;nieuw meetpunt;hoofdtype aanwezig;;173757,60;180302,10
2;857281_1;503378_v2018;857281;1;6510;6510_hu;;nieuw meetpunt;hoofdtype aanwezig;;86301,64;203950,20
2;859446_1;418306_v2014;859446;1;6510;6510_hu;100;nieuw meetpunt;hoofdtype aanwezig;;189469,60;188334,10
2;863169_2;510202_v2020;863169;1;6510;6510_hu;;bestaand meetpunt;hoofdtype aanwezig;2016-06-08;73117,50;205564,10
2;877942_2;532290_v2018;877942;1;2330;2330_bu;;bestaand meetpunt;hoofdtype aanwezig;2016-09-30;214112,20;215054,30
2;884022_2;355511_v2016;884022;1;6510;6510_hu;;bestaand meetpunt;hoofdtype aanwezig;2018-05-29;187992,40;187280,40
2;884342_1;475337_v2018;884342;1;2330;2330_bu;100;bestaand meetpunt;hoofdtype aanwezig;2016-10-05;210621,70;208590,30
2;905190_1;;905190;1;6510;6510_hu;;bestaand meetpunt;hoofdtype aanwezig;2018-06-06;206397,50;184238,10
2;923209_1;511304_v2020;923209;1;6510;6510_hu;;bestaand meetpunt;hoofdtype aanwezig;2018-06-13;88285,62;204590,10
2;934838_1;639358_v2020;934838;1;2330;2330_bu;100;bestaand meetpunt;hoofdtype aanwezig;2017-08-23;216157,50;200846,10
2;963294_1;448317_v2018;963294;1;2330;2330_bu;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-19;154685,50;231374,10
2;980625_2;173641_v2020;980625;0;6510;6510_hus;;bestaand meetpunt;subtype aanwezig;2016-06-09;37310,03;183690,00
2;1003230_1;507054_v2018;1003230;1;2330;2330_bu;70;bestaand meetpunt;hoofdtype aanwezig;2016-09-15;155389,62;230350,08
2;1043410_1;590778_v2014;1043410;1;2330;2330_bu;50;bestaand meetpunt;hoofdtype aanwezig;2017-07-28;229821,60;195374,08
2;1053622_1;677440_v2014;1053622;1;2330;2330_bu;70;bestaand meetpunt;hoofdtype aanwezig;2017-08-29;216285,58;200046,16
2;1228529_1;186727_v2020;1228529;0;6510;6510_hua;100;nieuw meetpunt;subtype aanwezig;;53693,59;191406,11
2;1272114_1;;1272114;1;2330;2330_dw;;bestaand meetpunt;subtype aanwezig;2017-06-29;225373,58;182542,22
2;1289969_1;186785_v2020;1289969;0;6510;6510_hua;100;nieuw meetpunt;subtype aanwezig;;51485,59;191118,11
2;1315118_1;559349_v2018;1315118;1;2330;2330_dw;70;nieuw meetpunt;subtype aanwezig;;191293,59;229966,11
2;1365202_1;421301_v2020;1365202;1;2330;2330_dw;100;nieuw meetpunt;subtype aanwezig;;220605,59;197390,11
2;1369745_1;173615_v2020;1369745;0;6510;6510_hua;100;nieuw meetpunt;subtype aanwezig;;35965,59;183982,11
2;1452338_1;357321_v2020;1452338;1;2330;2330_dw;50;nieuw meetpunt;subtype aanwezig;;226045,59;182350,11
2;1473234_1;305282_v2016;1473234;1;2330;2330_dw;50;nieuw meetpunt;subtype aanwezig;;222589,59;188302,11
2;1474033_2;661631_v2014;1474033;0;6510;6510_hus;;bestaand meetpunt;subtype aanwezig;2018-06-14;43517,39;186980,06
2;1478129_2;169460_v2020;1478129;0;6510;6510_hua;100;bestaand meetpunt;subtype aanwezig;2018-05-23;43679,59;188110,16
2;1500498_1;;1500498;1;6510;6510_huk;;bestaand meetpunt;subtype aanwezig;2018-06-18;246077,64;186510,20
2;1500817_1;173615_v2020;1500817;0;6510;6510_hua;100;nieuw meetpunt;subtype aanwezig;;35773,59;183982,11
2;1533138_1;508647_v2018;1533138;1;2330;2330_dw;20;nieuw meetpunt;subtype aanwezig;;221853,59;197838,11
2;1542626_1;625501_v2020;1542626;1;6510;6510_hus;;bestaand meetpunt;subtype aanwezig;2018-06-20;253085,64;204174,05
2;1565906_1;610074_v2018;1565906;1;2330;2330_dw;100;nieuw meetpunt;subtype aanwezig;;221245,59;197678,11
2;1578641_1;173648_v2020;1578641;0;6510;6510_hua;100;nieuw meetpunt;subtype aanwezig;;37309,59;184078,11
2;1584722_1;419616_v2020;1584722;1;2330;2330_dw;100;nieuw meetpunt;subtype aanwezig;;237469,59;187086,11
2;1587934_1;534691_v2016;1587934;1;2330;2330_dw;15;nieuw meetpunt;subtype aanwezig;;159229,59;226926,11
2;1594294_1;638924_v2020;1594294;1;2330;2330_dw;70;nieuw meetpunt;subtype aanwezig;;216221,59;198638,11
2;1635985_1;173625_v2020;1635985;0;6510;6510_hua;80;nieuw meetpunt;subtype aanwezig;;36477,59;183566,11
2;1685137_1;145546_v2020;1685137;0;6510;6510_hua;100;bestaand meetpunt;subtype aanwezig;2018-05-23;37469,62;183534,12
2;1775249_1;173676_v2020;1775249;0;6510;6510_hua;100;nieuw meetpunt;subtype aanwezig;;36381,59;184110,11
2;1840785_1;174389_v2020;1840785;0;6510;6510_hua;20;nieuw meetpunt;subtype aanwezig;;37277,59;183886,11
2;1861942_1;393299_v2020;1861942;1;2330;2330_dw;100;nieuw meetpunt;subtype aanwezig;;193181,59;191214,11
2;1885721_2;615084_v2014;1885721;0;6510;6510_hua;100;bestaand meetpunt;subtype aanwezig;2019-06-04;94489,53;168814,79
2;1886422_1;520255_v2018;1886422;1;2330;2330_dw;40;nieuw meetpunt;subtype aanwezig;;177661,59;216654,11
2;2057426_1;486116_v2018;2057426;1;2330;2330_dw;100;nieuw meetpunt;subtype aanwezig;;222109,59;197998,11
2;2233618_2;632713_v2020;2233618;1;6510;6510_hus;;bestaand meetpunt;subtype aanwezig;2016-06-10;219074,15;217520,20
2;2440689_1;661631_v2014;2440689;0;6510;6510_hua;100;bestaand meetpunt;subtype aanwezig;2018-06-14;43549,62;186830,10
2;2495762_2;632716_v2020;2495762;1;6510;6510_hus;100;bestaand meetpunt;subtype aanwezig;2016-06-14;219074,51;217282,89
2;2645426_1;614496_v2014;2645426;1;6510;6510_huk;100;bestaand meetpunt;subtype aanwezig;2018-06-08;250301,65;161422,14
2;2841894_1;385957_v2016;2841894;1;6510;6510_huk;;bestaand meetpunt;subtype aanwezig;2018-05-22;214973,56;162830,12
2;2845362_1;645405_v2014;2845362;1;6510;6510_huk;90;nieuw meetpunt;subtype aanwezig;;245629,60;160590,10
2;2954514_2;632719_v2020;2954514;1;6510;6510_hus;;bestaand meetpunt;subtype aanwezig;2016-06-10;219164,32;217331,11
2;2967065_2;105978_v2014;2967065;0;6510;6510_hua;100;bestaand meetpunt;subtype aanwezig;2018-06-12;94721,57;169230,63
2;3120562_1;588920_v2014;3120562;1;6510;6510_huk;60;bestaand meetpunt;subtype aanwezig;2018-06-11;250493,63;161518,14
2;3163010_1;421127_v2014;3163010;1;6510;6510_huk;20;bestaand meetpunt;subtype aanwezig;2018-06-27;252445,66;160910,16
2;3170178_1;447541_v2014;3170178;0;6510;6510_huk;20;bestaand meetpunt;subtype aanwezig;2019-06-19;256189,52;157550,16
2;3612546_1;576593_v2014;3612546;0;6510;6510_huk;40;bestaand meetpunt;subtype aanwezig;2018-07-06;256989,59;158990,12
2;3811458_1;588921_v2014;3811458;1;6510;6510_huk;100;bestaand meetpunt;subtype aanwezig;2018-06-08;251645,61;161422,14
2;3821746_3;674992_v2014;3821746;1;6510;6510_huk;30;bestaand meetpunt;subtype aanwezig;2018-06-12;241498,23;167434,33
2;3893938_1;645405_v2014;3893938;1;6510;6510_huk;90;nieuw meetpunt;subtype aanwezig;;245597,60;160686,10
2;3906994_1;576514_v2014;3906994;1;6510;6510_huk;30;bestaand meetpunt;subtype aanwezig;2018-06-08;250429,57;161390,22
2;4003090_1;;4003090;1;6510;6510_hus;;bestaand meetpunt;subtype aanwezig;2016-06-09;219325,59;217422,11
2;4122918_2;615129_v2014;4122918;0;6510;6510_huk;100;bestaand meetpunt;subtype aanwezig;2018-05-18;214310,00;164884,90
2;4351326_1;627843_v2014;4351326;1;6510;6510_hus;28;bestaand meetpunt;subtype aanwezig;2018-05-22;177597,60;241326,10
2;4868374_1;344921_v2020;4868374;1;6510;6510_hus;70;bestaand meetpunt;subtype aanwezig;2018-06-08;164349,60;187342,10
2;6876377_1;190187_v2020;6876377;1;6510;6510_hus;70;nieuw meetpunt;subtype aanwezig;;119645,60;161262,10
3;91186_1;261599_v2020;91186;1;6510;6510_hu;75;bestaand meetpunt;hoofdtype aanwezig;2021-06-15;218717,60;175694,10
3;92126_1;104655_v2014;92126;0;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2018-08-17;154109,60;226190,10
3;103634_1;421341_v2020;103634;1;4030;4030;70;bestaand meetpunt;hoofdtype aanwezig;2018-08-03;219549,51;196910,11
3;111918_1;625399_v2020;111918;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2018-09-05;187933,57;229838,13
3;112850_1;414133_v2020;112850;1;4030;4030;100;bestaand meetpunt;hoofdtype aanwezig;2018-07-26;218845,59;198478,03
3;116518_2;117719_v2014;116518;0;6510;6510_hu;100;bestaand meetpunt;hoofdtype aanwezig;2021-06-17;208447,35;164837,77
3;124806_1;460325_v2014;124806;0;6510;6510_hu;100;bestaand meetpunt;hoofdtype aanwezig;2021-06-10;172381,72;182990,08
